Date,Wheat,Sugar,Coffee,Cotton,Soybean,Maize,Onion,Turmeric
2021-04-29,2193.99,3252.0,6868.97,5447.01,6954.58,1439.215582893966,,9200.46
2021-04-30,2114.61,3252.0,6896.55,5470.46,6890.37,1443.7252141982865,,8811.48
2021-01-05,2529.29,,7955.22,6000.0,6092.5,1439.1891891891892,2197.32,6700.0
2021-02-05,1763.57,,,6000.0,6893.71,1476.457894736842,2844.01,6800.0
2021-03-05,2270.6,3252.0,7955.22,6103.1,6932.11,1460.149299474606,1676.45,6966.9
2021-04-05,2169.37,3262.0,8710.91,6081.25,7097.2,1454.9813602015113,812.28,6889.21
2021-05-05,1997.63,3262.0,7986.57,5914.71,7022.5,1453.3689862542956,972.39,7038.77
2021-06-05,2123.37,3262.0,7884.62,6000.0,7198.76,1449.337889557135,1546.23,6888.86
2021-07-05,2234.62,3252.0,7766.67,6033.33,7147.54,1462.2834046600094,1654.82,7072.05
2021-08-05,2634.64,3252.0,11100.0,,6725.59,1458.1874386653585,1540.49,6941.06
2021-09-05,2030.8,,,,6700.0,1488.0530973451328,1265.36,6800.0
2021-10-05,2593.93,3252.0,7766.67,,6676.33,1478.594017094017,2796.71,6818.52
2021-11-05,2684.25,3250.0,11100.0,,6851.44,1472.2545454545457,2120.64,6900.73
2021-12-05,2243.16,3250.0,11100.0,,7068.68,1478.1618357487923,1827.41,7000.74
2021-05-13,2471.51,3252.0,7651.72,,6990.08,1427.4205533596837,,7079.51
2021-05-14,3222.29,3252.0,11100.0,,6475.0,1413.252427184466,,6691.67
2021-05-15,2839.71,3252.0,11100.0,5925.0,7064.84,1395.97703180212,,13000.0
2021-05-16,1660.81,,,5000.0,6695.78,1460.0,,6780.95
2021-05-17,2554.45,3252.0,11100.0,,7343.96,1447.2319801159902,,7048.85
2021-05-18,2399.9,3252.0,11100.0,5930.0,7364.63,1477.210717529519,,7259.81
2021-05-19,2391.8,3252.0,11100.0,,7384.52,1482.1073131955484,,6982.88
2021-05-20,2285.88,3252.0,11200.0,,7207.39,1468.6477272727273,,7097.76
2021-05-21,1860.86,3252.0,11200.0,5900.0,7011.12,1425.014705882353,,6949.54
2021-05-22,2422.31,3242.0,11200.0,,6898.23,1440.2021276595744,,6650.0
2021-05-23,1770.48,,,,5192.29,1450.0,,6800.0
2021-05-24,2041.82,,11300.0,,6788.12,1540.027397260274,,7041.12
2021-05-25,2363.69,3242.0,11300.0,,6837.05,1469.1699429296132,,7121.81
2021-05-26,2944.28,3252.0,11300.0,,6673.11,1555.522480620155,,7344.02
2021-05-27,2013.04,3252.0,11400.0,,7035.35,1509.0772303595206,,7188.14
2021-05-28,2014.59,3252.0,11400.0,,7012.83,1494.2197802197802,,6914.54
2021-05-29,2298.95,3252.0,11400.0,,6933.27,1518.236338797814,,7314.46
2021-05-30,1738.71,,,,7066.62,1465.891891891892,,6700.0
2021-05-31,2187.15,3252.0,11400.0,,6993.19,1521.7158154859967,,7175.39
2021-01-06,2409.65,3252.0,11400.0,5930.0,6804.98,1508.7598978288634,2412.54,6889.33
2021-02-06,1650.79,3246.0,11600.0,,6885.63,1528.0495356037152,2715.95,6785.43
2021-03-06,1769.75,3246.0,11500.0,,6937.69,1527.007619047619,1782.29,7979.21
2021-04-06,2226.34,3252.0,11500.0,,6926.61,1517.7808510638297,785.75,8020.2
2021-05-06,1929.77,3252.0,11500.0,5920.0,6848.49,1533.2820512820513,1006.34,5876.74
2021-06-06,1719.58,,,,6813.06,1517.6470588235295,1544.4,6416.67
2021-07-06,1860.83,,7618.91,,6919.4,1571.6789772727273,1589.8,8195.53
2021-08-06,2571.87,3242.0,7612.62,,6914.87,1566.0345821325648,1446.21,7759.78
2021-09-06,2447.84,3242.0,11400.0,,6291.9,1591.112121212121,1379.05,8168.85
2021-10-06,2372.56,3242.0,11300.0,,7033.12,1604.8152424942264,2718.05,8362.8
2021-11-06,2277.45,3242.0,11400.0,,6949.67,1607.0193905817175,2296.84,7694.08
2021-12-06,2538.35,3236.0,11400.0,,6918.48,1710.2985074626863,1771.85,10312.31
2021-06-13,2144.82,,,,6645.24,1645.6315789473683,,5946.15
2021-06-14,2195.22,3236.0,7670.49,5760.0,7041.18,1584.0796963946868,,7585.24
2021-06-15,2604.38,3232.0,7665.02,,6852.04,1665.199460916442,,8332.65
2021-06-16,2280.7,3232.0,7665.02,,6972.58,1645.1508771929823,,6726.05
2021-06-17,2233.21,3232.0,7688.24,5825.0,6978.05,1652.90332326284,,6335.56
2021-06-18,2271.0,3232.0,7602.2,5100.0,6752.75,1619.958041958042,,6823.54
2021-06-19,2427.75,3232.0,7621.89,,7078.03,1728.029197080292,,6585.66
2021-06-20,1739.13,,,,6826.35,1682.5471698113208,,6400.0
2021-06-21,2242.56,,7621.89,,7277.37,1643.6809210526317,,8805.55
2021-06-22,2441.11,3232.0,7629.8,,7337.56,1754.5248756218905,,7317.15
2021-06-23,2281.72,3226.0,6878.33,,7266.04,1754.0719602977667,,8415.12
2021-06-24,2346.92,3226.0,5991.63,,6844.15,1810.2900943396223,,7803.24
2021-06-25,2188.86,3226.0,7666.5,,6956.12,1793.8850174216027,,7333.91
2021-06-26,2529.95,3226.0,7644.55,,6957.17,1811.8630952380952,,6298.89
2021-06-27,2007.42,,7600.0,,7087.5,1700.0,,
2021-06-28,2204.37,3226.0,12300.0,,6878.45,1793.1486068111456,,7113.21
2021-06-29,2381.26,3232.0,6854.46,,6818.34,1798.6491228070176,,7269.39
2021-06-30,2134.69,3232.0,6785.71,,6943.05,1757.8392857142858,,7773.47
2021-01-07,2437.45,,12600.0,,6858.87,1764.8129496402878,,7041.07
2021-02-07,2396.26,3232.0,12600.0,,7168.45,1829.485207100592,2612.76,7369.8
2021-03-07,2725.29,3222.0,7673.89,,7241.77,1797.9239130434785,1613.06,8316.67
2021-04-07,1672.94,,,,7158.62,1775.0,763.1,
2021-05-07,2669.41,3222.0,12700.0,,7052.85,1799.452380952381,1011.45,6816.42
2021-06-07,2867.95,3226.0,7630.42,,7050.7,1878.9105691056911,1597.01,7756.4
2021-07-07,2500.98,3226.0,7650.5,,7251.83,1753.2535211267605,1623.15,6943.55
2021-08-07,2587.5,3226.0,7751.46,,6969.66,1861.512,1498.95,6990.89
2021-09-07,2770.93,3226.0,7651.49,,6953.11,1893.657894736842,1374.03,9705.0
2021-10-07,3085.57,3226.0,7700.0,5820.0,7177.56,1930.8867924528304,2835.2,
2021-11-07,1646.1,,,,6700.0,,2098.44,
2021-12-07,2526.95,3232.0,7678.33,,7161.59,1833.3522727272727,1845.28,6563.65
2021-07-13,2782.53,3232.0,6957.43,,7297.87,1765.9583333333333,,7040.69
2021-07-14,2541.98,3232.0,7650.5,,7268.15,1804.1206896551723,,7129.6
2021-07-15,2411.28,3232.0,6788.67,,7314.31,1857.8,,6629.19
2021-07-16,1101.93,3232.0,5868.32,,7133.1,1735.5454545454545,,8701.16
2021-07-17,2385.04,3232.0,6660.4,,7594.6,1839.631067961165,,8625.0
2021-07-18,1907.07,,,,7556.31,1897.4,,6250.0
2021-07-19,2288.04,,7650.5,,7632.1,1828.5,,6469.13
2021-07-20,1960.12,,7625.87,,7382.82,1795.3846153846157,,6282.21
2021-07-21,3254.65,3232.0,12800.0,,7633.43,2085.2631578947367,,6250.0
2021-07-22,2203.82,3232.0,7631.01,,7914.84,1873.225806451613,,6586.94
2021-07-23,2368.43,3232.0,7651.49,,8130.61,1789.6813186813188,,6579.41
2021-07-24,2376.06,3232.0,6858.42,,7864.52,1809.025,,6676.44
2021-07-25,1660.73,,7600.0,,8695.15,1940.0,,6250.0
2021-07-26,2190.47,,6888.67,,8499.63,1839.044776119403,,6404.65
2021-07-27,2481.24,3232.0,6859.41,,9127.73,1875.637362637363,,7092.19
2021-07-28,2217.98,3232.0,7671.05,,9280.94,1793.0310559006211,,6578.83
2021-07-29,2121.26,3232.0,7901.96,,9135.08,1801.9276315789475,,6606.97
2021-07-30,2209.45,3242.0,7709.8,,9406.04,1772.1323529411766,,6529.79
2021-07-31,2486.95,3252.0,5800.0,,9528.76,1864.0,,6440.0
2021-01-08,1809.87,,,,9540.0,1781.578947368421,,6100.0
2021-02-08,2406.09,3282.0,6937.57,,9690.16,1801.783783783784,3144.55,6421.98
2021-03-08,2489.41,3290.0,7842.86,,9536.33,1950.9,1422.99,6488.53
2021-04-08,2441.08,3332.0,7901.96,5850.0,9418.8,1843.6666666666667,780.05,6705.5
2021-05-08,2608.1,,7705.88,,9389.47,1820.3958333333333,1054.96,6387.08
2021-06-08,2432.34,3322.0,13000.0,,9677.76,1848.914893617021,1587.41,6794.43
2021-07-08,2542.36,3322.0,13000.0,120.0,9606.48,1979.4183673469388,1625.39,8192.26
2021-08-08,1667.33,,,,9455.0,1785.9375,1250.58,6087.5
2021-09-08,2419.1,3332.0,7875.37,,9160.79,1834.3164556962024,1456.34,6583.83
2021-10-08,2379.25,3342.0,7949.5,,8257.27,1955.481132075472,2787.2,7691.48
2021-11-08,2180.83,3342.0,7863.16,,8242.27,1503.5436893203882,2500.5,6787.22
2021-12-08,2126.39,3342.0,6978.95,,8657.99,1921.1968503937007,1964.17,6236.91
2021-08-13,2603.71,3342.0,8000.0,5850.0,7753.88,1881.65625,,6846.55
2021-08-14,2530.32,3342.0,7709.8,,8642.84,2763.0,,7278.52
2021-08-15,1718.75,,,,8000.0,,,
2021-08-16,2744.51,3342.0,7023.53,,8990.58,1973.397727272728,,7072.55
2021-08-17,2610.27,,13200.0,,8379.23,1769.428571428571,,7102.12
2021-08-18,2355.24,3500.0,13200.0,,8480.03,1893.5,,7108.27
2021-08-19,2555.41,3500.0,13200.0,,7924.32,1940.9722222222224,,6849.24
2021-08-20,2363.91,3526.0,13200.0,,8182.54,1942.3030303030305,,7215.75
2021-08-21,2501.9,3580.0,7931.71,,8677.31,1929.915254237288,,7562.82
2021-08-22,1718.3,,7600.0,,7000.0,,,6750.0
2021-08-23,2291.67,,13100.0,,8606.46,1894.135593220339,,6895.81
2021-08-24,2504.62,3592.0,7734.15,,8810.56,1926.0,,6827.14
2021-08-25,2256.84,3592.0,7763.11,,8665.6,1865.9545454545453,,6998.59
2021-08-26,2133.83,3592.0,7709.8,,8409.86,1836.7945205479448,,7107.54
2021-08-27,2081.63,3562.0,13200.0,,8603.4,1790.5416666666667,,6926.23
2021-08-28,2423.32,3562.0,7600.0,,8779.0,2914.495652173913,,7694.44
2021-08-29,1783.62,,7600.0,,8443.93,1708.3333333333333,,
2021-08-30,2372.01,3562.0,7800.0,,7873.99,1901.692307692308,,6757.97
2021-08-31,2122.34,,7905.88,,8331.03,1927.142857142857,,6845.64
2021-01-09,2485.08,3562.0,7682.76,,8666.39,1732.6296296296296,2853.75,7641.12
2021-02-09,2251.55,3562.0,7673.68,,8758.6,1956.151079136691,3040.02,6520.92
2021-03-09,2336.64,3562.0,7669.14,,8709.61,1799.137254901961,1197.52,6903.79
2021-04-09,2436.07,3646.0,7600.0,,8752.02,1989.6615384615384,803.35,6816.74
2021-05-09,1828.4,,,,7820.0,1666.6666666666667,1021.93,
2021-06-09,3055.55,3646.0,7600.0,,7552.0,2126.904761904762,1657.34,
2021-07-09,2942.24,3646.0,7709.8,,7731.81,1951.622641509434,1501.64,7168.75
2021-08-09,2614.67,3646.0,7815.38,,8286.97,1899.7792207792209,1510.57,6911.44
2021-09-09,2261.87,,7666.56,,8550.83,1842.6382978723404,1439.07,6553.7
2021-10-09,2020.9,,7661.11,,7646.43,1760.0,2886.54,6700.0
2021-11-09,2757.39,3652.0,8256.9,,8310.32,1763.0,2599.22,6423.16
2021-12-09,1850.32,,7450.0,,7818.67,1750.0,1980.85,6700.0
2021-09-13,3270.15,3652.0,7697.32,,7929.63,1616.7125,,
2021-09-14,2546.64,3642.0,7680.6,,7607.47,1805.1447368421047,,7808.82
2021-09-15,2363.56,3642.0,7841.22,,7688.81,1707.2626262626263,,6626.86
2021-09-16,2257.03,3662.0,7666.67,,7853.91,1673.8878504672898,,6089.61
2021-09-17,2657.83,3662.0,7690.91,,7442.26,1786.358208955224,,6013.22
2021-09-18,2366.18,3662.0,7805.7,,7385.31,1575.287037037037,,9600.0
2021-09-19,1843.88,,7595.45,,7015.44,,,
2021-09-20,2390.79,3662.0,7669.33,,5758.26,1665.0207100591715,,6416.59
2021-09-21,2375.21,3662.0,7676.06,,5561.47,1355.0407523510971,,6897.0
2021-09-22,2114.31,3672.0,7696.53,5130.0,5938.7,1453.111111111111,,6271.87
2021-09-23,2258.91,3672.0,7687.01,,6642.27,1486.8265306122448,,6205.31
2021-09-24,2304.05,3672.0,8660.9,5130.0,6592.41,1434.2841530054643,,6341.73
2021-09-25,2065.76,,7612.15,5130.0,5964.42,1665.6896551724135,,6000.0
2021-09-26,1789.56,,7800.0,5120.0,5710.09,1778.3333333333333,,
2021-09-27,2761.33,3672.0,13500.0,,5769.06,1608.1542416452442,,6499.77
2021-09-28,2697.97,3662.0,7280.4,,6144.15,1552.960396039604,,11724.88
2021-09-29,1896.31,3652.0,7747.28,,6168.22,1587.354838709677,,6635.38
2021-09-30,2539.46,3672.0,7854.08,5150.0,5801.39,1584.1502590673574,,6240.61
2021-01-10,2791.79,3642.0,7975.89,5180.0,5713.71,1503.755263157895,2438.77,6149.41
2021-02-10,3346.32,3642.0,7859.88,,5441.38,1955.2631578947369,3232.27,5486.77
2021-03-10,1771.66,,,,5006.62,1687.8947368421052,1125.84,
2021-04-10,2155.28,,7842.72,,5014.86,1540.8706786171574,900.04,6252.44
2021-05-10,2423.93,3642.0,7668.52,,5071.45,1540.9448160535117,1044.59,6452.73
2021-06-10,2907.71,3642.0,7264.58,,5384.06,1419.095238095238,1650.74,6317.38
2021-07-10,2292.42,3611.0,7967.24,,5068.37,1558.5028735632184,1584.85,6138.17
2021-08-10,2446.99,3611.0,7668.52,,5127.72,1533.2537067545304,1464.58,6524.11
2021-09-10,2494.42,3652.0,7889.82,,5173.77,1569.2570888468808,1229.91,7988.75
2021-10-10,1809.89,,7600.0,,4728.13,1590.6641791044776,2947.53,
2021-11-10,2257.35,,7846.67,6103.33,4852.87,1363.9831932773109,2658.21,
2021-12-10,2677.43,3652.0,7890.18,6177.42,4764.83,1554.0025624599616,2143.65,6299.47
2021-10-13,2367.45,3652.0,7941.9,6311.84,4838.69,1517.641749723145,,6608.87
2021-10-14,2378.1,3672.0,7672.31,6383.54,4670.86,1505.5061494796594,,6082.44
2021-10-15,2042.25,,7863.08,6673.89,4877.09,1512.2259259259258,,6143.71
2021-10-16,2071.81,,7852.51,6486.3,4784.0,1550.5986301369862,,6232.0
2021-10-17,1811.43,,7600.0,6493.88,4778.5,1521.15,,
2021-10-18,2241.59,3662.0,7852.53,6893.86,4651.54,1571.753711790393,,6425.13
2021-10-19,3231.65,3642.0,7986.89,6935.19,4654.52,1566.3636363636365,,10383.42
2021-10-20,2431.1,3642.0,7647.86,7007.54,4710.67,1571.797078931013,,6426.81
2021-10-21,2334.38,3620.0,8809.81,7088.72,4746.98,1567.1479015918958,,6236.69
2021-10-22,2492.16,3602.0,8829.46,7197.7,4700.78,1527.6493192133132,,6364.15
2021-10-23,2549.06,3602.0,7847.47,7154.45,4775.24,1528.6533135509396,,6010.29
2021-10-24,1811.99,,,7534.64,4693.35,1552.929104477612,,
2021-10-25,2360.74,3602.0,8587.69,7755.22,4613.8,1541.1616757846243,,6148.24
2021-10-26,2574.58,3602.0,,7724.58,4596.13,1433.9126390293225,,6270.06
2021-10-27,2510.85,3602.0,8630.16,7771.5,4658.97,1439.6667205169629,,6313.62
2021-10-28,2585.59,3602.0,7890.21,7919.73,4764.37,1510.4720105509964,,6330.43
2021-10-29,2520.66,3602.0,7863.08,8027.71,4789.81,1472.9973627055538,,6280.11
2021-10-30,2662.63,3602.0,7825.45,8061.8,4381.6,1481.5377866400795,,8123.08
2021-10-31,1845.09,,,8071.35,4864.49,1590.3646496815286,,
2021-01-11,2797.56,3602.0,8805.7,8254.97,4866.3,1443.88,3039.77,6890.72
2021-02-11,3105.63,3602.0,7672.31,8405.27,4817.45,1556.132911392405,3382.98,10316.25
2021-03-11,3090.45,3602.0,7888.32,8407.72,4979.33,1557.2469135802469,1250.51,8923.08
2021-04-11,1795.65,3612.0,7677.34,8335.25,5057.55,1500.0,999.6,12000.0
2021-05-11,3069.14,3602.0,7869.53,8049.07,5060.19,1563.3063457330416,1057.68,6786.64
2021-06-11,2282.07,,8425.0,8159.98,5084.73,1500.842105263158,1644.04,6755.75
2021-07-11,1828.12,,7600.0,8114.1,4986.43,1413.029411764706,1382.5,6650.0
2021-08-11,2473.75,,7956.92,8194.39,4833.41,1517.4192033070274,1545.34,6382.0
2021-09-11,2220.11,3602.0,7958.04,8171.32,4944.93,1509.089178987103,1394.14,6632.51
2021-10-11,2482.6,3612.0,8727.39,8135.35,4979.12,1525.816295248202,1982.89,6698.5
2021-11-11,2356.69,3612.0,8588.27,8150.79,5120.8,1498.4226525557308,2481.71,6212.01
2021-12-11,2664.37,3612.0,8787.69,8104.13,5177.94,1510.109554140127,2083.54,6719.86
