Date,Year,Month,Commodity,Weighted_Min_Price,Weighted_Max_Price,Weighted_Modal_Price,Total_Arrivals_MT,Markets_Reported
04/05/2021,2021,April,Onion,393.03,1079.63,812.28,38835.0,44
05/05/2021,2021,May,Onion,462.16,1318.82,972.39,35423.0,45
06/05/2021,2021,June,Onion,593.45,2101.54,1546.23,16537.0,33
07/05/2021,2021,July,Onion,656.72,2126.69,1654.82,26809.0,46
08/05/2021,2021,August,Onion,661.99,1829.69,1540.49,14567.0,27
09/05/2021,2021,September,Onion,615.69,1691.53,1265.36,3402.0,22
10/05/2021,2021,October,Onion,958.76,3715.79,2796.71,24467.0,44
11/05/2021,2021,November,Onion,1273.27,2964.55,2120.64,2880.0,11
12/05/2021,2021,December,Onion,725.71,2822.48,1827.41,4451.0,27
01/06/2021,2021,January,Onion,1280.5,2842.15,2412.54,7088.0,16
02/06/2021,2021,February,Onion,1160.02,3299.57,2715.95,6817.0,20
03/06/2021,2021,March,Onion,787.75,2261.42,1782.29,16544.0,33
04/06/2021,2021,April,Onion,416.16,1061.18,785.75,27490.0,41
05/06/2021,2021,May,Onion,470.25,1380.39,1006.34,29616.0,49
06/06/2021,2021,June,Onion,724.47,2143.35,1544.4,4177.0,16
07/06/2021,2021,July,Onion,592.58,2065.49,1589.8,30179.0,50
08/06/2021,2021,August,Onion,606.75,1844.23,1446.21,26917.0,44
09/06/2021,2021,September,Onion,586.76,1760.3,1379.05,13686.0,30
10/06/2021,2021,October,Onion,980.02,3531.99,2718.05,18784.0,34
11/06/2021,2021,November,Onion,909.2,3275.27,2296.84,2586.0,8
12/06/2021,2021,December,Onion,616.62,2552.33,1771.85,18556.0,42
02/07/2021,2021,February,Onion,1203.59,3496.38,2612.76,3086.0,17
03/07/2021,2021,March,Onion,831.43,2191.17,1613.06,4592.0,18
04/07/2021,2021,April,Onion,387.92,1013.66,763.1,34125.0,39
05/07/2021,2021,May,Onion,443.99,1466.79,1011.45,24828.0,38
06/07/2021,2021,June,Onion,617.47,2150.18,1597.01,21052.0,28
07/07/2021,2021,July,Onion,627.84,2061.62,1623.15,25384.0,47
08/07/2021,2021,August,Onion,619.21,1844.93,1498.95,18669.0,38
09/07/2021,2021,September,Onion,544.56,1757.11,1374.03,19765.0,46
10/07/2021,2021,October,Onion,860.72,3604.42,2835.2,20023.0,43
11/07/2021,2021,November,Onion,930.72,3128.17,2098.44,2259.0,16
12/07/2021,2021,December,Onion,680.44,2917.79,1845.28,19342.0,47
02/08/2021,2021,February,Onion,1049.51,3645.37,3144.55,7071.0,22
03/08/2021,2021,March,Onion,732.97,1915.96,1422.99,35299.0,45
04/08/2021,2021,April,Onion,419.1,1025.34,780.05,31870.0,46
05/08/2021,2021,May,Onion,497.4,1460.51,1054.96,9551.0,23
06/08/2021,2021,June,Onion,616.72,2099.36,1587.41,38661.0,50
07/08/2021,2021,July,Onion,638.85,2035.62,1625.39,34052.0,52
08/08/2021,2021,August,Onion,681.68,1836.18,1250.58,5214.0,22
09/08/2021,2021,September,Onion,550.86,1750.21,1456.34,20904.0,43
10/08/2021,2021,October,Onion,959.68,3626.82,2787.2,21217.0,47
11/08/2021,2021,November,Onion,917.91,3605.47,2500.5,12720.0,36
12/08/2021,2021,December,Onion,621.55,2706.21,1964.17,19755.0,48
01/09/2021,2021,January,Onion,1419.71,3206.22,2853.75,2659.0,4
02/09/2021,2021,February,Onion,1152.15,3884.14,3040.02,13345.0,41
03/09/2021,2021,March,Onion,564.48,1637.55,1197.52,27479.0,44
04/09/2021,2021,April,Onion,372.18,1113.64,803.35,27935.0,32
05/09/2021,2021,May,Onion,559.06,1451.84,1021.93,3577.0,16
06/09/2021,2021,June,Onion,606.41,2191.29,1657.34,27401.0,45
07/09/2021,2021,July,Onion,535.18,2000.18,1501.64,22712.0,40
08/09/2021,2021,August,Onion,605.01,1825.94,1510.57,27987.0,46
09/09/2021,2021,September,Onion,552.15,1784.49,1439.07,28320.0,44
10/09/2021,2021,October,Onion,1079.4,3728.75,2886.54,16609.0,35
11/09/2021,2021,November,Onion,916.75,3606.47,2599.22,17436.0,44
12/09/2021,2021,December,Onion,585.69,2974.99,1980.85,16599.0,48
01/10/2021,2021,January,Onion,969.29,3725.51,2438.77,394.0,3
02/10/2021,2021,February,Onion,1249.37,4096.53,3232.27,16185.0,41
03/10/2021,2021,March,Onion,520.56,1566.14,1125.84,30786.0,43
04/10/2021,2021,April,Onion,521.21,1120.84,900.04,9560.0,14
05/10/2021,2021,May,Onion,397.32,1431.88,1044.59,27612.0,35
06/10/2021,2021,June,Onion,657.14,2199.44,1650.74,26368.0,45
07/10/2021,2021,July,Onion,649.77,2034.11,1584.85,15027.0,33
08/10/2021,2021,August,Onion,555.29,1829.31,1464.58,18482.0,45
09/10/2021,2021,September,Onion,379.49,1823.84,1229.91,10432.0,25
10/10/2021,2021,October,Onion,1320.61,4060.28,2947.53,5077.0,21
11/10/2021,2021,November,Onion,950.91,3470.85,2658.21,18542.0,41
12/10/2021,2021,December,Onion,678.98,3180.57,2143.65,17435.0,44
01/11/2021,2021,January,Onion,1973.54,3344.17,3039.77,3318.0,4
02/11/2021,2021,February,Onion,1491.29,4384.67,3382.98,13682.0,40
03/11/2021,2021,March,Onion,754.69,1559.79,1250.51,7448.0,25
04/11/2021,2021,April,Onion,736.2,1108.89,999.6,685.0,4
05/11/2021,2021,May,Onion,465.48,1520.55,1057.68,23627.0,34
06/11/2021,2021,June,Onion,628.25,2195.95,1644.04,31500.0,44
07/11/2021,2021,July,Onion,611.36,1948.66,1382.5,5239.0,19
08/11/2021,2021,August,Onion,596.23,1803.59,1545.34,19761.0,41
09/11/2021,2021,September,Onion,552.07,1792.09,1394.14,18470.0,30
10/11/2021,2021,October,Onion,759.48,3235.46,1982.89,6867.0,16
11/11/2021,2021,November,Onion,871.0,3348.49,2481.71,27300.0,46
12/11/2021,2021,December,Onion,658.03,3172.08,2083.54,11993.0,35
01/12/2021,2021,January,Onion,1000.0,2897.48,2547.18,2344.0,2
02/12/2021,2021,February,Onion,1266.67,4105.84,3258.56,14520.0,40
03/12/2021,2021,March,Onion,531.19,1589.45,1201.66,26962.0,39
04/12/2021,2021,April,Onion,394.16,1063.21,793.95,25426.0,39
05/12/2021,2021,May,Onion,503.44,1441.26,1108.54,12003.0,32
06/12/2021,2021,June,Onion,701.39,2196.12,1687.83,17897.0,35
07/12/2021,2021,July,Onion,601.81,1962.09,1566.68,33496.0,46
08/12/2021,2021,August,Onion,697.6,1861.74,1552.0,19417.0,51
09/12/2021,2021,September,Onion,537.78,1798.49,1207.02,4921.0,21
10/12/2021,2021,October,Onion,1151.33,4224.66,3267.5,26310.0,50
11/12/2021,2021,November,Onion,880.82,3280.43,2261.93,23656.0,45
12/12/2021,2021,December,Onion,719.62,3161.71,1965.31,5364.0,27
01/01/2022,2022,January,Onion,638.99,2934.47,1988.52,23275.0,39
02/01/2022,2022,February,Onion,679.15,2473.14,1877.19,18695.0,37
03/01/2022,2022,March,Onion,593.65,2256.1,1636.8,11025.0,31
04/01/2022,2022,April,Onion,430.75,1338.6,863.67,6722.0,25
05/01/2022,2022,May,Onion,387.38,1285.99,814.19,2845.0,13
06/01/2022,2022,June,Onion,451.76,1432.32,985.53,21403.0,37
07/01/2022,2022,July,Onion,533.31,1561.02,1147.64,6868.0,18
08/01/2022,2022,August,Onion,341.05,1413.45,1098.59,22278.0,27
09/01/2022,2022,September,Onion,370.18,1463.56,1102.1,14532.0,17
10/01/2022,2022,October,Onion,606.11,1741.06,1318.25,11386.0,22
11/01/2022,2022,November,Onion,935.42,3478.81,2379.16,20379.0,51
12/01/2022,2022,December,Onion,704.8,1779.49,1360.1,13055.0,28
01/02/2022,2022,January,Onion,669.53,3139.33,1972.5,2324.0,20
02/02/2022,2022,February,Onion,497.51,2535.58,1760.77,34791.0,45
03/02/2022,2022,March,Onion,511.03,2161.38,1542.11,26283.0,40
04/02/2022,2022,April,Onion,502.51,1106.55,874.4,7708.0,22
05/02/2022,2022,May,Onion,342.53,1238.19,847.88,24148.0,40
06/02/2022,2022,June,Onion,405.91,1405.07,1039.29,11466.0,19
07/02/2022,2022,July,Onion,450.62,1647.16,1230.67,9676.0,13
08/02/2022,2022,August,Onion,427.46,1445.12,1061.92,27083.0,52
09/02/2022,2022,September,Onion,432.02,1465.07,1053.32,22745.0,36
10/02/2022,2022,October,Onion,822.54,1953.96,1472.41,7863.0,20
11/02/2022,2022,November,Onion,728.7,3218.54,2306.15,25936.0,45
12/02/2022,2022,December,Onion,444.4,1955.55,1245.47,21228.0,43
01/03/2022,2022,January,Onion,637.36,2839.68,2019.26,35333.0,48
02/03/2022,2022,February,Onion,602.68,2520.29,1861.41,31326.0,51
03/03/2022,2022,March,Onion,527.84,2113.56,1508.2,33346.0,50
04/03/2022,2022,April,Onion,515.02,1338.16,979.51,2513.0,22
05/03/2022,2022,May,Onion,339.45,1257.46,765.85,8610.0,22
06/03/2022,2022,June,Onion,365.36,1480.59,984.33,15102.0,18
07/03/2022,2022,July,Onion,425.25,1641.2,1093.62,5411.0,23
08/03/2022,2022,August,Onion,425.9,1436.29,1104.3,30695.0,45
09/03/2022,2022,September,Onion,441.41,1460.26,1077.12,24285.0,39
10/03/2022,2022,October,Onion,515.02,1712.15,1258.27,16683.0,26
11/03/2022,2022,November,Onion,1020.21,3337.08,2376.28,30511.0,50
12/03/2022,2022,December,Onion,518.58,2258.69,1526.64,15716.0,34
01/04/2022,2022,January,Onion,686.87,2875.46,2026.73,22747.0,44
02/04/2022,2022,February,Onion,547.98,2629.1,1834.1,30332.0,48
03/04/2022,2022,March,Onion,476.55,1992.98,1386.17,31820.0,49
04/04/2022,2022,April,Onion,399.03,1156.54,837.35,23347.0,40
05/04/2022,2022,May,Onion,384.59,1228.33,812.97,18922.0,40
06/04/2022,2022,June,Onion,363.96,1506.44,947.24,16953.0,28
07/04/2022,2022,July,Onion,418.03,1575.23,1164.92,27819.0,43
08/04/2022,2022,August,Onion,458.14,1483.65,1118.73,34166.0,56
09/04/2022,2022,September,Onion,641.82,1524.52,1124.01,6336.0,17
10/04/2022,2022,October,Onion,497.58,1974.12,1364.58,23246.0,48
11/04/2022,2022,November,Onion,801.87,3261.09,2217.68,24657.0,40
12/04/2022,2022,December,Onion,333.44,1780.0,1098.19,5455.0,15
01/05/2022,2022,January,Onion,608.56,3027.72,2083.05,24189.0,37
02/05/2022,2022,February,Onion,610.39,2696.99,1937.83,25043.0,36
03/05/2022,2022,March,Onion,540.86,2005.53,1495.86,28838.0,40
04/05/2022,2022,April,Onion,389.39,1247.52,850.79,21331.0,42
05/05/2022,2022,May,Onion,356.4,1259.58,830.86,23267.0,45
06/05/2022,2022,June,Onion,434.96,1485.69,981.3,3909.0,12
07/05/2022,2022,July,Onion,425.15,1590.8,1199.04,27389.0,55
08/05/2022,2022,August,Onion,386.01,1445.18,1047.1,32560.0,46
09/05/2022,2022,September,Onion,474.66,1460.18,1078.37,13860.0,25
10/05/2022,2022,October,Onion,505.2,1774.06,1337.43,11699.0,27
11/05/2022,2022,November,Onion,1095.72,3314.09,2286.79,19180.0,35
12/05/2022,2022,December,Onion,386.17,1764.18,1203.98,7724.0,17
01/06/2022,2022,January,Onion,696.0,2769.88,2189.18,19281.0,24
02/06/2022,2022,February,Onion,764.28,2830.76,1902.43,5548.0,24
03/06/2022,2022,March,Onion,551.57,1937.38,1326.0,6902.0,29
04/06/2022,2022,April,Onion,377.21,1201.94,865.24,26285.0,42
05/06/2022,2022,May,Onion,302.9,1265.71,807.81,19746.0,36
06/06/2022,2022,June,Onion,303.3,2369.56,983.42,13897.0,18
07/06/2022,2022,July,Onion,457.04,1593.48,1222.76,24603.0,46
08/06/2022,2022,August,Onion,441.78,1458.62,1066.43,25527.0,38
09/06/2022,2022,September,Onion,343.35,1574.54,1040.58,19590.0,27
10/06/2022,2022,October,Onion,589.32,2035.32,1475.09,18305.0,44
11/06/2022,2022,November,Onion,1003.97,3211.43,2221.23,10372.0,22
12/06/2022,2022,December,Onion,394.06,1798.53,1176.48,9597.0,21
01/07/2022,2022,January,Onion,587.96,2830.03,2002.24,30307.0,46
02/07/2022,2022,February,Onion,719.06,2740.78,2058.42,25160.0,46
03/07/2022,2022,March,Onion,488.33,1813.38,1316.6,38983.0,48
04/07/2022,2022,April,Onion,412.68,1143.02,836.94,28200.0,48
05/07/2022,2022,May,Onion,448.16,1232.46,843.3,10286.0,19
06/07/2022,2022,June,Onion,374.17,1442.91,969.26,26631.0,53
07/07/2022,2022,July,Onion,485.2,1613.71,1231.41,26623.0,54
08/07/2022,2022,August,Onion,522.4,1497.09,1066.32,7360.0,23
09/07/2022,2022,September,Onion,387.2,1485.24,1044.72,32392.0,48
10/07/2022,2022,October,Onion,637.3,2278.49,1598.7,19807.0,41
11/07/2022,2022,November,Onion,765.2,3004.26,2095.38,27281.0,42
12/07/2022,2022,December,Onion,643.25,2189.84,1701.0,9723.0,20
01/08/2022,2022,January,Onion,585.85,2926.37,2055.37,30893.0,36
02/08/2022,2022,February,Onion,662.8,2808.11,2034.9,23052.0,48
03/08/2022,2022,March,Onion,498.72,1829.13,1244.08,33867.0,51
04/08/2022,2022,April,Onion,284.58,1081.22,718.5,21534.0,40
05/08/2022,2022,May,Onion,250.46,1123.56,703.88,4229.0,21
06/08/2022,2022,June,Onion,386.23,1463.05,990.85,19147.0,39
07/08/2022,2022,July,Onion,469.7,1608.29,1197.88,26110.0,46
08/08/2022,2022,August,Onion,422.65,1446.61,1075.46,39615.0,48
09/08/2022,2022,September,Onion,374.41,1446.25,1031.06,29645.0,44
10/08/2022,2022,October,Onion,782.1,2389.26,1750.12,18943.0,27
11/08/2022,2022,November,Onion,741.3,3052.1,1921.63,16184.0,36
12/08/2022,2022,December,Onion,457.76,1745.69,1140.82,20150.0,49
01/09/2022,2022,January,Onion,571.79,3008.3,1927.15,5789.0,22
02/09/2022,2022,February,Onion,698.1,2917.07,2171.85,25764.0,44
03/09/2022,2022,March,Onion,535.31,1831.86,1292.7,26104.0,46
04/09/2022,2022,April,Onion,342.76,1136.6,760.45,15269.0,30
05/09/2022,2022,May,Onion,347.26,1229.36,831.83,35632.0,43
06/09/2022,2022,June,Onion,414.02,1540.61,1035.85,23761.0,49
07/09/2022,2022,July,Onion,490.79,1627.83,1184.5,20889.0,35
08/09/2022,2022,August,Onion,401.9,1445.61,1044.44,18876.0,41
09/09/2022,2022,September,Onion,557.23,1531.66,1082.6,5604.0,20
10/09/2022,2022,October,Onion,771.21,2567.18,1840.79,8403.0,16
11/09/2022,2022,November,Onion,629.12,2792.74,1819.49,24661.0,42
12/09/2022,2022,December,Onion,373.61,1720.6,1135.36,21881.0,46
01/10/2022,2022,January,Onion,641.5,2713.23,2111.92,36745.0,42
02/10/2022,2022,February,Onion,879.59,3116.45,2230.23,27790.0,53
03/10/2022,2022,March,Onion,518.54,1761.49,1264.98,29338.0,50
04/10/2022,2022,April,Onion,289.19,1101.89,729.2,4265.0,21
05/10/2022,2022,May,Onion,337.77,1216.41,806.84,28566.0,45
06/10/2022,2022,June,Onion,414.44,1580.8,1088.68,22499.0,41
07/10/2022,2022,July,Onion,532.95,1710.43,1281.55,6099.0,22
08/10/2022,2022,August,Onion,398.48,1396.79,1074.81,34928.0,43
09/10/2022,2022,September,Onion,334.36,1501.14,990.13,13403.0,25
10/10/2022,2022,October,Onion,758.45,2430.37,1824.5,36092.0,33
11/10/2022,2022,November,Onion,781.48,2768.1,1852.99,23969.0,50
12/10/2022,2022,December,Onion,529.62,2028.28,1429.69,15848.0,35
01/11/2022,2022,January,Onion,705.71,2530.65,1906.2,27230.0,46
02/11/2022,2022,February,Onion,769.95,3142.33,2335.9,23622.0,48
03/11/2022,2022,March,Onion,421.61,1696.71,1195.65,27928.0,49
04/11/2022,2022,April,Onion,346.57,1056.76,718.19,21844.0,43
05/11/2022,2022,May,Onion,370.41,1208.12,812.91,28184.0,39
06/11/2022,2022,June,Onion,421.67,1710.86,1101.41,17124.0,34
07/11/2022,2022,July,Onion,496.37,1608.99,1198.57,24429.0,51
08/11/2022,2022,August,Onion,380.67,1419.18,1023.3,15503.0,31
09/11/2022,2022,September,Onion,713.26,1752.66,1277.5,3538.0,9
10/11/2022,2022,October,Onion,685.2,2513.15,1836.21,12649.0,22
11/11/2022,2022,November,Onion,607.83,2818.81,1844.2,21390.0,42
12/11/2022,2022,December,Onion,466.73,1547.42,1043.45,8140.0,22
01/12/2022,2022,January,Onion,705.2,2458.7,1866.65,23155.0,34
02/12/2022,2022,February,Onion,737.08,3226.3,2332.48,24268.0,36
03/12/2022,2022,March,Onion,585.67,1688.57,1210.24,22928.0,36
04/12/2022,2022,April,Onion,317.38,1090.35,761.7,19462.0,43
05/12/2022,2022,May,Onion,501.14,1164.37,833.7,3516.0,11
06/12/2022,2022,June,Onion,574.96,1786.39,1305.71,7797.0,24
07/12/2022,2022,July,Onion,392.64,1578.7,1150.95,20741.0,46
08/12/2022,2022,August,Onion,353.95,1423.4,1034.93,31316.0,46
09/12/2022,2022,September,Onion,285.97,1494.77,1138.35,7543.0,9
10/12/2022,2022,October,Onion,574.08,2396.86,1743.13,29020.0,45
11/12/2022,2022,November,Onion,476.61,2775.09,1846.98,13762.0,25
12/12/2022,2022,December,Onion,403.1,1630.19,1107.69,22335.0,46
01/01/2023,2023,January,Onion,560.31,2072.78,1369.7,4846.0,19
02/01/2023,2023,February,Onion,384.13,1434.49,1025.4,14326.0,28
03/01/2023,2023,March,Onion,344.65,1066.57,703.5,36681.0,47
04/01/2023,2023,April,Onion,351.97,1020.64,637.5,4654.0,26
05/01/2023,2023,May,Onion,473.19,914.28,706.09,3418.0,15
06/01/2023,2023,June,Onion,256.52,1290.94,736.15,28512.48,56
07/01/2023,2023,July,Onion,411.99,2056.44,1268.58,29548.49,43
08/01/2023,2023,August,Onion,423.82,1880.27,1275.48,36658.23,67
09/01/2023,2023,September,Onion,635.63,2567.78,1903.02,23962.0,48
10/01/2023,2023,October,Onion,840.83,2637.11,1852.24,10642.0,19
11/01/2023,2023,November,Onion,1504.54,5138.61,3778.61,16823.44,35
01/02/2023,2023,January,Onion,589.64,1800.96,1374.22,14544.0,26
02/02/2023,2023,February,Onion,443.46,1408.54,1044.97,43563.0,51
03/02/2023,2023,March,Onion,316.45,1086.33,708.45,36748.0,53
04/02/2023,2023,April,Onion,346.61,928.48,655.0,2658.0,22
05/02/2023,2023,May,Onion,261.58,1045.88,651.12,31898.53,50
06/02/2023,2023,June,Onion,236.51,1287.05,747.69,26752.88,45
07/02/2023,2023,July,Onion,550.55,1922.69,1330.84,12441.0,26
08/02/2023,2023,August,Onion,403.72,1805.8,1305.42,40038.57,62
09/02/2023,2023,September,Onion,608.41,2540.52,1876.9,20443.0,42
10/02/2023,2023,October,Onion,558.38,2696.89,2001.29,19049.0,24
11/02/2023,2023,November,Onion,1566.99,5309.38,3823.32,17303.9,40
12/02/2023,2023,December,Onion,2165.06,4365.61,3576.53,2255.0,12
01/03/2023,2023,January,Onion,591.83,1745.66,1321.98,17471.0,31
02/03/2023,2023,February,Onion,386.4,1419.51,1031.1,37617.0,50
03/03/2023,2023,March,Onion,289.77,1109.58,736.77,33646.0,49
04/03/2023,2023,April,Onion,323.2,1130.28,701.85,9081.0,28
05/03/2023,2023,May,Onion,253.53,1091.86,687.18,28462.59,43
06/03/2023,2023,June,Onion,260.19,1347.72,768.51,18933.0,41
07/03/2023,2023,July,Onion,355.53,1979.59,1272.64,54380.63,51
08/03/2023,2023,August,Onion,454.46,1904.95,1344.91,38366.81,65
09/03/2023,2023,September,Onion,908.44,2527.65,1856.44,8937.15,25
10/03/2023,2023,October,Onion,821.6,2693.81,1994.1,19564.27,46
11/03/2023,2023,November,Onion,1190.57,4709.36,3403.57,19505.2,45
12/03/2023,2023,December,Onion,1036.01,4449.79,3266.9,1430.0,9
01/04/2023,2023,January,Onion,537.74,1907.89,1416.77,26407.0,38
02/04/2023,2023,February,Onion,472.88,1383.8,1007.06,30658.0,41
03/04/2023,2023,March,Onion,317.91,1170.53,735.05,29500.0,40
04/04/2023,2023,April,Onion,427.72,1043.56,761.61,5178.0,28
05/04/2023,2023,May,Onion,308.6,1116.86,715.69,31486.98,51
06/04/2023,2023,June,Onion,401.39,1230.56,838.89,8154.0,29
07/04/2023,2023,July,Onion,437.28,1883.28,1297.49,47696.91,58
08/04/2023,2023,August,Onion,527.92,2144.31,1576.85,40172.42,56
09/04/2023,2023,September,Onion,602.18,2572.09,1861.14,28888.08,41
10/04/2023,2023,October,Onion,673.85,2699.35,1996.8,27606.97,49
11/04/2023,2023,November,Onion,1103.96,4742.36,3287.7,9056.0,24
12/04/2023,2023,December,Onion,1133.32,4506.38,3430.2,24529.0,46
01/05/2023,2023,January,Onion,310.19,1611.31,1262.29,6495.0,12
02/05/2023,2023,February,Onion,531.8,1404.37,1037.4,7372.0,26
03/05/2023,2023,March,Onion,476.27,1282.74,903.56,4824.0,20
04/05/2023,2023,April,Onion,316.03,1052.03,681.37,17672.0,37
05/05/2023,2023,May,Onion,268.39,1207.14,731.07,18873.94,33
06/05/2023,2023,June,Onion,261.6,1412.81,841.25,32321.68,49
07/05/2023,2023,July,Onion,409.08,1929.08,1290.74,49247.67,58
08/05/2023,2023,August,Onion,449.95,1995.35,1411.95,28196.65,46
09/05/2023,2023,September,Onion,672.45,2575.99,1952.86,29545.08,51
10/05/2023,2023,October,Onion,841.05,2594.32,1978.96,32521.8,47
12/05/2023,2023,December,Onion,1137.08,4515.65,3302.25,21502.0,49
01/06/2023,2023,January,Onion,490.0,1640.58,1223.45,12695.0,20
02/06/2023,2023,February,Onion,417.28,1397.84,1021.72,37683.0,46
03/06/2023,2023,March,Onion,320.5,1222.77,743.47,27712.0,39
04/06/2023,2023,April,Onion,306.23,1031.44,622.27,17959.0,43
05/06/2023,2023,May,Onion,299.39,1176.8,697.03,30328.0,38
06/06/2023,2023,June,Onion,300.26,1419.47,854.75,31242.56,50
07/06/2023,2023,July,Onion,412.79,1894.02,1258.08,46858.57,62
08/06/2023,2023,August,Onion,574.67,2047.72,1428.27,11403.51,29
09/06/2023,2023,September,Onion,680.94,2553.79,1922.75,20016.82,41
10/06/2023,2023,October,Onion,715.74,2676.81,1956.38,31714.05,48
11/06/2023,2023,November,Onion,1090.42,4338.1,3271.02,23462.87,50
12/06/2023,2023,December,Onion,1383.74,4405.08,3466.1,19291.0,45
01/07/2023,2023,January,Onion,482.66,1910.46,1384.56,26816.0,31
02/07/2023,2023,February,Onion,400.66,1422.95,1018.63,32146.0,51
03/07/2023,2023,March,Onion,587.69,1296.65,941.95,11826.0,24
04/07/2023,2023,April,Onion,265.77,1052.19,624.65,14385.0,34
05/07/2023,2023,May,Onion,330.26,1021.4,707.1,11549.0,31
06/07/2023,2023,June,Onion,278.03,1362.59,850.34,33111.31,46
07/07/2023,2023,July,Onion,373.0,1939.95,1245.0,50519.61,53
08/07/2023,2023,August,Onion,575.66,2170.31,1625.24,34687.66,55
09/07/2023,2023,September,Onion,504.25,2437.95,1901.15,10316.82,19
10/07/2023,2023,October,Onion,678.23,2794.4,2062.07,26614.89,44
11/07/2023,2023,November,Onion,1210.61,4546.91,3323.88,20822.64,47
12/07/2023,2023,December,Onion,1066.44,4568.72,3216.93,29380.0,55
01/08/2023,2023,January,Onion,546.85,1873.62,1267.92,6726.0,12
02/08/2023,2023,February,Onion,377.08,1388.43,990.7,35641.0,45
03/08/2023,2023,March,Onion,291.23,1196.78,787.33,31594.0,44
04/08/2023,2023,April,Onion,296.06,1012.55,634.77,18698.0,43
05/08/2023,2023,May,Onion,248.76,1156.67,691.4,48363.7,49
06/08/2023,2023,June,Onion,302.19,1403.77,835.43,29800.77,50
07/08/2023,2023,July,Onion,374.18,1916.55,1208.68,38476.56,46
