Date,Total_Arrivals_MT,Weighted_Min_Price,Weighted_Max_Price,Weighted_Modal_Price,Markets_Reported
2021-07-13,3.03,5966.34,7947.52,6957.43,2
2021-07-14,3.03,6659.41,8640.59,7650.5,2
2021-07-15,2.03,6688.67,6887.19,6788.67,2
2021-07-16,3.03,5768.32,5967.33,5868.32,2
2021-07-17,3.03,5669.31,7650.5,6660.4,2
2021-07-19,3.03,6659.41,8640.59,7650.5,2
2021-07-20,6.03,6630.35,8620.9,7625.87,2
2021-07-21,0.03,12700.0,12800.0,12800.0,1
2021-07-22,5.03,6636.38,8625.05,7631.01,2
2021-07-23,3.03,6660.4,8641.58,7651.49,2
2021-07-24,3.03,5867.33,7848.51,6858.42,2
2021-07-25,3.0,6600.0,8600.0,7600.0,1
2021-07-26,2.03,5901.97,7873.89,6888.67,2
2021-07-27,3.03,5868.32,7849.5,6859.41,2
2021-07-28,3.04,6682.89,8657.89,7671.05,2
2021-07-29,2.04,6919.61,9862.75,7901.96,2
2021-07-30,2.04,6727.45,8690.2,7709.8,2
2021-07-31,3.0,5700.0,5900.0,5800.0,1
2021-08-02,5.03,5942.94,7931.61,6937.57,2
2021-08-03,5.04,6850.0,8834.92,7842.86,2
2021-08-04,2.04,6919.61,8882.35,7901.96,2
2021-08-05,2.04,6723.53,8686.27,7705.88,2
2021-08-06,0.04,12900.0,13000.0,13000.0,1
2021-08-07,0.04,12900.0,13000.0,13000.0,1
2021-08-09,2.03,6888.67,8860.59,7875.37,2
2021-08-10,3.03,6958.42,8048.51,7949.5,2
2021-08-11,3.04,6875.0,8850.0,7863.16,2
2021-08-12,3.04,5990.79,7965.79,6978.95,2
2021-08-13,2.04,7017.65,8980.39,8000.0,2
2021-08-14,2.04,6727.45,8690.2,7709.8,2
2021-08-16,2.04,6041.18,8003.92,7023.53,2
2021-08-17,0.04,13100.0,13200.0,13200.0,1
2021-08-18,0.05,13100.0,13200.0,13200.0,1
2021-08-19,0.06,13100.0,13200.0,13200.0,1
2021-08-20,0.05,13100.0,13200.0,13200.0,1
2021-08-21,2.05,6953.66,8907.32,7931.71,2
2021-08-22,1.0,6600.0,8600.0,7600.0,1
2021-08-23,0.04,13000.0,13100.0,13100.0,1
2021-08-24,2.05,6756.1,8709.76,7734.15,2
2021-08-25,2.06,6789.32,8733.98,7763.11,2
2021-08-26,3.06,6727.45,8690.2,7709.8,2
2021-08-27,0.06,13100.0,13200.0,13200.0,1
2021-08-28,1.0,6600.0,8600.0,7600.0,1
2021-08-29,2.0,6600.0,8600.0,7600.0,1
2021-08-30,5.0,6800.0,8800.0,7800.0,1
2021-08-31,2.04,6923.53,8886.27,7905.88,2
2021-09-01,2.03,6696.06,8667.98,7682.76,2
2021-09-02,3.04,6685.53,8660.53,7673.68,2
2021-09-03,3.24,7013.58,8286.42,7669.14,3
2021-09-04,3.0,6600.0,8600.0,7600.0,1
2021-09-06,2.0,6600.0,8600.0,7600.0,1
2021-09-07,2.04,6727.45,8690.2,7709.8,2
2021-09-08,1.04,6850.0,8776.92,7815.38,2
2021-09-09,3.14,6708.28,8623.57,7666.56,3
2021-09-10,3.24,6730.86,8590.12,7661.11,3
2021-09-11,0.29,8200.0,8300.0,8256.9,2
2021-09-12,0.15,7400.0,7500.0,7450.0,1
2021-09-13,2.24,6798.21,8594.64,7697.32,3
2021-09-14,3.35,6779.1,8580.6,7680.6,3
2021-09-15,3.76,7032.45,8648.4,7841.22,3
2021-09-16,3.75,6856.0,8476.0,7666.67,3
2021-09-17,2.75,6949.09,8430.91,7690.91,3
2021-09-18,2.63,7032.7,8577.57,7805.7,3
2021-09-19,2.2,6681.82,8509.09,7595.45,2
2021-09-20,3.75,6858.67,8478.67,7669.33,3
2021-09-21,3.55,6822.54,8528.17,7676.06,3
2021-09-22,3.46,6821.97,8569.36,7696.53,3
2021-09-23,3.85,6896.1,8476.62,7687.01,3
2021-09-24,3.76,7852.13,9468.09,8660.9,3
2021-09-25,30.36,6623.32,8600.79,7612.15,3
2021-09-26,3.0,6800.0,8800.0,7800.0,1
2021-09-27,0.04,13400.0,13500.0,13500.0,1
2021-09-28,3.29,6363.53,8196.05,7280.4,3
2021-09-29,6.07,6757.83,8735.91,7747.28,3
2021-09-30,2.33,6987.98,8718.88,7854.08,3
2021-10-01,2.24,7076.79,8873.21,7975.89,3
2021-10-02,3.24,6929.63,8788.89,7859.88,3
2021-10-04,3.23,6909.91,8774.61,7842.72,3
2021-10-05,3.24,6738.27,8597.53,7668.52,3
2021-10-06,1.2,7170.83,7354.17,7264.58,3
2021-10-07,1.16,7096.55,8834.48,7967.24,3
2021-10-08,3.24,6738.27,8597.53,7668.52,3
2021-10-09,2.21,6979.19,7984.16,7889.82,3
2021-10-10,1.0,6600.0,8600.0,7600.0,1
2021-10-11,5.25,6891.43,8800.95,7846.67,3
2021-10-12,2.19,6971.69,8806.85,7890.18,3
2021-10-13,5.25,6986.67,8896.19,7941.9,3
2021-10-14,3.25,6744.62,8598.46,7672.31,3
2021-10-15,3.25,6935.38,8789.23,7863.08,3
2021-10-16,3.19,6908.46,8795.3,7852.51,3
2021-10-17,3.0,6600.0,8600.0,7600.0,1
2021-10-18,3.16,6900.0,8803.8,7852.53,3
2021-10-19,3.05,7886.89,8085.25,7986.89,2
2021-10-20,3.5,6782.86,8511.43,7647.86,3
2021-10-21,3.21,7871.03,9746.73,8809.81,3
2021-10-22,2.24,7930.36,9726.79,8829.46,3
2021-10-23,3.16,6894.94,8798.73,7847.47,3
2021-10-25,3.25,7660.0,9513.85,8587.69,3
2021-10-27,3.15,7674.6,9584.13,8630.16,3
2021-10-28,3.27,6967.58,8810.7,7890.21,3
2021-10-29,3.25,6935.38,8789.23,7863.08,3
2021-10-30,3.34,6921.56,8728.14,7825.45,3
2021-11-01,3.16,7853.16,9756.96,8805.7,3
2021-11-02,3.25,6744.62,8598.46,7672.31,3
2021-11-03,3.21,6949.53,8825.23,7888.32,3
2021-11-04,3.2,6735.94,8617.19,7677.34,3
2021-11-05,3.2,6928.12,8809.38,7869.53,3
2021-11-06,0.24,8366.67,8466.67,8425.0,2
2021-11-07,3.0,6600.0,8600.0,7600.0,1
2021-11-08,3.25,7029.23,8883.08,7956.92,3
2021-11-09,2.24,7058.93,8855.36,7958.04,3
2021-11-10,2.3,7850.43,9602.61,8727.39,3
2021-11-11,3.24,7658.02,9517.28,8588.27,3
2021-11-12,3.25,7860.0,9713.85,8787.69,3
2021-11-13,0.2,7400.0,7500.0,7450.0,1
2021-11-15,3.25,7860.0,9713.85,8787.69,3
2021-11-16,3.59,8149.58,9826.18,8988.44,4
2021-11-17,3.42,7837.13,9603.8,8721.2,3
2021-11-18,2.26,6851.33,8632.74,7743.36,3
2021-11-19,3.26,7602.45,9450.92,8527.61,3
2021-11-20,3.26,7878.53,8070.55,7975.46,3
2021-11-22,0.24,8400.0,8500.0,8458.33,2
2021-11-23,2.34,6989.74,8713.68,7852.56,3
2021-11-24,6.44,6878.26,8748.45,7813.66,3
2021-11-25,2.46,6917.07,8561.79,7740.65,3
2021-11-26,2.46,7079.67,8724.39,7903.25,3
2021-11-27,2.35,7034.04,8751.06,7893.62,3
2021-11-28,1.0,6600.0,8600.0,7600.0,1
2021-11-29,1.46,7134.25,8535.62,7836.99,3
2021-11-30,3.45,6979.71,8731.88,7856.52,3
2021-12-01,2.46,7082.11,8726.83,7905.69,3
2021-12-02,2.81,7089.68,8541.99,7816.9,3
2021-12-03,2.64,7086.36,8625.76,7856.82,3
2021-12-04,2.29,7881.22,9640.61,8761.79,3
2021-12-06,3.34,7852.69,8850.9,7948.2,3
2021-12-07,3.76,7856.91,9472.87,8665.69,3
2021-12-08,5.86,6310.92,8032.08,7172.01,3
2021-12-09,3.64,7026.37,8692.31,7859.89,3
2021-12-10,8.64,16594.44,17203.7,16968.75,4
2021-12-11,3.52,7856.82,9576.14,8717.05,3
2021-12-13,3.49,6998.57,8731.81,7865.76,3
2021-12-14,2.64,7022.73,8562.12,7793.18,3
2021-12-15,3.61,6958.73,8637.67,7798.75,3
2021-12-16,3.34,6931.14,8737.72,7835.03,3
2021-12-17,3.4,6937.65,8714.12,7826.47,3
2021-12-18,3.36,6807.14,6996.43,6902.68,3
2021-12-20,3.64,7061.54,8727.47,7895.05,3
2021-12-21,3.04,7093.42,8443.42,7769.08,3
2021-12-22,4.0,6975.0,8500.0,7737.5,2
2021-12-23,3.07,7915.64,9253.42,8585.67,3
2021-12-24,5.86,7012.29,8733.45,7873.38,3
2021-12-25,5.06,7678.26,9655.73,8667.59,2
2021-12-26,0.06,14200.0,14300.0,14300.0,1
2021-12-27,3.05,8791.8,8990.16,8891.8,2
2021-12-28,4.07,7200.98,8701.47,7952.09,3
2021-12-29,3.07,7331.6,8669.38,8001.63,3
2021-12-30,4.5,6366.67,7733.33,7050.0,2
2021-12-31,6.0,6833.33,8516.67,7675.0,2
2022-01-01,7.07,7059.12,8771.57,7915.84,3
2022-01-03,7.06,7048.73,8763.46,7906.52,3
2022-01-04,7.26,7365.56,9028.93,8197.66,4
2022-01-05,5.68,6900.0,8672.54,7786.97,3
2022-01-06,5.67,7064.37,8839.86,7952.73,3
2022-01-07,3.79,7259.89,8863.85,8063.06,3
2022-01-08,0.6,8300.0,8400.0,8350.0,1
2022-01-10,2.67,7316.48,8839.7,8079.4,3
2022-01-11,4.09,7311.74,8805.38,8059.66,3
2022-01-12,3.89,7266.07,8831.36,8049.87,3
2022-01-13,3.13,7407.35,8721.41,8066.45,3
2022-01-14,4.66,7479.4,8802.58,8142.7,3
2022-01-15,3.96,7197.98,8737.37,7969.7,3
2022-01-16,2.0,6800.0,8800.0,7800.0,1
2022-01-17,4.86,7072.84,8736.63,7906.38,3
2022-01-18,1.8,8077.78,9233.33,8661.11,3
2022-01-19,5.23,7593.12,8782.98,8190.25,3
2022-01-20,4.25,7523.53,8964.71,8247.06,3
2022-01-21,4.75,7573.68,8873.68,8226.32,3
2022-01-22,4.28,7460.75,8892.52,8179.91,3
2022-01-24,16.18,7002.1,8863.54,7933.68,3
2022-01-25,4.25,7388.24,8829.41,8111.76,3
2022-01-26,3.75,7720.0,8833.33,8280.0,3
2022-01-27,3.28,8324.39,9582.93,8957.93,3
2022-01-28,8.7,7118.39,8965.52,8043.68,3
2022-01-29,3.6,7016.67,8700.0,7858.33,2
2022-01-31,5.38,7143.87,9009.67,8080.3,2
2022-02-01,4.4,7640.91,9036.36,8343.18,3
2022-02-02,4.9,7810.2,9073.47,8445.92,3
2022-02-03,6.45,7524.81,9097.67,8314.73,3
2022-02-04,7.3,7445.21,9139.73,8295.89,3
2022-02-05,4.55,7531.87,9269.23,8587.91,3
2022-02-07,6.4,8209.38,9818.75,9018.75,3
2022-02-08,4.55,8030.77,9403.3,8724.18,3
2022-02-09,3.5,9254.29,9845.71,9560.0,3
2022-02-10,5.0,8000.0,8600.0,8300.0,1
2022-02-11,5.6,8416.07,9858.04,9143.75,3
2022-02-14,15.6,8534.62,8730.77,8634.62,2
2022-02-15,5.15,9186.41,9373.79,9286.41,3
2022-02-16,16.1,8773.29,8968.94,8873.29,3
2022-02-17,4.1,9765.85,9946.34,9865.85,3
2022-02-18,17.4,8908.62,9103.45,9008.62,3
2022-02-19,16.25,8887.69,9083.08,8987.69,3
2022-02-21,12.75,9017.65,9211.76,9117.65,2
2022-02-22,17.4,8975.86,9171.26,9075.86,3
2022-02-23,5.4,9766.67,9950.0,9866.67,3
2022-02-24,5.3,9752.83,9937.74,9852.83,3
2022-02-25,4.65,10125.81,10306.45,10226.13,3
2022-02-26,8.2,9492.68,9681.71,9592.68,3
2022-02-27,0.5,8500.0,8700.0,8600.0,1
2022-02-28,22.4,8996.43,9192.41,9096.43,3
2022-03-02,26.7,8747.19,8944.19,8847.19,3
2022-03-03,17.4,8868.97,9062.07,8968.97,3
2022-03-04,16.9,8295.27,8482.84,8395.27,3
2022-03-05,20.7,8300.0,8403.38,8400.0,2
2022-03-07,25.2,8244.44,8369.05,8344.44,3
2022-03-08,27.0,8248.15,8374.07,8348.15,3
2022-03-09,33.7,8243.62,8387.24,8343.62,3
2022-03-10,22.2,8236.49,8353.15,8336.49,3
2022-03-11,34.0,8332.35,8476.47,8432.35,2
2022-03-12,6.7,8589.55,8789.55,8689.55,2
2022-03-14,22.7,8344.49,8453.3,8442.95,3
2022-03-15,26.3,8359.32,8479.47,8459.32,3
2022-03-16,22.4,8357.14,8472.32,8457.14,3
2022-03-17,23.75,8390.53,8514.74,8490.53,3
2022-03-18,20.8,8355.77,8469.23,8455.77,3
2022-03-19,34.7,8494.81,8644.38,8594.81,3
2022-03-21,23.0,8465.22,8586.96,8565.22,2
2022-03-22,21.2,8463.21,8580.66,8563.21,3
2022-03-23,20.7,8435.75,8548.79,8535.75,3
2022-03-24,21.0,8461.9,8578.57,8561.9,3
2022-03-25,20.6,8465.53,8583.01,8565.53,3
2022-03-26,24.2,8483.06,8610.74,8583.06,3
2022-03-27,0.6,8600.0,8800.0,8700.0,1
2022-03-28,2.2,8690.91,8890.91,8790.91,2
2022-03-29,2.0,8700.0,8900.0,8800.0,1
2022-03-30,23.0,8465.22,8586.96,8565.22,2
2022-03-31,22.5,8466.67,8588.89,8566.67,2
2022-04-01,16.1,9452.8,9639.75,9551.24,3
2022-04-02,3.45,8613.04,8800.0,8706.52,2
2022-04-03,1.7,15400.0,15500.0,15500.0,1
2022-04-04,5.6,10667.86,10821.43,10758.93,3
2022-04-05,17.4,9417.24,9603.45,9514.37,3
2022-04-06,5.4,10511.11,10666.67,10601.85,3
2022-04-07,5.5,10654.55,10809.09,10745.45,3
2022-04-08,5.6,9332.14,9485.71,9423.21,3
2022-04-09,7.6,10363.16,10528.95,10456.58,3
2022-04-10,6.0,8900.0,9100.0,9000.0,1
2022-04-11,22.6,9388.5,9576.99,9486.28,3
2022-04-12,10.7,10071.03,10245.79,10166.36,3
2022-04-13,6.6,10548.48,10693.94,10633.33,3
2022-04-14,2.6,13084.62,13184.62,13165.38,2
2022-04-15,3.0,8800.0,9000.0,8900.0,1
2022-04-16,7.9,10129.11,10305.06,10226.58,3
2022-04-17,1.5,15800.0,15900.0,15900.0,1
2022-04-18,7.0,10228.57,10400.0,10324.29,3
2022-04-19,5.0,11060.0,11220.0,11155.0,3
2022-04-20,8.3,10393.98,10566.27,10489.76,3
2022-04-21,8.25,10551.52,10724.24,10648.48,3
2022-04-22,8.3,10496.39,10668.67,10593.37,3
2022-04-23,7.75,10570.97,10735.48,10664.52,3
2022-04-25,17.6,9727.27,9912.5,9824.43,3
2022-04-26,5.1,11066.67,11225.49,11159.8,3
2022-04-27,5.3,11124.53,11337.74,11273.58,3
2022-04-28,3.5,12114.29,12214.29,12185.71,2
2022-04-29,2.5,13280.0,13380.0,13360.0,2
2022-04-30,1.0,9200.0,9300.0,9250.0,1
2022-05-02,2.9,12482.76,12582.76,12556.9,2
2022-05-03,6.4,10687.5,10865.62,10787.5,2
2022-05-04,7.2,10566.67,10736.11,10661.81,3
2022-05-05,7.25,10558.62,10727.59,10653.45,3
2022-05-06,6.85,10385.4,10558.39,10481.02,3
2022-05-09,14.0,9500.0,9700.0,9600.0,1
2022-05-10,7.0,10762.86,10934.29,10857.86,3
2022-05-11,7.55,10717.88,10897.35,10815.89,3
2022-05-12,6.48,10773.46,10950.62,10871.3,3
2022-05-13,7.5,10790.67,10970.67,10889.33,3
2022-05-14,1.6,15168.75,15268.75,15259.38,2
2022-05-15,3.0,9500.0,9700.0,9600.0,1
2022-05-16,1.45,14834.48,14934.48,14922.41,2
2022-05-17,21.4,9954.67,10148.13,10053.97,3
2022-05-18,4.6,11556.52,11721.74,11653.26,3
2022-05-19,16.65,10197.3,10387.39,10295.95,3
2022-05-20,19.55,9915.35,10107.42,10014.19,3
2022-05-21,1.4,14264.29,14364.29,14346.43,2
2022-05-22,5.0,9600.0,9800.0,9700.0,1
2022-05-23,1.2,14433.33,14533.33,14516.67,2
2022-05-24,6.3,10734.92,10971.43,10860.32,3
2022-05-25,1.5,14200.0,14600.0,14433.33,2
2022-05-26,1.65,14672.73,15018.18,14881.82,2
2022-05-27,1.8,14705.56,15055.56,14916.67,2
2022-05-28,2.25,13833.33,13933.33,13911.11,2
2022-05-30,22.25,10207.87,10397.75,10305.62,3
2022-05-31,7.8,11064.1,11287.18,11184.62,3
2022-06-01,5.65,11601.77,11812.39,11719.47,3
2022-06-02,3.6,12458.33,12688.89,12591.67,3
2022-06-03,1.6,16012.5,16112.5,16103.12,2
2022-06-04,1.65,15830.3,15930.3,15919.7,2
2022-06-06,1.65,15363.64,15681.82,15560.61,2
2022-06-07,1.6,14250.0,14687.5,14500.0,2
2022-06-08,1.85,14864.86,14964.86,14947.3,2
2022-06-09,1.9,15200.0,15300.0,15284.21,2
2022-06-10,1.9,15200.0,15300.0,15284.21,2
2022-06-11,0.6,10000.0,10100.0,10050.0,1
2022-06-13,2.0,14940.0,15040.0,15022.5,2
2022-06-14,1.9,15710.53,16000.0,15894.74,2
2022-06-15,1.9,14884.21,15268.42,15110.53,2
2022-06-16,1.25,17400.0,17500.0,17500.0,1
2022-06-17,1.75,15000.0,15357.14,15214.29,2
2022-06-18,1.7,14435.29,14852.94,14676.47,2
2022-06-20,1.55,14961.29,15322.58,15177.42,2
2022-06-21,1.67,15694.61,15994.01,15883.23,2
2022-06-22,1.65,15775.76,16066.67,15960.61,2
2022-06-23,1.8,15533.33,15833.33,15722.22,2
2022-06-24,1.65,15363.64,15681.82,15560.61,2
2022-06-25,1.5,15233.33,15573.33,15440.0,2
2022-06-27,1.5,15233.33,15573.33,15440.0,2
2022-06-28,1.4,15000.0,15357.14,15214.29,2
2022-06-29,1.4,15814.29,15935.71,15914.29,2
2022-06-30,1.3,15692.31,15815.38,15792.31,2
2022-07-01,0.4,10000.0,10200.0,10100.0,1
2022-07-04,1.42,16098.59,16338.03,16260.56,2
