Date,Year,Month,Commodity,Weighted_Min_Price,Weighted_Max_Price,Weighted_Modal_Price,Total_Arrivals_MT,Markets_Reported
2021-02-04,2021,February,Turmeric,5367.24,9091.38,7274.14,87.0,3
2021-02-05,2021,February,Turmeric,6213.32,9166.44,7540.19,184.0,5
2021-02-06,2021,February,Turmeric,5067.07,13729.39,9398.23,99.0,2
2021-02-08,2021,February,Turmeric,5775.35,10018.61,7542.08,226.0,3
2021-02-09,2021,February,Turmeric,6024.17,11854.28,9194.98,258.0,4
2021-02-10,2021,February,Turmeric,6566.47,11303.27,8853.77,405.0,7
2021-02-11,2021,February,Turmeric,5968.03,10011.74,7790.91,66.0,4
2021-02-12,2021,February,Turmeric,6624.14,12919.17,9862.63,569.0,5
2021-02-13,2021,February,Turmeric,6542.78,15428.7,10971.48,561.0,2
2021-02-15,2021,February,Turmeric,6416.48,13576.9,10063.53,751.0,6
2021-02-16,2021,February,Turmeric,6500.91,15707.13,11101.47,890.0,5
2021-02-17,2021,February,Turmeric,6535.82,14469.9,10523.11,810.0,6
2021-02-18,2021,February,Turmeric,6542.85,12912.05,9689.68,473.0,6
2021-02-20,2021,February,Turmeric,6520.26,14787.94,10648.99,543.0,3
2021-02-22,2021,February,Turmeric,6569.94,12129.89,9349.54,832.0,6
2021-02-23,2021,February,Turmeric,6987.1,20567.73,13797.74,4110.0,4
2021-02-24,2021,February,Turmeric,7048.26,23284.9,15191.84,1694.0,5
2021-02-25,2021,February,Turmeric,7447.68,24333.15,15897.24,1605.0,4
2021-02-26,2021,February,Turmeric,7508.71,18579.09,13049.71,1033.0,2
2021-02-27,2021,February,Turmeric,7489.39,19886.92,13683.02,2485.0,4
2021-03-01,2021,March,Turmeric,7472.7,20651.01,14086.01,1784.0,4
2021-03-02,2021,March,Turmeric,7510.14,29675.94,18604.72,5521.0,3
2021-03-03,2021,March,Turmeric,7982.81,24698.32,16350.22,3782.0,4
2021-03-04,2021,March,Turmeric,7998.03,17137.76,12574.13,4685.0,6
2021-03-05,2021,March,Turmeric,7991.44,17174.62,12601.57,2964.0,5
2021-03-06,2021,March,Turmeric,8003.8,18088.21,13049.81,4995.0,2
2021-03-08,2021,March,Turmeric,7655.88,22957.84,15290.89,3253.0,5
2021-03-09,2021,March,Turmeric,7661.41,17339.69,12515.52,5128.0,7
2021-03-10,2021,March,Turmeric,7772.43,20521.94,14167.26,3793.0,5
2021-03-12,2021,March,Turmeric,7595.83,16863.11,12230.16,5802.0,4
2021-03-13,2021,March,Turmeric,8741.55,14157.92,12283.57,60.0,3
2021-03-15,2021,March,Turmeric,7998.93,25128.84,16564.71,4377.0,5
2021-03-16,2021,March,Turmeric,7806.31,20757.72,14299.61,6173.0,3
2021-03-17,2021,March,Turmeric,7225.0,8900.0,8400.0,52.0,1
2021-03-18,2021,March,Turmeric,6536.3,9613.0,8525.9,50.0,2
2021-03-20,2021,March,Turmeric,8806.45,14496.77,12580.65,31.0,2
2021-03-22,2021,March,Turmeric,7047.74,11711.0,9370.66,3909.0,6
2021-03-23,2021,March,Turmeric,6953.63,16760.43,11877.89,3468.0,8
2021-03-24,2021,March,Turmeric,7021.02,14368.27,10698.81,5217.0,7
2021-03-25,2021,March,Turmeric,7014.13,13929.65,10475.29,3556.0,4
2021-03-26,2021,March,Turmeric,7027.16,13189.14,10109.31,5640.0,5
2021-03-27,2021,March,Turmeric,7885.07,11719.93,10135.0,70.0,3
2021-03-30,2021,March,Turmeric,5007.0,7177.0,6092.0,1.0,1
2021-03-31,2021,March,Turmeric,8881.94,14569.56,12670.17,18.0,2
2021-04-01,2021,April,Turmeric,8325.0,12875.0,11350.0,12.0,2
2021-04-02,2021,April,Turmeric,8336.55,13884.15,11960.35,20.0,2
2021-04-03,2021,April,Turmeric,7070.72,11603.26,9374.28,724.0,3
2021-04-05,2021,April,Turmeric,7238.2,8271.43,7720.06,507.0,8
2021-04-06,2021,April,Turmeric,7018.73,14042.35,10540.37,2815.0,7
2021-04-07,2021,April,Turmeric,7008.57,13877.13,10455.37,4465.0,9
2021-04-08,2021,April,Turmeric,6943.64,14876.73,10938.85,2348.0,8
2021-04-09,2021,April,Turmeric,7053.06,12349.84,9710.96,2861.0,8
2021-04-10,2021,April,Turmeric,9000.0,15000.0,13000.0,30.0,1
2021-04-12,2021,April,Turmeric,7137.14,8222.08,7754.55,770.0,7
2021-04-13,2021,April,Turmeric,6917.37,8974.05,8053.66,380.0,5
2021-04-14,2021,April,Turmeric,5500.0,7825.0,6630.0,15.0,3
2021-04-15,2021,April,Turmeric,6976.1,14393.91,10706.33,3191.0,9
2021-04-16,2021,April,Turmeric,7012.6,12313.9,9645.56,5014.0,9
2021-04-17,2021,April,Turmeric,7383.93,10600.0,9376.79,56.0,4
2021-04-19,2021,April,Turmeric,6488.62,8015.98,7100.03,353.0,6
2021-04-20,2021,April,Turmeric,6979.89,13675.33,10335.92,1440.0,5
2021-04-21,2021,April,Turmeric,6125.58,7904.65,6878.42,43.0,3
2021-04-22,2021,April,Turmeric,6981.92,12536.14,9761.08,1944.0,3
2021-04-23,2021,April,Turmeric,6949.87,13351.99,10153.48,785.0,3
2021-04-24,2021,April,Turmeric,6500.0,7500.0,7200.0,4.0,1
2021-04-26,2021,April,Turmeric,6900.0,11224.0,9062.0,850.0,2
2021-04-27,2021,April,Turmeric,6504.41,10784.53,8649.17,2723.0,4
2021-04-28,2021,April,Turmeric,6083.17,9358.5,7721.92,462.0,4
2021-04-29,2021,April,Turmeric,5975.48,12422.02,9200.46,1754.0,3
2021-04-30,2021,April,Turmeric,5991.5,11604.69,8811.48,671.0,3
2021-05-01,2021,May,Turmeric,6300.0,7900.0,6700.0,88.0,1
2021-05-02,2021,May,Turmeric,6700.0,6900.0,6800.0,24.0,1
2021-05-03,2021,May,Turmeric,6535.45,7585.07,6966.9,536.0,8
2021-05-04,2021,May,Turmeric,6300.05,7351.43,6889.21,330.0,4
2021-05-05,2021,May,Turmeric,6537.65,7580.15,7038.77,486.0,6
2021-05-06,2021,May,Turmeric,6355.45,7706.88,6888.86,211.0,5
2021-05-07,2021,May,Turmeric,6703.05,7465.31,7072.05,610.0,6
2021-05-08,2021,May,Turmeric,6486.0,7758.3,6941.06,175.0,5
2021-05-09,2021,May,Turmeric,6700.0,6900.0,6800.0,9.0,1
2021-05-10,2021,May,Turmeric,6195.11,7232.58,6818.52,696.0,7
2021-05-11,2021,May,Turmeric,6072.0,7624.36,6900.73,275.0,6
2021-05-12,2021,May,Turmeric,6215.03,7785.24,7000.74,680.0,8
2021-05-13,2021,May,Turmeric,5982.66,7407.35,7079.51,530.0,7
2021-05-14,2021,May,Turmeric,5783.33,7591.67,6691.67,12.0,3
2021-05-15,2021,May,Turmeric,9000.0,15000.0,13000.0,2.0,1
2021-05-16,2021,May,Turmeric,6623.81,6938.1,6780.95,21.0,2
2021-05-17,2021,May,Turmeric,6354.43,7641.28,7048.85,1133.0,11
2021-05-18,2021,May,Turmeric,6556.66,7731.46,7259.81,767.0,8
2021-05-19,2021,May,Turmeric,6063.27,7895.63,6982.88,733.0,9
2021-05-20,2021,May,Turmeric,5854.74,8220.03,7097.76,437.0,7
2021-05-21,2021,May,Turmeric,6161.48,7643.04,6949.54,1028.0,8
2021-05-22,2021,May,Turmeric,6193.55,7106.45,6650.0,31.0,2
2021-05-23,2021,May,Turmeric,6700.0,6900.0,6800.0,26.0,1
2021-05-24,2021,May,Turmeric,5896.11,7692.31,7041.12,836.0,9
2021-05-25,2021,May,Turmeric,5714.29,7668.34,7121.81,259.0,7
2021-05-26,2021,May,Turmeric,6531.91,8068.03,7344.02,188.0,4
2021-05-27,2021,May,Turmeric,5190.68,7859.94,7188.14,650.0,6
2021-05-28,2021,May,Turmeric,6029.16,7899.82,6914.54,895.0,8
2021-05-29,2021,May,Turmeric,6455.42,8013.01,7314.46,83.0,3
2021-05-30,2021,May,Turmeric,6600.0,6800.0,6700.0,12.0,1
2021-05-31,2021,May,Turmeric,6665.8,7637.42,7175.39,747.0,7
2021-06-01,2021,June,Turmeric,5505.35,7722.59,6889.33,407.0,7
2021-06-02,2021,June,Turmeric,6344.57,7489.71,6785.43,521.0,9
2021-06-03,2021,June,Turmeric,6156.43,9793.24,7979.21,1713.0,8
2021-06-04,2021,June,Turmeric,6030.2,9987.12,8020.2,3212.0,7
2021-06-05,2021,June,Turmeric,4953.49,6744.19,5876.74,43.0,4
2021-06-06,2021,June,Turmeric,6275.0,6641.67,6416.67,24.0,2
2021-06-07,2021,June,Turmeric,6057.89,10321.98,8195.53,2878.0,9
2021-06-08,2021,June,Turmeric,5967.38,9522.96,7759.78,1228.0,9
2021-06-09,2021,June,Turmeric,6079.52,10206.27,8168.85,1608.0,11
2021-06-10,2021,June,Turmeric,7050.0,9046.65,8362.8,20.0,4
2021-06-11,2021,June,Turmeric,5969.93,9446.2,7694.08,1670.0,10
2021-06-12,2021,June,Turmeric,7769.23,11650.77,10312.31,39.0,7
2021-06-13,2021,June,Turmeric,5846.15,6046.15,5946.15,13.0,2
2021-06-14,2021,June,Turmeric,5692.82,9403.83,7585.24,2675.0,8
2021-06-15,2021,June,Turmeric,5844.44,10820.31,8332.65,1497.0,11
2021-06-16,2021,June,Turmeric,6236.16,7330.56,6726.05,215.0,10
2021-06-17,2021,June,Turmeric,5994.88,6603.76,6335.56,25.0,5
2021-06-18,2021,June,Turmeric,5525.09,7375.76,6823.54,189.0,9
2021-06-19,2021,June,Turmeric,6099.36,7250.28,6585.66,53.0,7
2021-06-20,2021,June,Turmeric,5800.0,6700.0,6400.0,6.0,1
2021-06-21,2021,June,Turmeric,5541.3,12029.94,8805.55,4743.0,11
2021-06-22,2021,June,Turmeric,5554.85,9042.9,7317.15,1051.0,8
2021-06-23,2021,June,Turmeric,5679.13,11131.48,8415.12,2448.0,11
2021-06-24,2021,June,Turmeric,5807.97,9812.71,7803.24,1331.0,9
2021-06-25,2021,June,Turmeric,6644.12,7840.5,7333.91,554.0,10
2021-06-26,2021,June,Turmeric,5907.78,6465.56,6298.89,18.0,5
2021-06-28,2021,June,Turmeric,5387.57,8855.25,7113.21,1350.0,9
2021-06-29,2021,June,Turmeric,5472.39,8877.93,7269.39,843.0,13
2021-06-30,2021,June,Turmeric,5584.49,10136.66,7773.47,1601.0,10
2021-07-01,2021,July,Turmeric,5794.64,8342.59,7041.07,1961.0,6
2021-07-02,2021,July,Turmeric,5606.56,9232.81,7369.8,1053.0,10
2021-07-03,2021,July,Turmeric,6777.78,9200.0,8316.67,9.0,4
2021-07-05,2021,July,Turmeric,5618.88,8082.6,6816.42,1016.0,6
2021-07-06,2021,July,Turmeric,5522.5,9966.9,7756.4,480.0,7
2021-07-07,2021,July,Turmeric,5393.94,8427.74,6943.55,758.0,7
2021-07-08,2021,July,Turmeric,5476.0,8496.08,6990.89,847.0,6
2021-07-09,2021,July,Turmeric,7300.0,10860.0,9705.0,2.0,2
2021-07-12,2021,July,Turmeric,5573.07,7514.01,6563.65,810.0,10
2021-07-13,2021,July,Turmeric,5292.09,8861.14,7040.69,682.0,4
2021-07-14,2021,July,Turmeric,5553.59,8619.7,7129.6,608.0,5
2021-07-15,2021,July,Turmeric,5262.32,7958.89,6629.19,629.0,3
2021-07-16,2021,July,Turmeric,6594.84,9644.32,8701.16,19.0,4
2021-07-17,2021,July,Turmeric,6700.0,9335.0,8625.0,6.0,3
2021-07-18,2021,July,Turmeric,6000.0,6500.0,6250.0,12.0,1
2021-07-19,2021,July,Turmeric,5266.06,7724.17,6469.13,1268.0,11
2021-07-20,2021,July,Turmeric,5888.68,7299.06,6282.21,53.0,4
2021-07-21,2021,July,Turmeric,5500.0,6650.0,6250.0,5.0,1
2021-07-22,2021,July,Turmeric,5856.67,7481.61,6586.94,90.0,4
2021-07-23,2021,July,Turmeric,5242.23,7887.15,6579.41,1321.0,10
2021-07-24,2021,July,Turmeric,6245.56,7321.11,6676.44,45.0,5
2021-07-25,2021,July,Turmeric,6000.0,6500.0,6250.0,24.0,1
2021-07-26,2021,July,Turmeric,5793.11,7046.56,6404.65,592.0,9
2021-07-27,2021,July,Turmeric,5515.13,8393.58,7092.19,433.0,9
2021-07-28,2021,July,Turmeric,5992.89,7325.94,6578.83,495.0,11
2021-07-29,2021,July,Turmeric,5644.05,7808.64,6606.97,625.0,7
2021-07-30,2021,July,Turmeric,5496.17,7487.52,6529.79,466.0,9
2021-07-31,2021,July,Turmeric,6000.0,6700.0,6440.0,5.0,2
2021-08-01,2021,August,Turmeric,6000.0,6200.0,6100.0,10.0,1
2021-08-02,2021,August,Turmeric,5569.51,7269.21,6421.98,592.0,8
2021-08-03,2021,August,Turmeric,5149.34,7890.88,6488.53,577.0,10
2021-08-04,2021,August,Turmeric,5378.89,8021.22,6705.5,606.0,9
2021-08-05,2021,August,Turmeric,5835.01,6986.61,6387.08,352.0,4
2021-08-06,2021,August,Turmeric,5602.6,7829.31,6794.43,346.0,10
2021-08-07,2021,August,Turmeric,6704.35,9200.0,8192.26,23.0,4
2021-08-08,2021,August,Turmeric,5950.0,6225.0,6087.5,12.0,2
2021-08-09,2021,August,Turmeric,5670.02,7391.32,6583.83,613.0,9
2021-08-10,2021,August,Turmeric,6127.34,8650.0,7691.48,139.0,6
2021-08-11,2021,August,Turmeric,5709.49,7722.83,6787.22,326.0,9
2021-08-12,2021,August,Turmeric,5448.53,6872.44,6236.91,545.0,7
2021-08-13,2021,August,Turmeric,5786.33,8090.42,6846.55,695.0,6
2021-08-14,2021,August,Turmeric,6317.24,8754.78,7278.52,87.0,5
2021-08-16,2021,August,Turmeric,6441.21,8212.19,7072.55,455.0,5
2021-08-17,2021,August,Turmeric,5503.11,8298.0,7102.12,617.0,8
2021-08-18,2021,August,Turmeric,5952.65,8096.42,7108.27,946.0,10
2021-08-19,2021,August,Turmeric,5508.47,7924.89,6849.24,436.0,3
2021-08-20,2021,August,Turmeric,6158.58,8295.81,7215.75,544.0,9
2021-08-21,2021,August,Turmeric,6145.28,8542.21,7562.82,593.0,6
2021-08-22,2021,August,Turmeric,6500.0,7000.0,6750.0,15.0,1
2021-08-23,2021,August,Turmeric,5987.2,7839.97,6895.81,985.0,11
2021-08-24,2021,August,Turmeric,6030.42,7984.46,6827.14,221.0,5
2021-08-25,2021,August,Turmeric,5891.31,8293.92,6998.59,1124.0,10
2021-08-26,2021,August,Turmeric,6159.05,7956.24,7107.54,902.0,7
2021-08-27,2021,August,Turmeric,6156.33,7924.6,6926.23,593.0,9
2021-08-28,2021,August,Turmeric,6571.17,9072.56,7694.44,18.0,4
2021-08-30,2021,August,Turmeric,5795.67,7520.2,6757.97,1061.0,10
2021-08-31,2021,August,Turmeric,6004.98,7839.03,6845.64,467.0,5
2021-09-01,2021,September,Turmeric,6162.39,9263.41,7641.12,1311.0,14
2021-09-02,2021,September,Turmeric,6044.29,7189.11,6520.92,692.0,9
2021-09-03,2021,September,Turmeric,5860.1,8057.3,6903.79,437.0,9
2021-09-04,2021,September,Turmeric,6273.08,7329.86,6816.74,221.0,5
2021-09-07,2021,September,Turmeric,5151.67,9196.67,7168.75,120.0,2
2021-09-08,2021,September,Turmeric,5768.38,8411.92,6911.44,530.0,9
2021-09-09,2021,September,Turmeric,5789.24,7260.62,6553.7,488.0,6
2021-09-10,2021,September,Turmeric,5895.0,8500.0,6700.0,241.0,1
2021-09-11,2021,September,Turmeric,4076.84,7133.68,6423.16,95.0,3
2021-09-12,2021,September,Turmeric,6500.0,6800.0,6700.0,11.0,1
2021-09-14,2021,September,Turmeric,6317.65,9260.29,7808.82,68.0,6
2021-09-15,2021,September,Turmeric,5717.7,8322.87,6626.86,537.0,7
2021-09-16,2021,September,Turmeric,5537.53,6631.47,6089.61,298.0,4
2021-09-17,2021,September,Turmeric,5043.27,6947.12,6013.22,208.0,5
2021-09-18,2021,September,Turmeric,6964.4,11510.0,9600.0,10.0,2
2021-09-20,2021,September,Turmeric,5320.84,7279.37,6416.59,525.0,7
2021-09-21,2021,September,Turmeric,5859.0,8025.0,6897.0,110.0,2
2021-09-22,2021,September,Turmeric,5177.34,6904.09,6271.87,449.0,9
2021-09-23,2021,September,Turmeric,5723.61,6520.09,6205.31,411.0,4
2021-09-24,2021,September,Turmeric,5332.93,7461.64,6341.73,486.0,9
2021-09-25,2021,September,Turmeric,4505.0,6350.0,6000.0,3.0,1
2021-09-27,2021,September,Turmeric,5712.79,7271.69,6499.77,219.0,3
2021-09-28,2021,September,Turmeric,8841.67,14604.17,11724.88,24.0,2
2021-09-29,2021,September,Turmeric,5503.68,7830.54,6635.38,386.0,8
2021-09-30,2021,September,Turmeric,5649.04,7083.76,6240.61,548.0,5
2021-10-01,2021,October,Turmeric,5326.75,6972.51,6149.41,380.0,5
2021-10-02,2021,October,Turmeric,4958.44,6190.37,5486.77,52.0,2
2021-10-04,2021,October,Turmeric,5725.1,6845.67,6252.44,259.0,5
2021-10-05,2021,October,Turmeric,5662.83,8006.26,6452.73,99.0,4
2021-10-06,2021,October,Turmeric,5788.08,7172.8,6317.38,125.0,4
2021-10-07,2021,October,Turmeric,5557.04,6629.74,6138.17,135.0,5
2021-10-08,2021,October,Turmeric,5998.21,7056.25,6524.11,112.0,4
2021-10-09,2021,October,Turmeric,6213.75,9431.75,7988.75,8.0,3
2021-10-12,2021,October,Turmeric,5326.23,7015.64,6299.47,179.0,5
2021-10-13,2021,October,Turmeric,6030.16,7193.65,6608.87,124.0,6
2021-10-14,2021,October,Turmeric,5594.19,6596.3,6082.44,215.0,3
2021-10-15,2021,October,Turmeric,4997.06,6684.31,6143.71,102.0,2
2021-10-16,2021,October,Turmeric,5534.15,6697.56,6232.0,41.0,3
2021-10-18,2021,October,Turmeric,5290.04,7392.32,6425.13,231.0,5
2021-10-19,2021,October,Turmeric,8120.92,12704.25,10383.42,12.0,3
2021-10-20,2021,October,Turmeric,5455.21,7090.67,6426.81,193.0,5
2021-10-21,2021,October,Turmeric,5360.72,6767.07,6236.69,565.0,5
2021-10-22,2021,October,Turmeric,5773.55,7316.43,6364.15,341.0,7
2021-10-23,2021,October,Turmeric,5229.43,7441.71,6010.29,7.0,2
2021-10-25,2021,October,Turmeric,5594.73,6669.81,6148.24,389.0,6
2021-10-26,2021,October,Turmeric,5140.09,6924.64,6270.06,110.0,5
2021-10-27,2021,October,Turmeric,5083.91,7121.67,6313.62,174.0,5
2021-10-28,2021,October,Turmeric,5288.07,7085.22,6330.43,161.0,4
2021-10-29,2021,October,Turmeric,4795.59,7112.83,6280.11,152.0,6
2021-10-30,2021,October,Turmeric,6723.08,9710.77,8123.08,13.0,2
2021-11-01,2021,November,Turmeric,5971.15,8443.66,6890.72,138.0,6
2021-11-02,2021,November,Turmeric,7800.0,12600.0,10316.25,4.0,2
2021-11-03,2021,November,Turmeric,7205.13,10641.03,8923.08,39.0,2
2021-11-04,2021,November,Turmeric,9000.0,15000.0,12000.0,1.0,1
2021-11-05,2021,November,Turmeric,5494.86,7536.13,6786.64,292.0,2
2021-11-06,2021,November,Turmeric,5551.71,8229.31,6755.75,518.0,3
2021-11-07,2021,November,Turmeric,6500.0,6800.0,6650.0,54.0,1
2021-11-08,2021,November,Turmeric,5229.8,7196.01,6382.0,350.0,6
2021-11-09,2021,November,Turmeric,5096.28,7484.68,6632.51,367.0,5
2021-11-10,2021,November,Turmeric,5668.96,7721.6,6698.5,333.0,7
2021-11-11,2021,November,Turmeric,5084.83,7484.23,6212.01,360.0,5
2021-11-12,2021,November,Turmeric,5499.66,7843.41,6719.86,253.0,5
2021-11-13,2021,November,Turmeric,5587.06,6723.98,6024.59,118.0,3
2021-11-15,2021,November,Turmeric,5426.86,7456.37,6630.06,481.0,6
2021-11-16,2021,November,Turmeric,5438.2,8046.14,6794.51,202.0,3
2021-11-17,2021,November,Turmeric,5632.08,7645.31,6690.01,343.0,7
2021-11-18,2021,November,Turmeric,6265.52,7882.31,6921.55,120.0,3
2021-11-19,2021,November,Turmeric,5501.74,7573.07,6827.41,230.0,5
2021-11-20,2021,November,Turmeric,6078.86,8554.95,7417.79,95.0,4
2021-11-22,2021,November,Turmeric,6052.33,8478.03,7349.57,493.0,6
2021-11-23,2021,November,Turmeric,5942.34,8781.26,7430.45,310.0,3
2021-11-24,2021,November,Turmeric,5789.72,8399.19,7357.58,535.0,7
2021-11-25,2021,November,Turmeric,6019.23,8157.21,7087.74,208.0,3
2021-11-26,2021,November,Turmeric,6149.24,8324.07,7164.21,369.0,7
2021-11-27,2021,November,Turmeric,5939.81,8567.8,6995.66,158.0,3
2021-11-29,2021,November,Turmeric,5682.44,8276.13,7319.92,366.0,4
2021-11-30,2021,November,Turmeric,6481.91,9113.72,7485.37,376.0,4
2021-12-01,2021,December,Turmeric,5667.61,9677.29,7638.85,744.0,5
2021-12-02,2021,December,Turmeric,5653.03,8390.34,7374.84,282.0,5
2021-12-03,2021,December,Turmeric,5840.81,9107.83,7478.34,554.0,6
2021-12-04,2021,December,Turmeric,6338.57,8612.57,7558.37,140.0,2
2021-12-06,2021,December,Turmeric,6390.17,8711.23,7457.49,662.0,6
2021-12-07,2021,December,Turmeric,6508.6,8577.63,7428.6,325.0,3
2021-12-08,2021,December,Turmeric,6614.25,9080.1,7842.14,585.0,7
2021-12-09,2021,December,Turmeric,7017.91,8555.19,7691.62,474.0,4
2021-12-10,2021,December,Turmeric,6380.69,8867.84,7652.32,490.0,6
2021-12-11,2021,December,Turmeric,6885.16,9437.4,8000.61,123.0,3
2021-12-13,2021,December,Turmeric,6388.15,8358.27,7507.71,515.0,8
2021-12-14,2021,December,Turmeric,6008.48,8859.4,7687.24,283.0,4
2021-12-15,2021,December,Turmeric,6767.11,8546.97,7606.42,526.0,6
2021-12-16,2021,December,Turmeric,6757.67,9969.82,8135.28,372.0,4
2021-12-17,2021,December,Turmeric,6845.13,9430.35,7916.32,576.0,6
2021-12-18,2021,December,Turmeric,6745.41,8974.78,7611.46,229.0,4
2021-12-20,2021,December,Turmeric,6955.39,9008.04,7858.78,569.0,5
2021-12-21,2021,December,Turmeric,6937.77,9097.88,8005.65,391.0,5
2021-12-22,2021,December,Turmeric,6783.16,9228.99,7903.18,387.0,6
2021-12-23,2021,December,Turmeric,6799.64,10417.33,7900.08,277.0,4
2021-12-24,2021,December,Turmeric,6957.3,9393.65,8029.51,401.0,7
2021-12-25,2021,December,Turmeric,6908.16,9812.24,8485.71,98.0,2
2021-12-27,2021,December,Turmeric,7083.34,9031.75,7966.5,501.0,7
2021-12-28,2021,December,Turmeric,6927.0,9390.39,7976.42,308.0,4
2021-12-29,2021,December,Turmeric,6638.55,8568.75,7729.78,392.0,6
2021-12-30,2021,December,Turmeric,6999.22,8618.58,7814.13,352.0,4
2021-12-31,2021,December,Turmeric,7299.99,9430.59,8628.31,309.0,7
2022-01-01,2022,January,Turmeric,7412.95,8668.93,7910.15,300.0,3
2022-01-03,2022,January,Turmeric,6695.85,10074.45,8394.01,217.0,3
2022-01-04,2022,January,Turmeric,9000.0,15000.0,12000.0,14.0,1
2022-01-05,2022,January,Turmeric,8487.18,12094.02,10290.6,117.0,3
2022-01-06,2022,January,Turmeric,7400.0,9205.0,8351.0,211.0,1
2022-01-07,2022,January,Turmeric,7484.82,10165.6,8747.95,257.0,4
2022-01-08,2022,January,Turmeric,6879.41,10245.59,8733.82,170.0,3
2022-01-10,2022,January,Turmeric,7775.97,10080.96,8802.4,362.0,5
2022-01-11,2022,January,Turmeric,8434.78,11382.61,9965.22,23.0,2
2022-01-12,2022,January,Turmeric,8369.81,9286.79,8835.38,106.0,2
2022-01-13,2022,January,Turmeric,7376.83,8999.19,8261.79,123.0,2
2022-01-14,2022,January,Turmeric,6533.33,12204.44,9368.89,45.0,2
2022-01-15,2022,January,Turmeric,9000.0,15000.0,12000.0,8.0,1
2022-01-17,2022,January,Turmeric,7044.06,9709.69,8728.84,286.0,6
2022-01-18,2022,January,Turmeric,6693.26,9674.69,8811.51,519.0,3
2022-01-19,2022,January,Turmeric,7588.75,9836.62,8845.31,465.0,7
2022-01-20,2022,January,Turmeric,7096.83,9430.96,8435.77,583.0,4
2022-01-21,2022,January,Turmeric,7284.12,9548.44,8690.01,368.0,5
2022-01-22,2022,January,Turmeric,9000.0,15000.0,12000.0,15.0,1
2022-01-24,2022,January,Turmeric,7343.56,9819.49,8357.4,509.0,5
2022-01-25,2022,January,Turmeric,7015.38,9376.92,8597.8,91.0,2
2022-01-27,2022,January,Turmeric,7175.91,8907.39,8107.15,437.0,3
2022-01-28,2022,January,Turmeric,7553.57,11714.64,9655.36,28.0,5
2022-01-29,2022,January,Turmeric,6850.0,7387.5,7050.0,24.0,2
2022-01-31,2022,January,Turmeric,6456.25,9884.47,8533.63,176.0,5
2022-02-01,2022,February,Turmeric,9000.0,15000.0,12000.0,27.0,1
2022-02-02,2022,February,Turmeric,7191.34,9468.81,8343.74,333.0,7
2022-02-03,2022,February,Turmeric,7184.39,9015.32,7936.95,262.0,4
2022-02-04,2022,February,Turmeric,7252.64,9130.66,8205.37,347.0,6
2022-02-05,2022,February,Turmeric,7379.31,20672.41,14025.86,58.0,2
2022-02-08,2022,February,Turmeric,7144.81,12907.39,9826.76,622.0,5
2022-02-09,2022,February,Turmeric,7223.5,12454.08,9863.97,565.0,6
2022-02-10,2022,February,Turmeric,6966.73,12763.48,9826.32,667.0,5
2022-02-11,2022,February,Turmeric,7101.1,13600.02,10352.81,621.0,5
2022-02-12,2022,February,Turmeric,7051.13,14135.34,10590.23,399.0,3
2022-02-14,2022,February,Turmeric,7076.55,12437.45,9769.31,808.0,5
