commodity,year,month,price,price_change,price_pct_change,MA7,MA30,total_news,average_sentiment,positive_news,negative_news,neutral_news,news_growth
Coffee,2023,1,13689.1075,112.6985714285714,0.0454476591758473,13394.917448979591,12553.183666666666,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2023,2,15665.5396,-41.07959999999999,0.0284209655853111,15444.700114285712,14298.021413333334,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2023,3,15804.531111111111,101.48370370370368,0.0187763594989739,15906.08962962963,15848.924148148148,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2023,4,17380.72703703704,151.62481481481487,0.0297398098374492,17113.077619047617,16197.11074074074,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2023,5,17184.1064,-7.730800000000017,0.0237065620125786,17112.912685714284,17351.260813333334,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2023,6,18221.253703703704,-13.67518518518517,0.0224705866510903,18245.281375661376,17718.312716049382,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2023,7,17235.790833333333,-8.854166666666657,0.0162068504964613,17089.180892857144,17520.35438888889,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2023,8,18319.328,115.49233333333336,0.0213883259112632,17982.098142857143,17656.730677777778,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2023,9,17530.48857142857,-38.81999999999997,0.0349841343827065,18047.22005102041,18404.365285714284,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2023,10,16620.506296296295,-139.25222222222217,0.0239194922780973,16507.798042328042,16824.50611111111,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2023,11,17324.309629629628,48.63148148148147,0.0200125822614243,17263.747195767195,17017.965,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2023,12,17412.62,-123.79038461538464,0.038238057333809,17434.99412087912,17384.046538461538,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,1,19171.419655172416,198.5475862068966,0.0338259320580511,19095.455172413796,18312.821735632184,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,2,17870.8996,-206.31520000000003,0.0054969334811398,17883.9772,18894.042546666664,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,3,17671.609285714287,22.29714285714285,0.0087763810091568,18006.649591836736,18116.02832142857,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,4,19266.528461538463,237.9573076923077,0.020204182482799,18576.016703296704,17910.435628205127,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,5,19914.84928571429,-9.863214285714225,0.0134786592102814,19684.417397959183,19278.21752380952,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,6,20494.846538461537,-22.11692307692311,0.003462183087076,20840.829725274725,20276.09443589744,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,7,20807.602692307693,-5.546538461538446,0.0038794383123253,20786.169120879124,20612.34525641025,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,8,21286.799259259256,113.0207407407406,0.016960110301154,21080.9317989418,20730.920654320988,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,9,22013.80392857143,7.319642857142851,0.0140781471332292,22008.18301020408,21741.815178571425,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,10,22196.2224137931,174.24793103448283,0.0122047395637436,22021.242561576357,22067.40557471264,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,11,22709.89185185185,-185.55777777777791,0.007868427366375,22856.647407407407,22643.562345679013,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2024,12,23436.41607142857,38.473214285714285,0.0161280479533883,23294.79882653061,22735.727654761904,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,1,25655.26206896552,-18.675172413793163,0.0211546691771369,25654.364285714288,25602.01372413793,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,2,26843.56,96.07080000000002,0.0113037948479649,26337.80285714286,25243.262173333333,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,3,26288.366129032256,139.34354838709683,0.0087026542269586,26329.577511520736,26408.681086021505,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,4,26994.39962962963,-202.78111111111116,0.007403553072887,27104.797671957676,26890.564407407404,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,5,25171.93233333333,-41.92866666666671,0.0034995851828055,25410.773,26041.1687,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,6,23551.393703703703,-138.50259259259258,0.0064136651628618,24125.87195767196,24990.92660493827,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,7,21938.700344827583,-70.4337931034484,0.0111561072553732,21948.56738916256,22932.451471264365,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,8,24101.4492,226.56040000000007,0.0134846088836161,23603.281542857145,22502.51544,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,9,24270.132857142857,-79.33678571428572,0.0081811333105675,24419.1662244898,24461.51113095238,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,10,24060.08965517241,41.36517241379311,0.0051059578455546,23953.597142857143,23807.17340229885,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,11,23182.40166666667,-9.98633333333336,0.0025970509406287,23268.42,23709.083044444444,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2025,12,22695.325357142858,-8.41,0.0071042062606097,22833.050102040816,23152.938035714287,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2026,1,20428.48,-707.3599999999997,-0.03117032650032,21067.548214285714,22491.086583333334,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2026,2,20855.64142857143,28.51523809523808,0.0018285260480014,20848.87034013605,21118.790587301588,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2026,3,20495.31695652174,-25.56652173913056,-0.0006609323905851,20543.703478260868,20735.28027536232,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2026,4,20337.870909090907,2.846818181818217,0.0004273676433748,20332.876753246757,20437.7405,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2026,5,20314.775,-18.56818181818182,-0.000730436497998,20333.50707792208,20326.179666666667,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2026,6,20396.31090909091,24.65318181818177,0.0015542630505857,20349.110584415583,20324.001848484848,96.0,-0.1770833333333333,7.0,24.0,65.0,95.0
Coffee,2026,7,20464.055,-57.6899999999996,-0.0025640284435499,20563.847857142857,20382.109333333334,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2026,8,20501.208,-42.43199999999997,-0.0017833388088008,20531.86771428572,20412.586066666663,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2026,9,20337.81,-33.29400000000023,-0.0011094973727794,20446.72742857143,20403.4356,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2026,10,20341.23,-0.2779999999998779,0.0003768683055599,20340.79571428572,20439.4036,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2026,11,20391.734,-6.48400000000039,0.0002365250513718,20370.852285714285,20450.8238,0.0,0.0,0.0,0.0,0.0,0.0
Coffee,2026,12,20292.84,-11.955999999999824,-0.0001214087832921,20338.23542857143,20426.861666666664,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,1,5718.746296296296,-2.5442307692307726,0.0076478319525753,5744.273469387756,,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,2,5951.78,18.97409090909092,0.0091318057873914,5903.019675324676,5791.628766666667,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,3,5952.31,-11.471249999999982,0.0036409182060735,5967.516666666666,5961.065819444444,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,4,5790.7628,-6.335600000000029,0.0049458899006599,5826.3848,5899.836706666667,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,5,5957.073636363636,39.04909090909091,0.0183058687181384,5836.295584415584,5819.884515151515,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,6,5954.11,-88.88888888888889,-0.0025470149742931,5953.863015873016,5795.583666666666,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,7,5332.674285714286,430.5857142857144,9.402433857905072,5676.50469387755,5808.613714285714,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,8,6177.375,-377.3500000000001,-0.0226891995091496,5569.905476190476,5816.386833333333,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,9,5661.616,-70.00000000000004,0.0034209383332033,5985.664714285715,5830.828966666666,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,10,6977.4292000000005,116.85400000000004,0.0222320129312164,6651.524114285715,6101.382786666667,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,11,7590.292083333334,-2.027083333333356,0.0044030929498682,7570.41,7207.160958333334,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2021,12,6247.118333333333,13.57166666666664,0.0192638721487217,7032.135476190476,7430.193833333334,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,1,9598.125925925926,56.98000000000001,0.0093197253371359,9263.566296296296,8427.189728395062,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,2,9611.160434782609,-10.535652173913032,0.0027197709049916,9631.14093167702,9595.889289855071,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,3,9898.7716,67.76360000000001,0.0093521496135183,9734.401542857142,9619.359186666668,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,4,10265.885384615383,-18.208846153846164,0.0027210812016857,10290.649395604396,10081.617871794871,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,5,10822.237826086955,38.220434782608685,0.0083646406106297,10718.194472049689,10401.754144927536,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,6,10181.524583333334,-20.83333333333333,0.0565861065309627,10216.154226190476,10441.894361111112,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,7,9188.0768,-90.8,-0.0060399046347143,9473.933942857142,10113.48376,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,8,9349.55,-32.56777777777784,0.0107357302051435,9273.197777777776,9297.031703703704,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,9,9924.99888888889,-7.578888888888792,0.0033907358181407,9703.485714285714,9188.013296296296,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,10,8620.351578947368,-29.26684210526319,-0.0001983993012995,8900.056015037595,9361.789140350878,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,11,9168.70962962963,35.082222222222235,0.0064377331005996,9066.52402116402,8955.564580246913,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2022,12,8590.121481481481,-22.458148148148144,-0.0018424718081123,8684.60603174603,8954.741716049382,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,1,7907.804333333333,-3.214333333333342,0.0006749757638139,7896.662619047619,8035.039211111111,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,2,7746.040357142857,-9.60392857142857,-0.0005973456135201,7763.909336734694,7848.792964285714,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,3,7588.549354838709,8.831935483870962,0.0016488501136671,7598.757603686636,7683.300849462365,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,4,7625.970333333333,-10.087999999999989,-0.0007055360653989,7630.689761904762,7607.310411111111,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,5,7250.402,-21.012333333333363,-0.0023541438613335,7323.736095238096,7523.742566666667,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,6,7146.999310344828,-7.2610344827586095,-0.0004417943531666,7159.416157635468,7190.013781609196,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,7,7143.786129032258,3.7025806451612806,0.0017459058655895,7131.008156682027,7145.881612903227,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,8,7431.1066666666675,11.018333333333336,0.0028115959437491,7408.290476190476,7260.742666666667,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,9,7324.0764,-2.546399999999994,0.0101633217304394,7304.485714285714,7368.238319999999,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,10,7155.758666666667,-6.619666666666672,0.0003132076236948,7194.186761904762,7287.526555555555,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,11,7235.546666666666,-1.829999999999986,0.0005443637463816,7233.723142857142,7180.976988888889,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2023,12,7037.694838709677,-6.470645161290327,4.663875793669056e-05,7054.90267281106,7153.149892473119,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,1,6808.836551724138,-7.826206896551725,-0.0008870005713677,6829.255467980295,6866.097264367816,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,2,6904.572962962963,16.99333333333332,0.003300560768563,6856.867248677248,6811.1640864197525,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,3,7191.815555555555,0.122222222222231,0.0009135735672261,7178.708253968253,7026.247024691357,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,4,7016.037499999999,-2.2560714285714303,0.0007449986329365,7031.814336734694,7118.240535714286,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,5,7059.410357142857,2.982857142857163,0.0008557087885644,7052.412857142857,7030.985892857142,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,6,7011.871111111111,9.408518518518507,0.0021291556671684,6996.460529100529,7044.039283950617,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,7,7144.8388888888885,-3.854444444444432,0.000131775099344,7157.8735978835975,7064.725296296297,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,8,7011.915714285715,3.829285714285682,0.0022172455344116,7039.000306122449,7136.040285714285,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,9,7150.288947368421,-65.84210526315789,-0.0063485310564509,7192.278421052632,7100.671,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,10,6860.777777777777,27.57814814814814,0.0052668830424964,6867.09962962963,7035.69913580247,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,11,7045.035714285715,8.715000000000016,0.0026911349592382,6989.741530612245,6893.6715,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2024,12,7008.406333333333,6.928666666666657,0.0051393088679784,7017.533809523809,7017.03908888889,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,1,7182.755925925926,-3.772962962962958,-0.0001319736639421,7178.927354497354,7127.936160493828,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,2,7160.0076,-0.6091999999999814,0.0004998331798291,7164.208685714286,7186.002013333333,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,3,7122.5420689655175,4.886896551724115,0.003407117764297,7115.231280788177,7117.789425287357,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,4,7348.73,13.29571428571431,0.0054518300457815,7309.826887755102,7202.880952380953,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,5,7342.692307692308,-13.16038461538462,-0.0008054173761334,7359.43543956044,7361.390576923077,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,6,7381.288846153847,17.765769230769237,0.0054923181259269,7370.202527472527,7343.214833333332,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,7,7115.772,-67.48800000000001,-0.007320891982428,7276.192285714285,7357.2502,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,8,7138.6320000000005,43.93999999999996,0.0071757303663603,7089.665428571429,7320.044899999999,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,9,7009.312727272728,-166.24090909090907,-0.0201216868762135,7128.26,7178.521363636363,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,10,6775.344399999999,43.01720000000001,0.009857883765276,6770.7960571428575,6978.918813333334,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,11,7162.152499999999,8.433214285714289,0.0031209065496661,7096.489387755102,6888.556714285715,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2025,12,7455.085925925926,23.31666666666664,0.0038742613074488,7422.736613756614,7277.640728395061,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2026,1,7902.1024,5.713199999999996,0.0011802989162936,7871.310799999999,7693.402306666667,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2026,2,7721.956818181818,-11.968181818181789,-0.0008103100116464,7748.987402597402,7843.512590909091,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2026,3,7592.289583333334,-1.1508333333333225,0.0003926404347225,7612.218511904762,7691.777013888889,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2026,4,7916.997916666667,24.469999999999988,0.0046651653794491,7859.250773809524,7694.057555555555,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2026,5,8528.851999999999,18.942800000000023,0.0049208096557713,8458.416685714286,8138.11544,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2026,6,8360.300000000001,14.460454545454512,0.0024357765763825,8328.468766233766,8447.180545454547,95.0,-0.0105263157894736,11.0,12.0,72.0,94.0
Cotton,2026,7,7992.626666666666,-76.40833333333346,-0.0064977663822315,8330.746666666668,8333.247777777777,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2026,8,7955.951666666667,-2.039999999999964,0.0017740064740592,7970.844761904761,8255.98411111111,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2026,9,8012.338333333333,-40.73166666666657,-0.0027707429949663,7993.3092857142865,8217.705666666667,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2026,10,7889.066666666667,-16.101666666666613,-0.0006328969394022,7971.965238095238,8137.900999999999,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2026,11,8087.208333333333,49.16666666666648,0.0104525701651842,7914.710238095238,8024.182,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,2026,12,8099.005,-29.121666666666595,0.0015400964442414,8130.188571428571,7997.6645,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,1,1397.812093826092,4.48475105001016,0.007609282955135,1406.6826888391424,1398.9384376000462,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,2,1444.973831893136,-3.252160293502892,0.0015858755106992,1443.335085925314,1422.9176892762669,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,3,1462.566425142028,0.1640893416631487,0.002848231747119,1460.9307334257535,1455.0722159156032,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,4,1504.7768554190989,3.280196215573133,0.0049887530955282,1499.6834331056814,1472.6566854289392,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,5,1496.550041971837,2.515825847990652,0.0034741846020925,1491.6670619659037,1496.242750666993,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,6,1653.105456293958,7.870782340942968,0.0095899057205409,1626.2414040373012,1547.9613416776745,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,7,1739.979195215125,3.4245391705069093,0.0062750231331116,1735.411001682155,1692.1536949733118,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,8,1805.90013798684,2.1773399014778305,0.0204671537138448,1786.963035203897,1755.3094797835545,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,9,1587.430407058842,-11.82733096812068,-0.0010702675781001,1628.640655562139,1744.913286301142,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,10,1549.4510698200368,0.200464213360361,0.0021343646590508,1558.731290949335,1579.329159992028,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,11,1516.892879874368,-0.7476771017776361,0.0027376903477418,1508.7365010499714,1517.229572879634,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2021,12,1574.5008391835931,1.322369508188353,0.0033590167442644,1573.3960850793635,1546.861940064172,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,1,1887.755806451613,8.875952629554318,0.0079813010398963,1863.198133344693,1774.0487913117895,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,2,1954.3228571428567,3.316428571428577,0.0045215854131221,1944.850867346939,1906.870738095238,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,3,2058.5274193548385,0.0606451612903187,0.0038076606465005,2053.802995391705,2005.2664731182797,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,4,2136.683,5.525333333333334,0.0056835574552708,2120.3351428571427,2075.318355555556,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,5,2082.896129032258,-5.00645161290322,0.0018037808320759,2097.658156682028,2126.3867849462367,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,6,2155.764666666667,8.966000000000001,0.0070305542247482,2126.4506666666666,2082.836366666667,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,7,2290.2890322580647,4.560967741935482,0.009282889679702,2277.321751152074,2214.4520430107527,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,8,2317.9913333333334,2.10133333333333,0.006539680387147,2317.5448095238094,2303.4185888888887,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,9,2224.423666666667,-9.952666666666666,0.0059914539254693,2264.8956666666663,2314.419055555556,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,10,1974.192258064516,-9.33258064516129,-0.0011905838669611,1984.56,2115.617806451613,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,11,2015.2703333333332,2.8816666666666606,0.0042780453813419,2013.421904761905,1991.6111666666663,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2022,12,2075.630322580645,3.7135483870967714,0.007176608701638,2061.389861751152,2029.0685591397848,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,1,2095.11,0.1438709677419371,0.0022564062420115,2096.216958525345,2084.563182795699,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,2,2051.0289285714284,-1.9396428571428568,0.0027665779851476,2054.470459183673,2075.547226190476,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,3,2073.1383870967743,0.6054838709677476,0.0037101339219069,2074.185483870968,2074.5933440860213,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,4,1992.7843333333333,-9.224666666666666,-0.000177516949171,2016.181619047619,2054.530833333333,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,5,1884.901,-1.3473333333333375,0.004269496321019,1891.3710476190477,1950.9459666666664,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,6,2041.4696666666664,18.499666666666663,0.0177698940293329,1997.059142857143,1917.5737666666664,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,7,2157.5022580645164,1.6006451612903327,0.0175016989996614,2133.9388940092167,2058.157387096774,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,8,2324.238387096774,-6.777419354838721,0.0207705293040083,2305.0990322580647,2245.691924731183,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,9,2311.491034482759,-2.0499999999999896,0.0193204787885315,2339.107881773399,2322.023747126437,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,10,2014.9087096774192,-3.379999999999998,0.0083313456336168,2046.0768202764973,2203.275129032258,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,11,2127.8596666666667,5.121333333333337,0.0078812947581468,2116.6176666666665,2063.591633333333,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2023,12,2085.0051612903226,-1.0864516129032376,0.0023524078676234,2089.871152073733,2106.093989247312,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2024,1,2191.935483870968,2.5700000000000025,0.004552807217741,2186.979723502304,2148.346107526882,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2024,2,2193.8510344827587,-0.4458620689655116,0.0030155365078816,2189.044334975369,2195.441620689656,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2024,3,2158.468709677419,-1.0925806451612896,0.0014004788735928,2164.1321658986176,2176.140107526882,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2024,4,2128.0285714285715,-0.9896428571428604,0.0012761795223395,2133.295612244898,2148.487476190476,0.0,0.0,0.0,0.0,0.0,0.0
Maize,2024,5,2222.052258064516,5.346774193548385,0.0058435793044726,2203.894055299539,2168.8659784946235,0.0,0.0,0.0,0.0,0.0,0.0
