Date,commodity,price
2021-12-21,Wheat,2570.45
2021-12-22,Wheat,2558.15
2021-12-23,Wheat,2358.23
2021-12-24,Wheat,2524.92
2021-12-25,Wheat,2901.67
2021-12-26,Wheat,1903.14
2021-12-27,Wheat,2558.25
2021-12-28,Wheat,2672.31
2021-12-29,Wheat,2260.45
2021-12-30,Wheat,2433.5
2021-12-31,Wheat,2629.67
2022-01-01,Wheat,2513.53
2022-02-01,Wheat,2197.1
2022-03-01,Wheat,2622.62
2022-04-01,Wheat,2540.2
2022-05-01,Wheat,2436.78
2022-06-01,Wheat,2196.36
2022-07-01,Wheat,2413.04
2022-08-01,Wheat,2537.6
2022-09-01,Wheat,2188.68
2022-10-01,Wheat,2639.05
2022-11-01,Wheat,2705.22
2022-12-01,Wheat,2700.09
2022-01-13,Wheat,1843.16
2022-01-14,Wheat,2738.14
2022-01-15,Wheat,2817.15
2022-01-16,Wheat,2144.34
2022-01-17,Wheat,2544.59
2022-01-18,Wheat,2631.07
2022-01-19,Wheat,2523.91
2022-01-20,Wheat,2503.73
2022-01-21,Wheat,2487.87
2022-01-22,Wheat,2493.29
2022-01-23,Wheat,2106.99
2022-01-24,Wheat,2449.32
2022-01-25,Wheat,2592.53
2022-01-26,Wheat,2076.09
2022-01-27,Wheat,2499.47
2022-01-28,Wheat,2555.01
2022-01-29,Wheat,2445.93
2022-01-30,Wheat,2129.67
2022-01-31,Wheat,2547.33
2022-01-02,Wheat,2786.86
2022-02-02,Wheat,2354.4
2022-03-02,Wheat,2420.85
2022-04-02,Wheat,2299.01
2022-05-02,Wheat,2552.02
2022-06-02,Wheat,2181.02
2022-07-02,Wheat,2638.25
2022-08-02,Wheat,2505.79
2022-09-02,Wheat,2413.38
2022-10-02,Wheat,2454.91
2022-11-02,Wheat,2532.91
2022-12-02,Wheat,2497.39
2022-02-13,Wheat,2025.38
2022-02-14,Wheat,2448.05
2022-02-15,Wheat,2513.58
2022-02-16,Wheat,2432.22
2022-02-17,Wheat,2356.02
2022-02-18,Wheat,2455.6
2022-02-19,Wheat,2461.96
2022-02-20,Wheat,1970.67
2022-02-21,Wheat,2445.25
2022-02-22,Wheat,2537.51
2022-02-23,Wheat,2389.69
2022-02-24,Wheat,2336.95
2022-02-25,Wheat,2270.02
2022-02-26,Wheat,2484.29
2022-02-27,Wheat,1928.46
2022-02-28,Wheat,2362.77
2022-01-03,Wheat,2557.89
2022-02-03,Wheat,2317.35
2022-03-03,Wheat,2226.74
2022-04-03,Wheat,2291.8
2022-05-03,Wheat,2308.84
2022-06-03,Wheat,2032.31
2022-07-03,Wheat,2302.94
2022-08-03,Wheat,2450.82
2022-09-03,Wheat,2406.07
2022-10-03,Wheat,2454.82
2022-11-03,Wheat,2430.93
2022-12-03,Wheat,2527.36
2022-03-13,Wheat,2143.64
2022-03-14,Wheat,2442.93
2022-03-15,Wheat,2382.14
2022-03-16,Wheat,2362.07
2022-03-17,Wheat,2416.89
2022-03-18,Wheat,2862.87
2022-03-19,Wheat,2448.53
2022-03-20,Wheat,2119.52
2022-03-21,Wheat,2306.72
2022-03-22,Wheat,2224.41
2022-03-23,Wheat,2309.1
2022-03-24,Wheat,2273.14
2022-03-25,Wheat,2315.72
2022-03-26,Wheat,2396.03
2022-03-27,Wheat,2049.07
2022-03-28,Wheat,2465.55
2022-03-29,Wheat,2403.25
2022-03-30,Wheat,2519.71
2022-03-31,Wheat,2501.95
2022-01-04,Wheat,2425.52
2022-02-04,Wheat,2603.78
2022-03-04,Wheat,2119.04
2022-04-04,Wheat,2248.57
2022-05-04,Wheat,2346.2
2022-06-04,Wheat,2377.59
2022-07-04,Wheat,2265.29
2022-08-04,Wheat,2317.69
2022-09-04,Wheat,2414.28
2022-10-04,Wheat,2173.95
2022-11-04,Wheat,2345.96
2022-12-04,Wheat,2377.64
2022-04-13,Wheat,2328.59
2022-04-14,Wheat,2762.43
2022-04-15,Wheat,2660.26
2022-04-16,Wheat,2572.54
2022-04-17,Wheat,2054.12
2022-04-18,Wheat,2364.61
2022-04-19,Wheat,2417.33
2022-04-20,Wheat,2428.23
2022-04-21,Wheat,2427.1
2022-04-22,Wheat,2383.15
2022-04-23,Wheat,2535.24
2022-04-24,Wheat,2658.63
2022-04-25,Wheat,2403.91
2022-04-26,Wheat,2484.39
2022-04-27,Wheat,2440.77
2022-04-28,Wheat,2295.13
2022-04-29,Wheat,2536.61
2022-04-30,Wheat,2479.44
2022-01-05,Wheat,2116.47
2022-02-05,Wheat,2395.5
2022-03-05,Wheat,2811.04
2022-04-05,Wheat,2444.0
2022-05-05,Wheat,2403.98
2022-06-05,Wheat,2453.28
2022-07-05,Wheat,2334.52
2022-08-05,Wheat,2130.05
2022-09-05,Wheat,2474.36
2022-10-05,Wheat,2521.33
2022-11-05,Wheat,2486.64
2022-12-05,Wheat,2593.96
2022-05-13,Wheat,2276.19
2022-05-14,Wheat,2501.33
2022-05-15,Wheat,2223.66
2022-05-16,Wheat,2662.01
2022-05-17,Wheat,2435.52
2022-05-18,Wheat,2409.18
2022-05-19,Wheat,2297.47
2022-05-20,Wheat,2296.69
2022-05-21,Wheat,2463.98
2022-05-22,Wheat,2094.47
2022-05-23,Wheat,2367.08
2022-05-24,Wheat,2408.27
2022-05-25,Wheat,2422.49
2022-05-26,Wheat,2405.46
2022-05-27,Wheat,2496.36
2022-05-28,Wheat,2543.85
2022-05-29,Wheat,2308.71
2022-05-30,Wheat,2535.66
2022-05-31,Wheat,2432.33
2022-01-06,Wheat,2499.77
2022-02-06,Wheat,2628.39
2022-03-06,Wheat,2160.85
2022-04-06,Wheat,2268.74
2022-05-06,Wheat,2100.37
2022-06-06,Wheat,2138.34
2022-07-06,Wheat,2495.75
2022-08-06,Wheat,2517.79
2022-09-06,Wheat,2495.18
2022-10-06,Wheat,2458.18
2022-11-06,Wheat,2492.11
2022-12-06,Wheat,2079.03
2022-06-13,Wheat,2436.59
2022-06-14,Wheat,2440.99
2022-06-15,Wheat,2690.42
2022-06-16,Wheat,2618.61
2022-06-17,Wheat,2572.67
2022-06-18,Wheat,2643.75
2022-06-19,Wheat,2129.28
2022-06-20,Wheat,2814.93
2022-06-21,Wheat,2709.21
2022-06-22,Wheat,2535.99
2022-06-23,Wheat,2358.77
2022-06-24,Wheat,2698.67
2022-06-25,Wheat,2715.98
2022-06-26,Wheat,2080.66
2022-06-27,Wheat,2541.33
2022-06-28,Wheat,2459.75
2022-06-29,Wheat,2569.21
2022-06-30,Wheat,2557.54
2022-01-07,Wheat,2812.74
2022-02-07,Wheat,2748.28
2022-03-07,Wheat,2401.73
2022-04-07,Wheat,2607.63
2022-05-07,Wheat,2758.47
2022-06-07,Wheat,2605.46
2022-07-07,Wheat,2595.43
2022-08-07,Wheat,2695.42
2022-09-07,Wheat,2727.19
2022-10-07,Wheat,2518.36
2022-11-07,Wheat,2731.02
2022-12-07,Wheat,2827.8
2022-07-13,Wheat,2809.81
2022-07-14,Wheat,2777.54
2022-07-15,Wheat,2691.36
2022-07-16,Wheat,2775.57
2022-07-17,Wheat,2141.72
2022-07-18,Wheat,2699.56
2022-07-19,Wheat,2715.2
2022-07-20,Wheat,2698.82
2022-07-21,Wheat,2417.09
2022-07-22,Wheat,2687.63
2022-07-23,Wheat,2808.02
2022-07-24,Wheat,2441.75
2022-07-25,Wheat,2514.74
2022-07-26,Wheat,2817.45
2022-07-27,Wheat,2542.0
2022-07-28,Wheat,2780.91
2022-07-29,Wheat,2720.76
2022-07-30,Wheat,2770.9
2022-07-31,Wheat,2473.74
2022-01-08,Wheat,2870.92
2022-02-08,Wheat,2883.84
2022-03-08,Wheat,2560.69
2022-04-08,Wheat,2703.03
2022-05-08,Wheat,2795.59
2022-06-08,Wheat,2472.74
2022-07-08,Wheat,2623.63
2022-08-08,Wheat,2871.43
2022-09-08,Wheat,3070.87
2022-10-08,Wheat,2733.79
2022-11-08,Wheat,2798.5
2022-12-08,Wheat,2795.04
2022-08-13,Wheat,3149.23
2022-08-14,Wheat,2302.37
2022-08-15,Wheat,2240.91
2022-08-16,Wheat,2998.86
2022-08-17,Wheat,2743.37
2022-08-18,Wheat,2580.86
2022-08-19,Wheat,2624.72
2022-08-20,Wheat,2667.78
2022-08-21,Wheat,2619.04
2022-08-22,Wheat,2878.55
2022-08-23,Wheat,2745.27
2022-08-24,Wheat,2834.12
2022-08-25,Wheat,2773.3
2022-08-26,Wheat,3070.56
2022-08-27,Wheat,2829.61
2022-08-28,Wheat,2331.15
2022-08-29,Wheat,2524.74
2022-08-30,Wheat,2841.68
2022-08-31,Wheat,3688.51
2022-01-09,Wheat,2318.91
2022-02-09,Wheat,2578.28
2022-03-09,Wheat,2614.57
2022-04-09,Wheat,2206.08
2022-05-09,Wheat,2913.71
2022-06-09,Wheat,2289.79
2022-07-09,Wheat,2702.01
2022-08-09,Wheat,2727.85
2022-09-09,Wheat,2906.93
2022-10-09,Wheat,2865.6
2022-11-09,Wheat,2795.07
2022-12-09,Wheat,2932.44
2022-09-13,Wheat,2860.92
2022-09-14,Wheat,2765.71
2022-09-15,Wheat,2681.66
2022-09-16,Wheat,2777.82
2022-09-17,Wheat,2877.95
2022-09-18,Wheat,2392.09
2022-09-19,Wheat,2929.16
2022-09-20,Wheat,2908.02
2022-09-21,Wheat,2605.37
2022-09-22,Wheat,2826.19
2022-09-23,Wheat,2804.58
2022-09-24,Wheat,2646.22
2022-09-25,Wheat,2317.76
2022-09-26,Wheat,2863.42
2022-09-27,Wheat,2849.79
2022-09-28,Wheat,2750.48
2022-09-29,Wheat,2789.35
2022-09-30,Wheat,2835.09
2022-01-10,Wheat,2948.5
2022-02-10,Wheat,2308.5
2022-03-10,Wheat,2770.63
2022-04-10,Wheat,2854.49
2022-05-10,Wheat,3071.47
2022-06-10,Wheat,2851.89
2022-07-10,Wheat,2710.99
2022-08-10,Wheat,2860.26
2022-09-10,Wheat,2585.34
2022-10-10,Wheat,2825.87
2022-11-10,Wheat,2760.18
2022-12-10,Wheat,2819.93
2022-10-13,Wheat,2788.69
2022-10-14,Wheat,2856.0
2022-10-15,Wheat,2860.51
2022-10-16,Wheat,2254.16
2022-10-17,Wheat,2962.42
2022-10-18,Wheat,2935.42
2022-10-19,Wheat,2936.68
2022-10-20,Wheat,2886.12
2022-10-21,Wheat,2924.03
2022-10-22,Wheat,3018.09
2022-10-23,Wheat,2968.56
2022-10-24,Wheat,3753.57
2022-10-25,Wheat,3356.2
2022-10-26,Wheat,3073.82
2022-10-27,Wheat,3043.09
2022-10-28,Wheat,2924.26
2022-10-29,Wheat,4471.17
2022-10-30,Wheat,2737.05
2022-10-31,Wheat,2853.94
2022-01-11,Wheat,2923.41
2022-02-11,Wheat,2898.55
2022-03-11,Wheat,2940.22
2022-04-11,Wheat,2969.89
2022-05-11,Wheat,2939.04
2022-06-11,Wheat,2702.69
2022-07-11,Wheat,2988.06
2022-08-11,Wheat,2978.97
2022-09-11,Wheat,2960.93
2022-10-11,Wheat,2921.38
2022-11-11,Wheat,2983.0
2022-12-11,Wheat,2952.96
2022-11-13,Wheat,2720.11
2022-11-14,Wheat,2732.07
2022-11-15,Wheat,2939.52
2022-11-16,Wheat,3009.5
2022-11-17,Wheat,3173.27
2022-11-18,Wheat,2937.26
2022-11-19,Wheat,2915.31
2022-11-20,Wheat,2924.99
2022-11-21,Wheat,3036.44
2022-11-22,Wheat,2963.06
2022-11-23,Wheat,3259.43
2022-11-24,Wheat,3130.59
2022-11-25,Wheat,2825.61
2022-11-26,Wheat,3138.66
2022-11-27,Wheat,2918.43
2022-11-28,Wheat,2976.39
2022-11-29,Wheat,3030.2
2022-11-30,Wheat,3118.81
2022-01-12,Wheat,2667.02
2022-02-12,Wheat,3152.86
2022-03-12,Wheat,3304.91
2022-04-12,Wheat,2571.75
2022-05-12,Wheat,3438.2
2022-06-12,Wheat,3001.43
2022-07-12,Wheat,2930.08
2022-08-12,Wheat,3107.42
2022-09-12,Wheat,3152.11
2022-10-12,Wheat,3245.35
2022-11-12,Wheat,2957.99
2022-12-12,Wheat,3264.12
2022-12-13,Wheat,3314.63
2022-12-14,Wheat,3269.84
2022-12-15,Wheat,3133.27
2022-12-16,Wheat,3294.42
2022-12-17,Wheat,3215.32
2022-12-18,Wheat,3027.48
2022-12-19,Wheat,3571.96
2022-12-20,Wheat,3801.66
2022-12-21,Wheat,3668.72
2022-12-22,Wheat,3058.42
2022-12-23,Wheat,3829.2
2022-12-24,Wheat,3002.72
2022-12-25,Wheat,2680.23
2022-12-26,Wheat,3189.04
2022-12-27,Wheat,3065.84
2022-12-28,Wheat,3481.46
2022-12-29,Wheat,3291.21
2022-12-30,Wheat,3041.16
2022-12-31,Wheat,3583.32
2023-01-01,Wheat,2815.16
2023-02-01,Wheat,4006.89
2023-03-01,Wheat,4005.2
2023-04-01,Wheat,3734.04
2023-05-01,Wheat,3145.44
2023-06-01,Wheat,3273.87
2023-07-01,Wheat,3011.36
2023-08-01,Wheat,2651.27
2023-09-01,Wheat,3010.24
2023-10-01,Wheat,3150.18
2023-11-01,Wheat,3759.86
2023-12-01,Wheat,3607.17
2023-01-13,Wheat,2749.69
2023-01-14,Wheat,3158.19
2023-01-15,Wheat,2696.3
2023-01-16,Wheat,2601.9
2023-01-17,Wheat,3777.11
2023-01-18,Wheat,2679.7
2023-01-19,Wheat,4062.5
2023-01-20,Wheat,4031.85
2023-01-21,Wheat,3713.81
2023-01-22,Wheat,3014.68
2023-01-23,Wheat,3630.33
2023-01-24,Wheat,3714.82
2023-01-25,Wheat,3636.43
2023-01-26,Wheat,3124.63
2023-01-27,Wheat,3636.56
2023-01-28,Wheat,3643.48
2023-01-29,Wheat,2989.78
2023-01-30,Wheat,3566.88
2023-01-31,Wheat,3607.56
2023-01-02,Wheat,3073.01
2023-02-02,Wheat,3584.73
2023-03-02,Wheat,3555.26
2023-04-02,Wheat,3536.9
2023-05-02,Wheat,2922.57
2023-06-02,Wheat,3561.85
2023-07-02,Wheat,3653.55
2023-08-02,Wheat,3516.62
2023-09-02,Wheat,3519.33
2023-10-02,Wheat,3504.65
2023-11-02,Wheat,3597.46
2023-12-02,Wheat,3093.51
2023-02-13,Wheat,3639.61
2023-02-14,Wheat,2992.56
2023-02-15,Wheat,3188.73
2023-02-16,Wheat,3067.07
2023-02-17,Wheat,3056.21
2023-02-18,Wheat,3559.58
2023-02-19,Wheat,2766.0
2023-02-20,Wheat,3256.13
2023-02-21,Wheat,3052.65
2023-02-22,Wheat,2877.69
2023-02-23,Wheat,2741.15
2023-02-24,Wheat,2826.3
2023-02-25,Wheat,3183.58
2023-02-26,Wheat,2456.09
2023-02-27,Wheat,2407.09
2023-02-28,Wheat,2976.03
2023-01-03,Wheat,2660.95
2023-02-03,Wheat,2633.79
2023-03-03,Wheat,2604.47
2023-04-03,Wheat,2792.01
2023-05-03,Wheat,2320.56
2023-06-03,Wheat,2971.4
2023-07-03,Wheat,3450.63
2023-08-03,Wheat,3005.09
2023-09-03,Wheat,2611.75
2023-10-03,Wheat,2315.22
2023-11-03,Wheat,2666.11
2023-12-03,Wheat,2217.76
2023-03-13,Wheat,2656.17
2023-03-14,Wheat,2784.18
2023-03-15,Wheat,2537.15
2023-03-16,Wheat,2690.64
2023-03-17,Wheat,3073.91
2023-03-18,Wheat,2431.62
2023-03-19,Wheat,2262.67
2023-03-20,Wheat,2739.45
2023-03-21,Wheat,2759.59
2023-03-22,Wheat,3218.15
2023-03-23,Wheat,2282.69
2023-03-24,Wheat,2589.02
2023-03-25,Wheat,2697.5
2023-03-26,Wheat,2187.5
2023-03-27,Wheat,2657.76
2023-03-28,Wheat,2535.42
2023-03-29,Wheat,2753.93
2023-03-30,Wheat,2538.89
2023-03-31,Wheat,3005.54
2023-01-04,Wheat,3064.23
2023-02-04,Wheat,2146.7
