Date,commodity,price,price_change,price_pct_change,MA7,MA30
2021-02-16,Coffee,6978.86,-183.82999999999993,-0.02566493873111919,7910.907142857143,8383.465666666667
2021-02-17,Coffee,7396.58,417.72000000000025,0.05985504795912222,7844.721428571428,8187.376333333333
2021-02-18,Coffee,7566.13,169.55000000000018,0.02292275619272699,7829.552857142858,8094.095
2021-02-19,Coffee,7003.3,-562.8299999999999,-0.07438809536711632,7713.324285714285,8074.675666666667
2021-02-20,Coffee,7289.33,286.02999999999975,0.04084217440349547,7770.984285714286,8070.801333333334
2021-02-22,Coffee,9499.38,2210.0499999999993,0.30318973074342903,7556.61,8119.312333333333
2021-02-23,Coffee,7591.76,-1907.619999999999,-0.2008152110979874,7617.905714285714,8136.134000000001
2021-02-24,Coffee,8392.31,800.5499999999993,0.10544985615983626,7819.827142857142,8186.449
2021-02-25,Coffee,6688.96,-1703.3499999999995,-0.20296557205346322,7718.738571428571,8194.414333333332
2021-02-26,Coffee,6835.02,146.0600000000004,0.021835980481270667,7614.294285714285,8172.551333333333
2021-02-27,Coffee,7518.37,683.3499999999995,0.09997776158665217,7687.875714285715,8142.355333333332
2021-02-28,Coffee,7713.89,195.52000000000044,0.026005636860117365,7748.527142857143,8152.4856666666665
2021-03-02,Coffee,7792.45,78.55999999999949,0.010184226116784156,7504.68,8137.275999999999
2021-03-03,Coffee,7365.52,-426.9299999999994,-0.0547876470173051,7472.360000000001,8144.354
2021-03-04,Coffee,7955.22,589.6999999999998,0.08006223593174688,7409.918571428571,8087.259333333333
2021-03-05,Coffee,7955.22,0.0,0.0,7590.812857142858,8142.433333333333
2021-03-06,Coffee,11500.0,3544.7799999999997,0.4455916995381648,8257.238571428572,8112.433333333333
2021-03-07,Coffee,7673.89,-3826.1099999999997,-0.3327052173913043,8279.455714285714,8111.0779999999995
2021-03-08,Coffee,7842.86,168.96999999999935,0.022018819659911593,8297.88,8133.506666666667
2021-03-09,Coffee,7669.14,-173.71999999999935,-0.022150083005434196,8280.264285714286,8114.564333333333
2021-03-11,Coffee,7888.32,219.17999999999938,0.02857947566480723,8354.95,7990.841666666666
2021-03-12,Coffee,7856.82,-31.5,-0.003993245710113169,8340.892857142857,7832.7356666666665
2021-03-13,Coffee,8035.29,178.47000000000025,0.022715297028568893,8352.331428571428,7869.326333333333
2021-03-15,Coffee,7305.92,-729.3699999999999,-0.09077083714464562,7753.177142857144,7857.067666666667
2021-03-16,Coffee,7717.45,411.52999999999975,0.05632829267224393,7759.400000000001,7852.320000000001
2021-03-17,Coffee,7491.35,-226.09999999999945,-0.029297241964638454,7709.184285714286,7846.2880000000005
2021-03-18,Coffee,7580.95,89.59999999999945,0.011960461065094963,7696.585714285715,7838.423
2021-03-19,Coffee,7631.68,50.73000000000047,0.006691773458471717,7659.922857142858,7863.288666666665
2021-03-20,Coffee,7867.23,235.54999999999927,0.030864763721749178,7661.410000000001,7758.862999999999
2021-03-22,Coffee,7627.18,-240.04999999999927,-0.030512645492759116,7603.108571428572,7774.3460000000005
2021-03-23,Coffee,7897.25,270.0699999999997,0.03540889293290572,7687.584285714285,7804.959
2021-03-24,Coffee,8261.22,363.96999999999935,0.04608819525784291,7765.265714285714,7833.780333333333
2021-03-25,Coffee,7426.42,-834.7999999999993,-0.10105045017563985,7755.99,7829.123333333334
2021-03-26,Coffee,7509.09,82.67000000000007,0.011131877809227086,7745.724285714285,7845.982999999999
2021-03-27,Coffee,8183.1,674.0100000000002,0.0897592118352557,7824.498571428572,7875.775333333334
2021-03-28,Coffee,6450.0,-1733.1000000000004,-0.2117901528760494,7622.037142857143,7774.129333333333
2021-03-29,Coffee,7744.44,1294.4399999999996,0.20068837209302326,7638.788571428571,7779.218666666667
2021-03-30,Coffee,7670.87,-73.56999999999971,-0.009499718507729349,7606.448571428571,7755.170666666667
2021-03-31,Coffee,7666.67,-4.199999999999818,-0.0005475258999304566,7521.512857142857,7787.7609999999995
2021-04-01,Coffee,12000.0,4333.33,0.5652167107753432,8174.881428571428,7959.927
2021-04-02,Coffee,8094.02,-3905.9799999999996,-0.32549833333333333,8258.442857142858,7979.115333333334
2021-04-03,Coffee,7014.29,-1079.7300000000005,-0.1333984843131102,8091.47,7955.795333333333
2021-04-04,Coffee,7600.0,585.71,0.0835023929720613,8255.755714285715,7949.380333333333
2021-04-05,Coffee,8710.91,1110.9099999999999,0.14617236842105252,8393.822857142857,7994.2266666666665
2021-04-06,Coffee,11500.0,2789.09,0.32018353995162396,8940.841428571428,8112.3859999999995
2021-04-08,Coffee,7901.96,-3598.04,-0.31287304347826084,8974.454285714286,8110.6106666666665
2021-04-09,Coffee,7600.0,-301.96000000000004,-0.038213304041022744,8345.882857142857,7980.6106666666665
2021-04-10,Coffee,7842.72,242.72000000000025,0.03193684210526326,8309.982857142857,7986.238333333334
2021-04-11,Coffee,7677.34,-165.3800000000001,-0.02108707183222147,8404.704285714284,7980.7210000000005
2021-04-12,Coffee,8761.79,1084.4500000000007,0.1412533507699283,8570.674285714285,8017.142666666667
2021-04-13,Coffee,7527.27,-1234.5200000000004,-0.14089814980728832,8401.582857142857,8005.107666666667
2021-04-14,Coffee,9220.0,1692.7299999999996,0.22487967085012217,8075.868571428572,8050.5470000000005
2021-04-15,Coffee,7544.19,-1675.8100000000004,-0.1817581344902387,8024.758571428572,8034.177
2021-04-16,Coffee,7444.74,-99.44999999999982,-0.013182329713329,8002.578571428572,8038.8043333333335
2021-04-17,Coffee,7325.33,-119.40999999999985,-0.0160395124611471,7928.665714285715,8025.733666666666
2021-04-18,Coffee,4700.0,-2625.33,-0.3583906800103204,7503.33142857143,7932.688666666666
2021-04-19,Coffee,7076.92,2376.92,0.5057276595744682,7262.635714285714,7915.8876666666665
2021-04-20,Coffee,6538.46,-538.46,-0.07608677221164006,7121.377142857143,7879.447
2021-04-21,Coffee,7781.13,1242.67,0.19005545648363675,6915.824285714285,7876.577
2021-04-22,Coffee,8273.33,492.1999999999998,0.06325559398185088,7019.987142857142,7898.115333333334
2021-04-23,Coffee,6951.4,-1321.9300000000003,-0.15978209499681506,6949.51,7866.587
2021-04-24,Coffee,6248.62,-702.7799999999997,-0.10109905918232298,6795.694285714285,7799.500333333333
2021-04-25,Coffee,3300.0,-2948.62,-0.47188339185292116,6595.694285714285,7661.9529999999995
2021-04-26,Coffee,7881.71,4581.71,1.3883969696969696,6710.664285714285,7674.373666666666
2021-04-27,Coffee,6650.75,-1230.96,-0.15617930626729482,6726.705714285715,7623.295333333333
2021-04-28,Coffee,5244.44,-1406.3100000000004,-0.21145134007442778,6364.321428571428,7583.11
2021-04-29,Coffee,6868.97,1624.5300000000007,0.3097623387816433,6163.698571428571,7553.9276666666665
2021-04-30,Coffee,6896.55,27.579999999999927,0.004015158022236287,6155.862857142857,7528.116999999999
2021-05-01,Coffee,9005.99,2109.4399999999996,0.30586887646721905,6549.772857142858,7572.761
2021-05-02,Coffee,7334.68,-1671.3099999999995,-0.18557759890917036,7126.155714285715,7417.250333333333
2021-05-03,Coffee,7801.52,466.84000000000015,0.06364831185545938,7114.700000000002,7407.5003333333325
2021-05-04,Coffee,7597.7,-203.82000000000062,-0.026125678072990932,7249.978571428573,7426.9473333333335
2021-05-05,Coffee,7986.57,388.8699999999999,0.05118259473261633,7641.711428571429,7439.8330000000005
2021-05-06,Coffee,11500.0,3513.4300000000003,0.4399172611020752,8303.287142857143,7532.802666666667
2021-05-07,Coffee,12700.0,1200.0,0.10434782608695659,9132.351428571428,7572.802666666667
2021-05-08,Coffee,7705.88,-4994.12,-0.39323779527559055,8946.621428571429,7566.266666666666
2021-05-10,Coffee,7668.52,-37.35999999999967,-0.004848245755189495,8994.312857142857,7568.550666666666
2021-05-11,Coffee,7869.53,201.0099999999993,0.026212359099278437,9004.028571428571,7569.444333333333
2021-05-13,Coffee,7651.72,-217.8099999999995,-0.02767763767340614,9011.745714285715,7568.590333333333
2021-05-14,Coffee,11100.0,3448.2799999999997,0.45065423198967025,9456.521428571428,7646.5306666666675
2021-05-15,Coffee,11100.0,0.0,0.0,9399.378571428571,7765.621666666667
2021-05-17,Coffee,11100.0,0.0,0.0,9170.807142857144,7828.288333333333
2021-05-18,Coffee,11100.0,0.0,0.0,9655.68142857143,7946.815333333333
2021-05-19,Coffee,11100.0,0.0,0.0,10145.892857142857,8068.657333333334
2021-05-20,Coffee,11200.0,100.0,0.009009009009008917,10621.674285714285,8197.813
2021-05-21,Coffee,11200.0,0.0,0.0,11128.57142857143,8414.479666666668
2021-05-22,Coffee,11200.0,0.0,0.0,11142.857142857143,8551.915666666666
2021-05-24,Coffee,11300.0,100.0,0.008928571428571397,11171.42857142857,8710.633666666667
2021-05-25,Coffee,11300.0,0.0,0.0,11200.0,8827.929333333333
2021-05-26,Coffee,11300.0,0.0,0.0,11228.57142857143,8928.818333333333
2021-05-27,Coffee,11400.0,100.0,0.008849557522123908,11271.42857142857,9077.105000000001
2021-05-28,Coffee,11400.0,0.0,0.0,11300.0,9248.817666666668
2021-05-29,Coffee,11400.0,0.0,0.0,11328.57142857143,9518.817666666668
2021-05-31,Coffee,11400.0,0.0,0.0,11357.142857142857,9636.094
2021-06-01,Coffee,7645.0,-3755.0,-0.32938596491228067,10835.0,9669.235666666666
2021-06-02,Coffee,7248.12,-396.8800000000001,-0.05191366906474826,10256.16,9736.025
2021-06-03,Coffee,7171.19,-76.93000000000029,-0.010613786747460052,9666.33,9746.099
2021-06-04,Coffee,7550.0,378.8100000000004,0.05282386884185186,9116.33,9767.880666666668
2021-06-05,Coffee,7884.62,334.6199999999999,0.044320529801324504,8614.132857142857,9730.501666666669
2021-06-07,Coffee,7630.42,-254.19999999999982,-0.0322399811278159,8075.621428571429,9740.359666666665
2021-06-08,Coffee,13000.0,5369.58,0.7037070043326579,8304.192857142856,9913.642333333333
2021-06-09,Coffee,7600.0,-5400.0,-0.41538461538461535,8297.764285714286,9913.719000000001
2021-06-10,Coffee,7264.58,-335.4200000000001,-0.04413421052631583,8300.115714285714,9889.652666666667
2021-06-11,Coffee,8425.0,1160.42,0.15973669503261023,8479.23142857143,9787.152666666667
2021-06-12,Coffee,7948.2,-476.8000000000002,-0.056593471810089,8536.117142857143,9628.759333333332
2021-06-14,Coffee,7670.49,-277.71000000000004,-0.03493998641201779,8505.527142857141,9627.579666666667
2021-06-15,Coffee,7665.02,-5.469999999999345,-0.0007131226297145687,8510.47,9627.463
2021-06-16,Coffee,7665.02,0.0,0.0,7748.33,9620.646
2021-06-17,Coffee,7688.24,23.219999999999345,0.0030293463030754975,7760.935714285714,9621.863333333335
2021-06-18,Coffee,7602.2,-86.03999999999996,-0.011191117863125988,7809.167142857143,9505.27
2021-06-19,Coffee,7621.89,19.69000000000051,0.0025900397253426632,7694.437142857142,9389.333
2021-06-21,Coffee,7621.89,0.0,0.0,7647.821428571428,9273.395999999999
2021-06-22,Coffee,7629.8,7.9099999999998545,0.0010378003356121823,7642.008571428572,9157.722666666668
2021-06-23,Coffee,6878.33,-751.4700000000003,-0.09849144145324917,7529.624285714286,9017.000333333333
2021-06-24,Coffee,5991.63,-886.6999999999998,-0.1289121051185389,7290.568571428572,8843.388
2021-06-25,Coffee,7666.5,1674.87,0.27953495125700356,7287.462857142857,8725.604666666668
2021-06-26,Coffee,7644.55,-21.949999999999818,-0.002863105719689507,7293.512857142858,8607.089666666667
2021-06-27,Coffee,7600.0,-44.55000000000018,-0.005827681158472431,7290.385714285715,8483.756333333333
2021-06-28,Coffee,12300.0,4700.0,0.618421052631579,7958.687142857142,8517.089666666667
2021-06-29,Coffee,6854.46,-5445.54,-0.44272682926829265,7847.924285714286,8368.905
2021-06-30,Coffee,6785.71,-68.75,-0.010029965890821502,7834.692857142857,8215.095333333333
2021-07-01,Coffee,8521.05,1735.3399999999992,0.25573447730598553,8196.038571428571,8119.1303333333335
2021-07-02,Coffee,7600.0,-921.0499999999993,-0.1080911390028223,8186.538571428571,7992.4636666666665
2021-07-03,Coffee,6400.0,-1200.0,-0.1578947368421053,8008.745714285714,7825.7970000000005
2021-07-04,Coffee,7581.25,1181.25,0.1845703125,8006.067142857142,7823.6720000000005
2021-07-05,Coffee,7766.67,185.42000000000007,0.02445770816158288,7358.448571428571,7840.956999999999
2021-07-06,Coffee,7618.91,-147.76000000000022,-0.019024884538676234,7467.655714285714,7855.880999999999
2021-07-07,Coffee,7650.5,31.590000000000146,0.0041462623918644415,7591.197142857142,7859.231
2021-07-08,Coffee,13000.0,5349.5,0.6992353440951571,8231.047142857144,8029.743666666666
2021-07-09,Coffee,7709.8,-5290.2,-0.40693846153846147,8246.732857142857,8032.389666666667
2021-07-10,Coffee,7967.24,257.4399999999996,0.03339126825598582,8470.624285714286,7864.630999999999
2021-07-11,Coffee,7600.0,-367.2399999999998,-0.04609375392231185,8473.302857142857,7864.630999999999
2021-07-12,Coffee,8665.69,1065.6900000000005,0.14022236842105262,8601.734285714285,7911.334666666667
2021-07-13,Coffee,6957.43,-1708.2600000000002,-0.19712913801439935,8507.237142857144,7862.415666666667
2021-07-14,Coffee,7650.5,693.0699999999997,0.09961580641127532,8507.237142857144,7852.492333333333
2021-07-15,Coffee,6788.67,-861.8299999999999,-0.11265015358473296,7619.904285714286,7823.098333333333
2021-07-16,Coffee,5868.32,-920.3500000000004,-0.13557147423574878,7356.835714285714,7763.208333333333
2021-07-17,Coffee,6660.4,792.0799999999999,0.13497559778607848,7170.144285714285,7729.7210000000005
2021-07-19,Coffee,7650.5,990.1000000000004,0.14865473545132435,7177.358571428571,7728.463000000001
2021-07-20,Coffee,7625.87,-24.63000000000011,-0.0032193974250048774,7028.812857142856,7729.2519999999995
2021-07-21,Coffee,12800.0,5174.13,0.6784970108328623,7863.465714285713,7901.855666666667
2021-07-22,Coffee,7631.01,-5168.99,-0.40382734374999996,7860.681428571428,7902.1596666666655
2021-07-23,Coffee,7651.49,20.479999999999563,0.002683786287791534,7983.941428571428,7902.882666666667
2021-07-24,Coffee,6858.42,-793.0699999999997,-0.10364909318315774,8125.384285714285,7902.218999999999
2021-07-25,Coffee,7600.0,741.5799999999999,0.10812694468988493,8259.612857142856,7955.8313333333335
2021-07-26,Coffee,6888.67,-711.3299999999999,-0.09359605263157889,8150.779999999999,7929.903666666667
2021-07-27,Coffee,6859.41,-29.26000000000022,-0.004247554317451718,8041.285714285715,7903.732333333333
2021-07-28,Coffee,7671.05,811.6400000000003,0.11832504544851541,7308.578571428572,7906.100666666666
2021-07-29,Coffee,7901.96,230.90999999999985,0.030101485455054977,7347.285714285715,7759.499333333332
2021-07-30,Coffee,7709.8,-192.15999999999985,-0.02431801730203642,7355.615714285714,7788.010666666667
2021-07-31,Coffee,5800.0,-1909.8000000000002,-0.24771070585488597,7204.412857142857,7755.153666666667
2021-08-01,Coffee,10647.26,4847.26,0.8357344827586208,7639.7357142857145,7826.027333333333
2021-08-02,Coffee,11000.0,352.7399999999998,0.03312965025743719,8227.06857142857,7939.3606666666665
2021-08-03,Coffee,7971.32,-3028.6800000000003,-0.2753345454545455,8385.912857142857,7991.737999999999
2021-08-04,Coffee,7955.56,-15.759999999999309,-0.001977087859977966,8426.557142857142,8004.214999999999
2021-08-05,Coffee,11100.0,3144.4399999999996,0.395250617178426,8883.42,8115.326
2021-08-06,Coffee,7612.62,-3487.38,-0.31417837837837836,8869.537142857143,8115.116333333334
2021-08-07,Coffee,7751.46,138.84000000000015,0.01823813614760761,9148.317142857142,8118.4816666666675
2021-08-09,Coffee,7815.38,63.92000000000007,0.008246188459980486,8743.762857142858,7945.661000000001
2021-08-10,Coffee,7668.52,-146.85999999999967,-0.0187911528294209,8267.837142857143,7944.285
2021-08-11,Coffee,7956.92,288.39999999999964,0.03760829990663117,8265.78,7943.941000000001
2021-08-12,Coffee,7172.01,-784.9099999999999,-0.09864495307229426,8153.844285714286,7929.674666666667
2021-08-13,Coffee,8000.0,827.9899999999998,0.11544741292887206,7710.987142857143,7907.485
2021-08-14,Coffee,7709.8,-290.1999999999998,-0.036274999999999946,7724.870000000001,7932.564
2021-08-16,Coffee,7023.53,-686.2700000000004,-0.08901268515395999,7620.88,7911.665
2021-08-17,Coffee,13200.0,6176.47,0.8793968275212038,8390.111428571428,8125.376
2021-08-18,Coffee,13200.0,0.0,0.0,9180.322857142857,8369.765333333335
2021-08-19,Coffee,13200.0,0.0,0.0,9929.334285714285,8587.752
2021-08-20,Coffee,13200.0,0.0,0.0,10790.475714285714,8772.735333333334
2021-08-21,Coffee,7931.71,-5268.29,-0.3991128787878788,10780.720000000001,8782.93
2021-08-22,Coffee,7600.0,-331.71000000000004,-0.04182074231155708,10765.034285714286,8609.596666666666
2021-08-23,Coffee,13100.0,5500.0,0.7236842105263157,11633.101428571428,8791.896333333334
2021-08-24,Coffee,7734.15,-5365.85,-0.40960687022900766,10852.265714285715,8794.651666666667
2021-08-25,Coffee,7763.11,28.960000000000036,0.0037444321612587483,10075.567142857142,8824.807999999999
2021-08-26,Coffee,7709.8,-53.30999999999949,-0.006867093213930975,9291.252857142857,8828.468
2021-08-27,Coffee,13200.0,5490.2,0.7121066694337077,9291.252857142857,9038.845666666666
2021-08-28,Coffee,7600.0,-5600.0,-0.4242424242424242,9243.865714285714,9063.532000000001
2021-08-29,Coffee,7600.0,0.0,0.0,9243.865714285714,9061.163666666665
2021-08-30,Coffee,7800.0,200.0,0.026315789473684292,8486.722857142857,9057.765000000001
2021-08-31,Coffee,7905.88,105.88000000000011,0.01357435897435888,8511.255714285715,9064.301000000001
2021-09-01,Coffee,10647.62,2741.7400000000007,0.34679757345165885,8923.328571428572,9225.888333333334
2021-09-02,Coffee,11000.0,352.3799999999992,0.03309471975896949,9393.357142857143,9237.646333333334
2021-09-03,Coffee,6919.68,-4080.3199999999997,-0.37093818181818183,8496.168571428572,9101.635666666667
2021-09-04,Coffee,8044.44,1124.7599999999993,0.16254508879023288,8559.66,9104.073
2021-09-06,Coffee,11400.0,3355.5600000000004,0.4171278547667707,9102.517142857143,9218.887666666667
2021-09-07,Coffee,7651.49,-3748.51,-0.32881666666666665,9081.301428571429,9103.937333333333
2021-09-08,Coffee,7875.37,223.8800000000001,0.029259660536705923,9076.942857142856,9112.695666666667
2021-09-09,Coffee,7666.56,-208.8099999999995,-0.026514309803856717,8651.077142857142,9109.865666666667
2021-09-10,Coffee,7889.82,223.2599999999993,0.029121274730778746,8206.765714285713,9112.347
2021-09-11,Coffee,7958.04,68.22000000000025,0.008646585093196046,8355.102857142856,9121.997666666666
2021-09-12,Coffee,7859.89,-98.14999999999964,-0.012333438886962034,8328.738571428572,9118.763333333332
2021-09-13,Coffee,7697.32,-162.57000000000062,-0.020683495570548827,7799.784285714285,9136.273666666666
2021-09-14,Coffee,7680.6,-16.719999999999345,-0.002172184604511629,7803.942857142858,9125.627
2021-09-15,Coffee,7841.22,160.6199999999999,0.02091242871650656,7799.064285714286,9130.007666666666
2021-09-16,Coffee,7666.67,-174.55000000000018,-0.02226056659550424,7799.080000000001,9151.445666666667
2021-09-17,Coffee,7690.91,24.23999999999978,0.003161737755766225,7770.664285714286,8967.809333333333
2021-09-18,Coffee,7805.7,114.78999999999996,0.014925411947350753,7748.901428571428,8787.999333333333
2021-09-19,Coffee,7595.45,-210.25,-0.0269354446109894,7711.124285714286,8601.181
2021-09-20,Coffee,7669.33,73.88000000000011,0.009726875958633086,7707.125714285715,8416.825333333332
2021-09-21,Coffee,7676.06,6.730000000000473,0.0008775212437071023,7706.477142857142,8408.303666666667
2021-09-22,Coffee,7696.53,20.469999999999345,0.002666732672751193,7685.807142857143,8411.521333333334
2021-09-23,Coffee,7687.01,-9.519999999999527,-0.0012369210540333908,7688.712857142857,8231.088333333333
2021-09-24,Coffee,8660.9,973.8899999999994,0.12669295343703202,7827.282857142856,8261.98
2021-09-25,Coffee,7612.15,-1048.75,-0.12109018693207407,7799.632857142858,8256.948
2021-09-26,Coffee,7800.0,187.85000000000036,0.024677653488173634,7828.854285714285,8259.954666666667
2021-09-27,Coffee,13500.0,5700.0,0.7307692307692308,8661.807142857142,8269.954666666667
2021-09-28,Coffee,7280.4,-6219.6,-0.4607111111111112,8605.284285714286,8259.301333333333
2021-09-29,Coffee,7747.28,466.8800000000001,0.06412834459645067,8612.534285714286,8264.210666666668
2021-09-30,Coffee,7854.08,106.80000000000018,0.013785483421278277,8636.401428571427,8266.013333333332
2021-10-02,Coffee,6793.63,-1060.4499999999998,-0.13501899649608862,8369.648571428572,8228.938333333334
2021-10-03,Coffee,7753.12,959.4899999999998,0.14123377340243715,8389.787142857143,8132.455
2021-10-04,Coffee,11209.68,3456.5600000000004,0.445828260106899,8876.884285714286,8139.444333333334
2021-10-05,Coffee,7766.67,-3443.01,-0.3071461451174342,8057.837142857143,8167.677333333334
2021-10-06,Coffee,11300.0,3533.33,0.4549349978819752,8632.065714285714,8276.196
2021-10-07,Coffee,7700.0,-3600.0,-0.31858407079646023,8625.31142857143,8152.862666666667
2021-10-08,Coffee,7949.5,249.5,0.03240259740259743,8638.942857142856,8162.796333333333
2021-10-09,Coffee,7661.11,-288.3900000000003,-0.036277753317818795,8762.868571428571,8155.654333333334
2021-10-10,Coffee,7600.0,-61.10999999999967,-0.00797665090306754,8740.994285714285,8153.435666666667
2021-10-11,Coffee,8727.39,1127.3899999999994,0.14834078947368412,8386.381428571429,8181.354666666666
2021-10-12,Coffee,16968.75,8241.36,0.944309810836917,9700.964285714286,8481.711666666666
2021-10-13,Coffee,7941.9,-9026.85,-0.5319690607734806,9221.235714285714,8484.445333333333
2021-10-14,Coffee,7672.31,-269.58999999999924,-0.03394527757841315,9217.28,8483.611666666666
2021-10-15,Coffee,7863.08,190.76999999999953,0.024864740866831436,9204.934285714286,8489.694333333335
2021-10-16,Coffee,7852.51,-10.569999999999709,-0.0013442569578332453,9232.277142857143,8490.070666666667
2021-10-17,Coffee,7600.0,-252.51000000000022,-0.03215659706259533,9232.277142857143,8487.848333333333
2021-10-18,Coffee,7852.53,252.52999999999975,0.03322763157894726,9107.297142857144,8493.235666666666
2021-10-19,Coffee,7986.89,134.36000000000058,0.017110409001939608,7824.174285714286,8499.275333333333
2021-10-20,Coffee,7647.86,-339.03000000000065,-0.04244831217157119,7782.168571428571,8501.022333333332
2021-10-21,Coffee,8809.81,1161.9499999999998,0.15193138995745215,7944.668571428571,8539.038333333334
2021-10-22,Coffee,8829.46,19.649999999999636,0.00223046808046945,8082.722857142857,8577.485
2021-10-23,Coffee,7847.47,-981.9899999999989,-0.11121744704659164,8082.002857142857,8582.516333333333
2021-10-25,Coffee,8587.69,740.2200000000003,0.09432594199149547,8223.101428571428,8612.539
2021-10-27,Coffee,8630.16,42.469999999999345,0.004945450988566025,8334.191428571428,8611.514333333333
2021-10-28,Coffee,7890.21,-739.9499999999998,-0.08574000945521287,8320.38,8620.783
2021-10-29,Coffee,7863.08,-27.13000000000011,-0.0034384382671690528,8351.125714285714,8622.885666666665
2021-10-30,Coffee,7825.45,-37.63000000000011,-0.004785656511189007,8210.502857142857,8433.734
2021-11-01,Coffee,7701.3,-124.14999999999964,-0.015864902337884623,8049.337142857143,8447.764
2021-11-02,Coffee,7780.08,78.77999999999975,0.010229441782556137,8039.71,8448.857333333333
2021-11-03,Coffee,7800.0,19.920000000000073,0.002560384983187891,7927.182857142857,8447.054666666667
2021-11-05,Coffee,11100.0,3300.0,0.42307692307692313,8280.017142857143,8590.600333333334
2021-11-06,Coffee,11400.0,300.0,0.027027027027026973,8781.415714285715,8712.163
2021-11-08,Coffee,7863.16,-3536.84,-0.31024912280701755,8781.427142857143,8600.612333333333
2021-11-09,Coffee,8256.9,393.7399999999998,0.05007401604444017,8843.062857142857,8616.953333333333
2021-11-10,Coffee,7846.67,-410.22999999999956,-0.049683295183422294,8863.83,8501.842333333332
2021-11-11,Coffee,8588.27,741.6000000000004,0.09451142968928217,8979.285714285714,8531.451333333334
2021-11-12,Coffee,8717.05,128.77999999999884,0.014994870911138047,9110.292857142857,8557.036333333333
2021-11-13,Coffee,7450.0,-1267.0499999999993,-0.1453530724270251,8588.864285714286,8549.999333333333
