Date,Coffee,Soybean,Wheat,Cotton,Maize,Onion,Sugar,Turmeric
2021-01-29,7153.18,4184.49,2074.8,5562.39,1297.6047655068078,2155.4915,3222.0,7453.29
2021-01-30,9668.06,4276.96,2267.22,5610.35,1349.7330279050395,2191.5609999999997,3222.0,8993.83
2021-01-31,6300.0,4291.37,1749.37,5486.73,1431.2930463576158,2227.6304999999998,3222.0,8282.835000000001
2021-02-01,7303.3,3623.88,2200.89,5572.56,1297.5443265599713,2263.7,3222.0,7571.84
2021-02-02,7714.55,4273.36,2286.0,5618.01,1287.1559048428207,3013.14,3222.0,7960.77
2021-02-03,7792.45,4322.48,2237.33,5641.09,1279.420854945448,2303.12,3222.0,7184.03
2021-02-04,8094.02,4318.27,2168.81,5633.09,1273.6916347731,843.65,3222.0,7274.14
2021-02-05,7334.68,4391.66,2368.31,5755.81,1269.960011936735,879.77,3242.0,7540.19
2021-02-06,7248.12,4433.36,1838.28,5525.24,1284.3395707209686,1636.23,3242.0,9398.23
2021-02-07,7600.0,4475.56,1663.35,5754.57,1245.6521739130435,1558.56,3242.0,8470.154999999999
2021-02-08,11000.0,4333.43,1728.22,5790.07,1276.504226173127,1511.71,3242.0,7542.08
2021-02-09,11000.0,4510.72,2498.4,5699.22,1255.6060862214708,1454.43,3242.0,9194.98
2021-02-10,6793.63,4492.89,1655.92,5859.04,1289.804030761071,2165.91,3222.0,8853.77
2021-02-11,7780.08,4317.11,2434.77,5801.26,1276.932831136221,1984.13,3222.0,7790.91
2021-02-12,7331.58,4489.16,2217.2,5861.11,1290.2420470262794,1868.87,3222.0,9862.63
2021-02-13,6885.71,4470.14,2437.3,5837.18,1306.870731707317,1884.6917647058822,3222.0,10971.48
2021-02-14,11000.0,4593.38,1646.65,5786.1,1244.4600938967135,1900.5135294117647,3222.0,10517.505000000001
2021-02-15,7162.69,4490.04,2106.35,5798.35,1310.920200462606,1916.335294117647,3222.0,10063.53
2021-02-16,6978.86,4674.66,2456.36,5796.83,1291.7804182509506,1932.1570588235293,3202.0,11101.47
2021-02-17,7396.58,4688.71,2062.61,5742.95,1326.2735813603908,1947.9788235294118,3202.0,10523.11
2021-02-18,7566.13,4707.18,1949.99,5806.33,1323.4276910435497,1963.800588235294,3222.0,9689.68
2021-02-19,7003.3,4595.07,1688.14,5775.92,1174.514598540146,1979.6223529411764,3222.0,10169.335
2021-02-20,7289.33,4672.25,2284.38,5891.24,1365.6615252784918,1995.4441176470589,3222.0,10648.99
2021-02-21,8394.355,4574.1,1669.8,5908.45,1286.0759493670887,2011.2658823529412,3222.0,9999.265000000001
2021-02-22,9499.38,4715.61,2089.57,5978.48,1488.5226130653266,2027.0876470588237,3222.0,9349.54
2021-02-23,7591.76,4807.94,2137.25,5912.02,1384.12661039538,2042.909411764706,3222.0,13797.74
2021-02-24,8392.31,4817.15,1950.34,5933.65,1372.4561403508771,2058.7311764705883,3222.0,15191.84
2021-02-25,6688.96,4870.7,1745.14,5971.13,1416.5222627737226,2074.5529411764705,3222.0,15897.24
2021-02-26,6835.02,4788.59,2001.48,5930.92,1410.431793179318,2090.374705882353,3222.0,13049.71
2021-02-27,7518.37,4857.2,1822.98,5898.09,1408.6274678111588,2106.1964705882356,3222.0,13683.02
2021-02-28,7713.89,4649.07,1682.14,5904.16,1340.2325581395348,2122.018235294118,3222.0,13884.515000000001
2021-03-01,7545.39,4842.85,2013.85,5946.23,1421.7985581000848,2137.84,3222.0,14086.01
2021-03-02,7170.0,4923.77,2125.13,5873.27,1401.852094901565,3088.32,3222.0,18604.72
2021-03-03,7365.52,4973.1,1843.55,5932.15,1442.9750135795764,2178.37,3222.0,16350.22
2021-03-04,7014.29,4913.89,1973.14,5980.63,1494.5218855218857,860.85,3222.0,12574.13
2021-03-05,7801.52,5090.33,1989.51,5863.27,1468.7515188335358,1040.35,3222.0,12601.57
2021-03-06,7171.19,4872.72,2219.91,5936.92,1449.9056420233462,1640.28,3222.0,13049.81
2021-03-07,6400.0,4948.39,1711.81,5981.64,1365.0442477876106,1638.65,3222.0,14170.349999999999
2021-03-08,7971.32,4989.07,1951.18,5926.24,1439.876216216216,1450.94,3222.0,15290.89
2021-03-09,6919.68,4969.97,2116.86,5868.77,1413.436477007015,1306.23,3222.0,12515.52
2021-03-10,7753.12,4992.97,1983.89,5838.79,1410.8478818998717,2225.27,3222.0,14167.26
2021-03-11,7800.0,4778.05,2146.46,5881.85,1371.3057324840763,2071.29,3222.0,13198.71
2021-03-12,7611.11,5109.07,1988.06,5796.84,1412.146570397112,2074.36,3222.0,12230.16
2021-03-13,8035.29,5008.83,2119.92,6090.12,1631.664705882353,2088.2490000000003,3222.0,12283.57
2021-03-14,7670.605,4657.94,1706.7,6021.23,1387.0,2102.138,3222.0,14424.14
2021-03-15,7305.92,5118.49,2039.39,5618.27,1395.800332778702,2116.027,3222.0,16564.71
2021-03-16,7717.45,5221.62,2489.6,6421.88,1409.4290322580646,2129.916,3222.0,14299.61
2021-03-17,7491.35,5208.662870012642,1716.17,6222.55,1352.162162162162,2143.8050000000003,3222.0,8400.0
2021-03-18,7580.95,5215.971913341761,1768.19,6275.8,1290.9638009049777,2157.694,3222.0,8525.9
2021-03-19,7631.68,5223.280956670881,1672.35,5855.52,1303.039660056657,2171.583,3222.0,10553.275
2021-03-20,7867.23,5230.59,2216.14,5812.34,1394.8045325779035,2185.472,3222.0,12580.65
2021-03-21,7747.205,5401.95,1741.85,5862.09,1360.0,2199.361,3222.0,10975.655
2021-03-22,7627.18,5246.09,2051.48,5676.89,1411.9308681672026,2213.25,3222.0,9370.66
2021-03-23,7897.25,5480.18,1797.14,5601.85,1349.4332688588008,2227.139,3222.0,11877.89
2021-03-24,8261.22,5332.49,2265.87,5633.5,1454.6985294117646,2241.028,3222.0,10698.81
2021-03-25,7426.42,5518.51,1995.97,5646.14,1387.8602305475504,2254.917,3220.0,10475.29
2021-03-26,7509.09,5417.58,2022.42,5678.0,1352.1980676328503,2268.806,3221.0,10109.31
2021-03-27,8183.1,5458.69,2214.11,5709.08,1493.2287390029326,2282.6949999999997,3222.0,10135.0
2021-03-28,6450.0,5400.0,1784.25,6118.75,1425.0,2296.584,3222.0,8787.333333333334
2021-03-29,7744.44,4300.0,1935.16,5957.576964836711,1457.5,2310.473,3222.0,7439.666666666666
2021-03-30,7670.87,4970.21,2624.83,5879.92,1388.8478260869565,2324.362,3222.0,6092.0
2021-03-31,7666.67,5214.62,2670.02,5628.85,1345.3193277310925,2338.2509999999997,3202.0,12670.17
2021-04-01,7560.0,5584.39,2191.0,5572.38,1343.175084175084,2352.14,3222.0,11350.0
2021-04-02,8237.41,5810.48,2796.66,5626.56,1355.7,2896.02,3222.0,11960.35
2021-04-03,7955.22,5915.2,2176.72,5544.85,1299.031798245614,1873.31,3213.0,9374.28
2021-04-04,7600.0,6015.88,1795.17,5696.67,1424.5934959349593,837.06,3213.0,8547.17
2021-04-05,7597.7,5974.7,2054.09,5720.1,1409.6608846487425,984.6,3213.0,7720.06
2021-04-06,7550.0,6137.16,2118.2,5613.76,1385.3168202764978,1650.42,3252.0,10540.37
2021-04-07,7581.25,6264.93,2301.85,5625.08,1397.9038686987103,1506.75,3252.0,10455.37
2021-04-08,7955.56,6092.49,2106.13,5596.79,1377.3144611186904,1510.49,3252.0,10938.85
2021-04-09,8044.44,6244.65,2315.16,5854.99,1379.6789437109103,1385.69,3242.0,9710.96
2021-04-10,11209.68,6233.74,3000.02,6057.38,1542.5776397515529,2940.39,3242.0,13000.0
2021-04-11,9446.7,6393.85,1688.14,5632.35,1366.0,1997.92,3242.0,10377.275
2021-04-12,7683.72,6521.51,2343.25,6025.45,1387.8631705846897,2099.56,3242.0,7754.55
2021-04-13,7527.27,6914.39,2919.58,5946.77,1413.8257261410788,2104.7052631578945,3252.0,8053.66
2021-04-14,9220.0,5923.53,3182.48,5901.79,1526.057142857143,2109.8505263157895,3262.0,6630.0
2021-04-15,7544.19,6770.77,2203.86,5533.58,1430.637101811368,2114.995789473684,3262.0,10706.33
2021-04-16,7444.74,6986.55,2183.09,5650.08,1436.4170681348933,2120.141052631579,3282.0,9645.56
2021-04-17,7325.33,7037.2,2380.03,5330.41,1480.855789473684,2125.2863157894735,3282.0,9376.79
2021-04-18,4700.0,7424.33,1726.19,6000.0,1404.6511627906978,2130.4315789473685,3282.0,8238.41
2021-04-19,7076.92,7039.18,2646.35,5587.81,1477.436507936508,2135.576842105263,3282.0,7100.03
2021-04-20,6538.46,7130.63,2431.44,5582.93,1483.0130813953488,2140.722105263158,3282.0,10335.92
2021-04-21,7781.13,6256.25,3139.03,5917.65,1548.6387434554974,2145.8673684210526,3262.0,6878.42
2021-04-22,8273.33,7089.0,2050.09,5643.84,1527.068261376896,2151.0126315789475,3262.0,9761.08
2021-04-23,6951.4,7222.26,2248.3,5588.78,1514.2426390403489,2156.157894736842,3262.0,10153.48
2021-04-24,6248.62,7271.26,1859.62,5511.12,1500.7434210526317,2161.303157894737,3262.0,7200.0
2021-04-25,3300.0,6800.0,2005.94,6000.0,1459.357142857143,2166.4484210526316,3262.0,8131.0
2021-04-26,7881.71,6830.97,2313.78,5493.43,1504.6304464766004,2171.5936842105266,3262.0,9062.0
2021-04-27,6650.75,6447.92,2257.45,5464.76,1445.3367346938776,2176.738947368421,3252.0,8649.17
2021-04-28,5244.44,6833.25,1944.84,5526.07,1466.592972181552,2181.884210526316,3252.0,7721.92
2021-04-29,6868.97,6954.58,2193.99,5447.01,1439.215582893966,2187.0294736842106,3252.0,9200.46
2021-04-30,6896.55,6890.37,2114.61,5470.46,1443.7252141982865,2192.1747368421056,3252.0,8811.48
2021-05-01,7955.22,6092.5,2529.29,6000.0,1439.1891891891892,2197.32,3252.0,6700.0
2021-05-02,7955.22,6893.71,1763.57,6000.0,1476.457894736842,2844.01,3252.0,6800.0
2021-05-03,7955.22,6932.11,2270.6,6103.1,1460.149299474606,1676.45,3252.0,6966.9
2021-05-04,8710.91,7097.2,2169.37,6081.25,1454.9813602015113,812.28,3262.0,6889.21
2021-05-05,7986.57,7022.5,1997.63,5914.71,1453.3689862542956,972.39,3262.0,7038.77
2021-05-06,7884.62,7198.76,2123.37,6000.0,1449.337889557135,1546.23,3262.0,6888.86
2021-05-07,7766.67,7147.54,2234.62,6033.33,1462.2834046600094,1654.82,3252.0,7072.05
2021-05-08,11100.0,6725.59,2634.64,5983.54532436951,1458.1874386653585,1540.49,3252.0,6941.06
2021-05-09,9433.335,6700.0,2030.8,5975.181706602437,1488.0530973451328,1265.36,3252.0,6800.0
2021-05-10,7766.67,6676.33,2593.93,5966.8180888353645,1478.594017094017,2796.71,3252.0,6818.52
2021-05-11,11100.0,6851.44,2684.25,5958.454471068291,1472.2545454545457,2120.64,3250.0,6900.73
2021-05-12,11100.0,7068.68,2243.16,5950.090853301219,1478.1618357487923,1827.41,3250.0,7000.74
2021-05-13,7651.72,6990.08,2471.51,5941.727235534146,1427.4205533596837,1856.6665,3252.0,7079.51
2021-05-14,11100.0,6475.0,3222.29,5933.363617767073,1413.252427184466,1885.923,3252.0,6691.67
2021-05-15,11100.0,7064.84,2839.71,5925.0,1395.97703180212,1915.1795,3252.0,13000.0
2021-05-16,11100.0,6695.78,1660.81,5000.0,1460.0,1944.4360000000001,3252.0,6780.95
2021-05-17,11100.0,7343.96,2554.45,5465.0,1447.2319801159902,1973.6925,3252.0,7048.85
2021-05-18,11100.0,7364.63,2399.9,5930.0,1477.210717529519,2002.949,3252.0,7259.81
2021-05-19,11100.0,7384.52,2391.8,5920.0,1482.1073131955484,2032.2055,3252.0,6982.88
2021-05-20,11200.0,7207.39,2285.88,5910.0,1468.6477272727273,2061.462,3252.0,7097.76
2021-05-21,11200.0,7011.12,1860.86,5900.0,1425.014705882353,2090.7185,3252.0,6949.54
2021-05-22,11200.0,6898.23,2422.31,5902.727272727273,1440.2021276595744,2119.975,3242.0,6650.0
2021-05-23,11250.0,5192.29,1770.48,5905.454545454545,1450.0,2149.2315,3242.0,6800.0
2021-05-24,11300.0,6788.12,2041.82,5908.181818181818,1540.027397260274,2178.488,3242.0,7041.12
2021-05-25,11300.0,6837.05,2363.69,5910.909090909091,1469.1699429296132,2207.7445,3242.0,7121.81
2021-05-26,11300.0,6673.11,2944.28,5913.636363636364,1555.522480620155,2237.001,3252.0,7344.02
2021-05-27,11400.0,7035.35,2013.04,5916.363636363636,1509.0772303595206,2266.2575,3252.0,7188.14
2021-05-28,11400.0,7012.83,2014.59,5919.090909090909,1494.2197802197802,2295.514,3252.0,6914.54
2021-05-29,11400.0,6933.27,2298.95,5921.818181818182,1518.236338797814,2324.7705,3252.0,7314.46
2021-05-30,11400.0,7066.62,1738.71,5924.545454545455,1465.891891891892,2354.027,3252.0,6700.0
2021-05-31,11400.0,6993.19,2187.15,5927.272727272727,1521.7158154859967,2383.2835,3252.0,7175.39
2021-06-01,11400.0,6804.98,2409.65,5930.0,1508.7598978288634,2412.54,3252.0,6889.33
2021-06-02,11600.0,6885.63,1650.79,5927.5,1528.0495356037152,2715.95,3246.0,6785.43
2021-06-03,11500.0,6937.69,1769.75,5925.0,1527.007619047619,1782.29,3246.0,7979.21
2021-06-04,11500.0,6926.61,2226.34,5922.5,1517.7808510638297,785.75,3252.0,8020.2
2021-06-05,11500.0,6848.49,1929.77,5920.0,1533.2820512820513,1006.34,3252.0,5876.74
2021-06-06,9559.455,6813.06,1719.58,5902.222222222223,1517.6470588235295,1544.4,3248.6666666666665,6416.67
2021-06-07,7618.91,6919.4,1860.83,5884.444444444444,1571.6789772727273,1589.8,3245.3333333333335,8195.53
2021-06-08,7612.62,6914.87,2571.87,5866.666666666667,1566.0345821325648,1446.21,3242.0,7759.78
2021-06-09,11400.0,6291.9,2447.84,5848.888888888889,1591.112121212121,1379.05,3242.0,8168.85
2021-06-10,11300.0,7033.12,2372.56,5831.111111111111,1604.8152424942264,2718.05,3242.0,8362.8
2021-06-11,11400.0,6949.67,2277.45,5813.333333333333,1607.0193905817175,2296.84,3242.0,7694.08
2021-06-12,11400.0,6918.48,2538.35,5795.555555555556,1710.2985074626863,1771.85,3236.0,10312.31
2021-06-13,9535.244999999999,6645.24,2144.82,5777.777777777777,1645.6315789473683,1813.8954999999999,3236.0,5946.15
2021-06-14,7670.49,7041.18,2195.22,5760.0,1584.0796963946868,1855.941,3236.0,7585.24
2021-06-15,7665.02,6852.04,2604.38,5781.666666666667,1665.199460916442,1897.9865,3232.0,8332.65
2021-06-16,7665.02,6972.58,2280.7,5803.333333333333,1645.1508771929823,1940.032,3232.0,6726.05
2021-06-17,7688.24,6978.05,2233.21,5825.0,1652.90332326284,1982.0774999999999,3232.0,6335.56
2021-06-18,7602.2,6752.75,2271.0,5100.0,1619.958041958042,2024.123,3232.0,6823.54
2021-06-19,7621.89,7078.03,2427.75,5132.727272727273,1728.029197080292,2066.1684999999998,3232.0,6585.66
2021-06-20,7621.89,6826.35,1739.13,5165.454545454545,1682.5471698113208,2108.214,3232.0,6400.0
2021-06-21,7621.89,7277.37,2242.56,5198.181818181818,1643.6809210526317,2150.2595,3232.0,8805.55
2021-06-22,7629.8,7337.56,2441.11,5230.909090909091,1754.5248756218905,2192.305,3232.0,7317.15
2021-06-23,6878.33,7266.04,2281.72,5263.636363636364,1754.0719602977667,2234.3505,3226.0,8415.12
2021-06-24,5991.63,6844.15,2346.92,5296.363636363636,1810.2900943396223,2276.396,3226.0,7803.24
2021-06-25,7666.5,6956.12,2188.86,5329.090909090909,1793.8850174216027,2318.4415,3226.0,7333.91
2021-06-26,7644.55,6957.17,2529.95,5361.818181818182,1811.8630952380952,2360.487,3226.0,6298.89
2021-06-27,7600.0,7087.5,2007.42,5394.545454545455,1700.0,2402.5325000000003,3226.0,6706.05
2021-06-28,12300.0,6878.45,2204.37,5427.272727272727,1793.1486068111456,2444.578,3226.0,7113.21
2021-06-29,6854.46,6818.34,2381.26,5460.0,1798.6491228070176,2486.6235,3232.0,7269.39
2021-06-30,6785.71,6943.05,2134.69,5492.727272727273,1757.8392857142858,2528.669,3232.0,7773.47
2021-07-01,12600.0,6858.87,2437.45,5525.454545454546,1764.8129496402878,2570.7145,3232.0,7041.07
2021-07-02,12600.0,7168.45,2396.26,5558.181818181818,1829.485207100592,2612.76,3232.0,7369.8
2021-07-03,7673.89,7241.77,2725.29,5590.909090909091,1797.9239130434785,1613.06,3222.0,8316.67
2021-07-04,10186.945,7158.62,1672.94,5623.636363636364,1775.0,763.1,3222.0,7566.545
2021-07-05,12700.0,7052.85,2669.41,5656.363636363636,1799.452380952381,1011.45,3222.0,6816.42
2021-07-06,7630.42,7050.7,2867.95,5689.090909090909,1878.9105691056911,1597.01,3226.0,7756.4
2021-07-07,7650.5,7251.83,2500.98,5721.818181818182,1753.2535211267605,1623.15,3226.0,6943.55
2021-07-08,7751.46,6969.66,2587.5,5754.545454545455,1861.512,1498.95,3226.0,6990.89
2021-07-09,7651.49,6953.11,2770.93,5787.272727272727,1893.657894736842,1374.03,3226.0,9705.0
2021-07-10,7700.0,7177.56,3085.57,5820.0,1930.8867924528304,2835.2,3226.0,8657.883333333333
2021-07-11,7689.165,6700.0,1646.1,5821.2,1845.4170281639615,2098.44,3229.0,7610.766666666666
2021-07-12,7678.33,7161.59,2526.95,5822.4,1833.3522727272727,1845.28,3232.0,6563.65
2021-07-13,6957.43,7297.87,2782.53,5823.6,1765.9583333333333,1907.15,3232.0,7040.69
2021-07-14,7650.5,7268.15,2541.98,5824.8,1804.1206896551723,1969.02,3232.0,7129.6
2021-07-15,6788.67,7314.31,2411.28,5826.0,1857.8,2030.89,3232.0,6629.19
2021-07-16,5868.32,7133.1,1101.93,5827.2,1735.5454545454545,2092.76,3232.0,8701.16
2021-07-17,6660.4,7594.6,2385.04,5828.4,1839.631067961165,2154.63,3232.0,8625.0
2021-07-18,7155.45,7556.31,1907.07,5829.6,1897.4,2216.5,3232.0,6250.0
2021-07-19,7650.5,7632.1,2288.04,5830.8,1828.5,2278.37,3232.0,6469.13
2021-07-20,7625.87,7382.82,1960.12,5832.0,1795.3846153846157,2340.2400000000002,3232.0,6282.21
2021-07-21,12800.0,7633.43,3254.65,5833.2,2085.2631578947367,2402.11,3232.0,6250.0
2021-07-22,7631.01,7914.84,2203.82,5834.4,1873.225806451613,2463.98,3232.0,6586.94
2021-07-23,7651.49,8130.61,2368.43,5835.6,1789.6813186813188,2525.8500000000004,3232.0,6579.41
2021-07-24,6858.42,7864.52,2376.06,5836.8,1809.025,2587.7200000000003,3232.0,6676.44
2021-07-25,7600.0,8695.15,1660.73,5838.0,1940.0,2649.59,3232.0,6250.0
2021-07-26,6888.67,8499.63,2190.47,5839.2,1839.044776119403,2711.46,3232.0,6404.65
2021-07-27,6859.41,9127.73,2481.24,5840.4,1875.637362637363,2773.33,3232.0,7092.19
2021-07-28,7671.05,9280.94,2217.98,5841.6,1793.0310559006211,2835.2000000000003,3232.0,6578.83
2021-07-29,7901.96,9135.08,2121.26,5842.8,1801.9276315789475,2897.07,3232.0,6606.97
2021-07-30,7709.8,9406.04,2209.45,5844.0,1772.1323529411766,2958.9400000000005,3242.0,6529.79
2021-07-31,5800.0,9528.76,2486.95,5845.2,1864.0,3020.8100000000004,3252.0,6440.0
2021-08-01,6368.785,9540.0,1809.87,5846.4,1781.578947368421,3082.6800000000003,3267.0,6100.0
2021-08-02,6937.57,9690.16,2406.09,5847.6,1801.783783783784,3144.55,3282.0,6421.98
2021-08-03,7842.86,9536.33,2489.41,5848.8,1950.9,1422.99,3290.0,6488.53
2021-08-04,7901.96,9418.8,2441.08,5850.0,1843.6666666666667,780.05,3332.0,6705.5
2021-08-05,7705.88,9389.47,2608.1,3940.0,1820.3958333333333,1054.96,3327.0,6387.08
2021-08-06,13000.0,9677.76,2432.34,2030.0000000000005,1848.914893617021,1587.41,3322.0,6794.43
2021-08-07,13000.0,9606.48,2542.36,120.0,1979.4183673469388,1625.39,3322.0,8192.26
2021-08-08,10437.685,9455.0,1667.33,1075.0,1785.9375,1250.58,3327.0,6087.5
2021-08-09,7875.37,9160.79,2419.1,2029.9999999999998,1834.3164556962024,1456.34,3332.0,6583.83
2021-08-10,7949.5,8257.27,2379.25,2985.0,1955.481132075472,2787.2,3342.0,7691.48
2021-08-11,7863.16,8242.27,2180.83,3939.9999999999995,1503.5436893203882,2500.5,3342.0,6787.22
2021-08-12,6978.95,8657.99,2126.39,4895.0,1921.1968503937007,1964.17,3342.0,6236.91
2021-08-13,8000.0,7753.88,2603.71,5850.0,1881.65625,2008.6490000000001,3342.0,6846.55
2021-08-14,7709.8,8642.84,2530.32,5832.0,2763.0,2053.128,3342.0,7278.52
2021-08-15,7366.665,8000.0,1718.75,5814.0,1944.5578158454675,2097.607,3342.0,7175.535
2021-08-16,7023.53,8990.58,2744.51,5796.0,1973.397727272728,2142.0860000000002,3342.0,7072.55
2021-08-17,13200.0,8379.23,2610.27,5778.0,1769.428571428571,2186.565,3421.0,7102.12
2021-08-18,13200.0,8480.03,2355.24,5760.0,1893.5,2231.044,3500.0,7108.27
2021-08-19,13200.0,7924.32,2555.41,5742.0,1940.9722222222224,2275.523,3500.0,6849.24
2021-08-20,13200.0,8182.54,2363.91,5724.0,1942.3030303030305,2320.002,3526.0,7215.75
2021-08-21,7931.71,8677.31,2501.9,5706.0,1929.915254237288,2364.481,3580.0,7562.82
2021-08-22,7600.0,7000.0,1718.3,5688.0,1912.0254237288136,2408.96,3584.0,6750.0
2021-08-23,13100.0,8606.46,2291.67,5670.0,1894.135593220339,2453.4390000000003,3588.0,6895.81
2021-08-24,7734.15,8810.56,2504.62,5652.0,1926.0,2497.918,3592.0,6827.14
2021-08-25,7763.11,8665.6,2256.84,5634.0,1865.9545454545453,2542.397,3592.0,6998.59
2021-08-26,7709.8,8409.86,2133.83,5616.0,1836.7945205479448,2586.876,3592.0,7107.54
2021-08-27,13200.0,8603.4,2081.63,5598.0,1790.5416666666667,2631.355,3562.0,6926.23
2021-08-28,7600.0,8779.0,2423.32,5580.0,2914.495652173913,2675.834,3562.0,7694.44
2021-08-29,7600.0,8443.93,1783.62,5562.0,1708.3333333333333,2720.313,3562.0,7226.205
2021-08-30,7800.0,7873.99,2372.01,5544.0,1901.692307692308,2764.792,3562.0,6757.97
2021-08-31,7905.88,8331.03,2122.34,5526.0,1927.142857142857,2809.271,3562.0,6845.64
2021-09-01,7682.76,8666.39,2485.08,5508.0,1732.6296296296296,2853.75,3562.0,7641.12
2021-09-02,7673.68,8758.6,2251.55,5490.0,1956.151079136691,3040.02,3562.0,6520.92
2021-09-03,7669.14,8709.61,2336.64,5472.0,1799.137254901961,1197.52,3562.0,6903.79
2021-09-04,7600.0,8752.02,2436.07,5454.0,1989.6615384615384,803.35,3646.0,6816.74
2021-09-05,7600.0,7820.0,1828.4,5436.0,1666.6666666666667,1021.93,3646.0,6934.076666666667
2021-09-06,7600.0,7552.0,3055.55,5418.0,2126.904761904762,1657.34,3646.0,7051.413333333333
2021-09-07,7709.8,7731.81,2942.24,5400.0,1951.622641509434,1501.64,3646.0,7168.75
2021-09-08,7815.38,8286.97,2614.67,5382.0,1899.7792207792209,1510.57,3646.0,6911.44
2021-09-09,7666.56,8550.83,2261.87,5364.0,1842.6382978723404,1439.07,3648.0,6553.7
2021-09-10,7661.11,7646.43,2020.9,5346.0,1760.0,2886.54,3650.0,6700.0
2021-09-11,8256.9,8310.32,2757.39,5328.0,1763.0,2599.22,3652.0,6423.16
2021-09-12,7450.0,7818.67,1850.32,5310.0,1750.0,1980.85,3652.0,6700.0
2021-09-13,7697.32,7929.63,3270.15,5292.0,1616.7125,2004.951052631579,3652.0,7254.41
2021-09-14,7680.6,7607.47,2546.64,5274.0,1805.1447368421047,2029.0521052631577,3642.0,7808.82
2021-09-15,7841.22,7688.81,2363.56,5256.0,1707.2626262626263,2053.153157894737,3642.0,6626.86
2021-09-16,7666.67,7853.91,2257.03,5238.0,1673.8878504672898,2077.2542105263155,3662.0,6089.61
2021-09-17,7690.91,7442.26,2657.83,5220.0,1786.358208955224,2101.3552631578946,3662.0,6013.22
2021-09-18,7805.7,7385.31,2366.18,5202.0,1575.287037037037,2125.4563157894736,3662.0,9600.0
2021-09-19,7595.45,7015.44,1843.88,5184.0,1620.1538735481042,2149.5573684210526,3662.0,8008.295
2021-09-20,7669.33,5758.26,2390.79,5166.0,1665.0207100591715,2173.6584210526316,3662.0,6416.59
2021-09-21,7676.06,5561.47,2375.21,5148.0,1355.0407523510971,2197.7594736842107,3662.0,6897.0
2021-09-22,7696.53,5938.7,2114.31,5130.0,1453.111111111111,2221.8605263157892,3672.0,6271.87
2021-09-23,7687.01,6642.27,2258.91,5130.0,1486.8265306122448,2245.9615789473683,3672.0,6205.31
