commodity,year,month,price,price_change,price_pct_change,MA7,MA30,total_news,average_sentiment,positive_news,negative_news,neutral_news,news_growth,next_price
COFFEE,2004,5,69.4125,-0.2999999999999989,-0.0038456266809592,70.50535714285715,72.55958333333332,0.0,0.0,0.0,0.0,0.0,0.0,82.78333333333333
COFFEE,2004,6,82.78333333333333,1.5111111111111104,0.0216691071397769,78.41666666666667,73.81018518518519,0.0,0.0,0.0,0.0,0.0,0.0,69.53125
COFFEE,2004,7,69.53125,-1.8249999999999995,-0.0228493929119691,74.79285714285714,74.5625,0.0,0.0,0.0,0.0,0.0,0.0,66.61666666666666
COFFEE,2004,8,66.61666666666666,-0.3444444444444454,-0.0050201370644609,67.31428571428572,73.11555555555555,0.0,0.0,0.0,0.0,0.0,0.0,69.1125
COFFEE,2004,9,69.1125,0.6062500000000011,0.0094347253970715,68.20357142857142,72.02020833333333,0.0,0.0,0.0,0.0,0.0,0.0,77.23125
COFFEE,2004,10,77.23125,0.5124999999999993,0.0084252536047454,74.49910714285714,70.30708333333334,0.0,0.0,0.0,0.0,0.0,0.0,78.64
COFFEE,2004,11,78.64,0.6,0.0078314294495915,77.34428571428572,72.18083333333333,0.0,0.0,0.0,0.0,0.0,0.0,94.99375
COFFEE,2004,12,94.99375,1.7875,0.022431629710941,89.63035714285715,78.24208333333333,0.0,0.0,0.0,0.0,0.0,0.0,98.275
COFFEE,2005,1,98.275,0.5062499999999996,0.0058443586665689,97.55,85.50625000000001,0.0,0.0,0.0,0.0,0.0,0.0,110.07777777777778
COFFEE,2005,2,110.07777777777778,1.6222222222222231,0.0157442391568018,104.7404761904762,93.28351851851852,0.0,0.0,0.0,0.0,0.0,0.0,126.61111111111111
COFFEE,2005,3,126.61111111111111,2.333333333333332,0.0193094047510633,120.2238095238095,104.62814814814816,0.0,0.0,0.0,0.0,0.0,0.0,120.61875
COFFEE,2005,4,120.61875,-2.45,-0.0190401090779672,126.11696428571427,113.76729166666668,0.0,0.0,0.0,0.0,0.0,0.0,120.82222222222224
COFFEE,2005,5,120.82222222222224,0.5611111111111123,0.0050847090796628,119.7126984126984,119.55037037037036,0.0,0.0,0.0,0.0,0.0,0.0,120.78125
COFFEE,2005,6,120.78125,-0.8625000000000007,-0.0070140561155271,121.47142857142858,122.51083333333332,0.0,0.0,0.0,0.0,0.0,0.0,102.975
COFFEE,2005,7,102.975,-1.3312500000000007,-0.0116797068713928,108.90625,118.51541666666668,0.0,0.0,0.0,0.0,0.0,0.0,104.835
COFFEE,2005,8,104.835,0.2550000000000011,0.0026692543607105,104.27428571428572,112.932,0.0,0.0,0.0,0.0,0.0,0.0,95.60625
COFFEE,2005,9,95.60625,-1.981250000000001,-0.0200312305584651,100.39553571428571,107.23895833333331,0.0,0.0,0.0,0.0,0.0,0.0,96.06875
COFFEE,2005,10,96.06875,1.53125,0.0163765604106398,93.62410714285714,100.69062499999998,0.0,0.0,0.0,0.0,0.0,0.0,104.13333333333334
COFFEE,2005,11,104.13333333333334,0.6277777777777785,0.0063886969219061,101.53015873015872,99.6201851851852,0.0,0.0,0.0,0.0,0.0,0.0,92.7125
COFFEE,2005,12,92.7125,-1.3124999999999998,-0.0115035988610452,97.525,98.0425,0.0,0.0,0.0,0.0,0.0,0.0,116.28125
COFFEE,2006,1,116.28125,2.6375,0.0259370896024307,107.03482142857143,100.28041666666668,0.0,0.0,0.0,0.0,0.0,0.0,115.4125
COFFEE,2006,2,115.4125,-0.3062500000000004,-0.0025067131679269,116.8875,106.06,0.0,0.0,0.0,0.0,0.0,0.0,108.675
COFFEE,2006,3,108.675,-1.174999999999999,-0.0104823666456598,111.46875,108.49958333333332,0.0,0.0,0.0,0.0,0.0,0.0,107.41875
COFFEE,2006,4,107.41875,-0.125,-0.0010073920902799,107.60267857142856,111.47354166666666,0.0,0.0,0.0,0.0,0.0,0.0,106.445
COFFEE,2006,5,106.445,-0.2900000000000006,-0.0026097985516513,107.06071428571428,110.1085,0.0,0.0,0.0,0.0,0.0,0.0,97.46875
COFFEE,2006,6,97.46875,-0.7687499999999989,-0.0076691364883039,100.58303571428571,106.08333333333334,0.0,0.0,0.0,0.0,0.0,0.0,100.19375
COFFEE,2006,7,100.19375,0.3624999999999989,0.0040585762105179,99.1,103.39916666666666,0.0,0.0,0.0,0.0,0.0,0.0,105.00555555555556
COFFEE,2006,8,105.00555555555556,0.6388888888888888,0.0065323097311722,102.68650793650794,101.8877777777778,0.0,0.0,0.0,0.0,0.0,0.0,103.225
COFFEE,2006,9,103.225,-0.5250000000000004,-0.0050010127710837,104.72678571428573,101.62354166666668,0.0,0.0,0.0,0.0,0.0,0.0,103.65555555555557
COFFEE,2006,10,103.65555555555557,0.3555555555555558,0.0035699919759615,103.23015873015872,102.83537037037036,0.0,0.0,0.0,0.0,0.0,0.0,113.575
COFFEE,2006,11,113.575,1.5687499999999996,0.0146771884171534,108.8625,105.154375,0.0,0.0,0.0,0.0,0.0,0.0,122.6
COFFEE,2006,12,122.6,1.0,0.0087182106901131,119.8375,109.05625,0.0,0.0,0.0,0.0,0.0,0.0,121.71666666666668
COFFEE,2007,1,121.71666666666668,-0.3944444444444441,-0.0030713967076639,122.71031746031746,114.40796296296296,0.0,0.0,0.0,0.0,0.0,0.0,116.40625
COFFEE,2007,2,116.40625,-0.7999999999999989,-0.0067936323792612,118.27053571428571,118.61833333333334,0.0,0.0,0.0,0.0,0.0,0.0,112.2
COFFEE,2007,3,112.2,-0.3625000000000007,-0.0031027052337145,113.69553571428573,118.98125,0.0,0.0,0.0,0.0,0.0,0.0,110.24375
COFFEE,2007,4,110.24375,0.2312499999999993,0.002188162653881,110.47946428571429,115.99333333333334,0.0,0.0,0.0,0.0,0.0,0.0,102.41111111111113
COFFEE,2007,5,102.41111111111113,-1.1166666666666665,-0.0097672947887929,104.96984126984128,111.43277777777776,0.0,0.0,0.0,0.0,0.0,0.0,115.79375
COFFEE,2007,6,115.79375,1.3312500000000007,0.0135434337360538,111.22142857142856,109.39583333333331,0.0,0.0,0.0,0.0,0.0,0.0,108.67777777777778
COFFEE,2007,7,108.67777777777778,-0.4499999999999997,-0.0039659400104956,110.8531746031746,109.18166666666669,0.0,0.0,0.0,0.0,0.0,0.0,117.675
COFFEE,2007,8,117.675,1.3999999999999986,0.012330463060138,113.71875,110.24458333333334,0.0,0.0,0.0,0.0,0.0,0.0,114.70625
COFFEE,2007,9,114.70625,-0.4375,-0.0032981030671493,115.9125,113.33354166666666,0.0,0.0,0.0,0.0,0.0,0.0,136.065
COFFEE,2007,10,136.065,2.220000000000001,0.0185644108749882,129.75,117.78916666666666,0.0,0.0,0.0,0.0,0.0,0.0,121.0
COFFEE,2007,11,121.0,-2.1937500000000014,-0.0157805759297532,126.83660714285716,123.36270833333332,0.0,0.0,0.0,0.0,0.0,0.0,128.35
COFFEE,2007,12,128.35,1.1312500000000014,0.0091205634251431,125.32053571428573,125.63354166666667,0.0,0.0,0.0,0.0,0.0,0.0,134.6625
COFFEE,2008,1,134.6625,0.6875,0.0052804762850546,132.41071428571428,129.2735416666667,0.0,0.0,0.0,0.0,0.0,0.0,144.2375
COFFEE,2008,2,144.2375,1.4562499999999972,0.01036709219525,140.1392857142857,130.87604166666665,0.0,0.0,0.0,0.0,0.0,0.0,155.11875
COFFEE,2008,3,155.11875,0.4875000000000007,0.0043616527456736,153.475,138.29833333333332,0.0,0.0,0.0,0.0,0.0,0.0,131.8722222222222
COFFEE,2008,4,131.8722222222222,-2.333333333333333,-0.0150107443335648,137.87698412698413,141.84037037037035,0.0,0.0,0.0,0.0,0.0,0.0,132.475
COFFEE,2008,5,132.475,0.9187499999999992,0.0070044662390227,131.68660714285716,141.185,0.0,0.0,0.0,0.0,0.0,0.0,134.28333333333333
COFFEE,2008,6,134.28333333333333,-0.3999999999999993,-0.0026992641353291,134.54126984126984,138.0988888888889,0.0,0.0,0.0,0.0,0.0,0.0,144.85000000000002
COFFEE,2008,7,144.85000000000002,0.6055555555555574,0.0055719048698236,142.8777777777778,135.90074074074073,0.0,0.0,0.0,0.0,0.0,0.0,138.08125
COFFEE,2008,8,138.08125,-0.3250000000000028,-0.0021535338501003,139.08482142857142,137.75479166666668,0.0,0.0,0.0,0.0,0.0,0.0,138.655
COFFEE,2008,9,138.655,-0.2349999999999994,-0.0015259584444516,139.07071428571427,139.528,0.0,0.0,0.0,0.0,0.0,0.0,118.73125
COFFEE,2008,10,118.73125,-2.46875,-0.0192779121877277,126.55625,136.90145833333332,0.0,0.0,0.0,0.0,0.0,0.0,113.175
COFFEE,2008,11,113.175,-0.4499999999999993,-0.0036784804073889,114.23392857142856,129.45083333333332,0.0,0.0,0.0,0.0,0.0,0.0,108.275
COFFEE,2008,12,108.275,-0.1900000000000005,-0.0013427827034591,109.25357142857142,120.77033333333334,0.0,0.0,0.0,0.0,0.0,0.0,113.39285714285714
COFFEE,2009,1,113.39285714285714,0.6642857142857151,0.0065207100036596,110.9765306122449,113.16619047619048,0.0,0.0,0.0,0.0,0.0,0.0,117.7611111111111
COFFEE,2009,2,117.7611111111111,-0.2611111111111105,-0.0019463853823534,117.2214285714286,112.5124074074074,0.0,0.0,0.0,0.0,0.0,0.0,105.25
COFFEE,2009,3,105.25,-0.4111111111111114,-0.0032757384807985,108.76111111111112,111.78703703703702,0.0,0.0,0.0,0.0,0.0,0.0,117.45714285714288
COFFEE,2009,4,117.45714285714288,1.5499999999999992,0.0138906284209925,112.10408163265306,112.60214285714288,0.0,0.0,0.0,0.0,0.0,0.0,124.125
COFFEE,2009,5,124.125,1.106250000000001,0.0090335435790068,121.0794642857143,114.533125,0.0,0.0,0.0,0.0,0.0,0.0,134.82999999999998
COFFEE,2009,6,134.82999999999998,0.1400000000000005,0.001826218380606,133.53785714285715,119.53,0.0,0.0,0.0,0.0,0.0,0.0,114.34375
COFFEE,2009,7,114.34375,-2.1562500000000018,-0.0171382185275442,120.81696428571428,124.21375,0.0,0.0,0.0,0.0,0.0,0.0,134.80625
COFFEE,2009,8,134.80625,2.9062500000000013,0.0255265109853261,126.33482142857144,126.56395833333332,0.0,0.0,0.0,0.0,0.0,0.0,122.27777777777776
COFFEE,2009,9,122.27777777777776,-1.1388888888888904,-0.0077992172404337,126.31984126984126,126.64425925925929,0.0,0.0,0.0,0.0,0.0,0.0,133.1625
COFFEE,2009,10,133.1625,1.5937500000000018,0.0123015150240116,128.58392857142857,125.359375,0.0,0.0,0.0,0.0,0.0,0.0,138.07222222222222
COFFEE,2009,11,138.07222222222222,-0.8222222222222229,-0.0059025756066487,138.61031746031748,130.7403703703704,0.0,0.0,0.0,0.0,0.0,0.0,143.07222222222222
COFFEE,2009,12,143.07222222222222,1.3277777777777766,0.0102901199042955,140.27936507936508,133.81092592592594,0.0,0.0,0.0,0.0,0.0,0.0,142.64285714285714
COFFEE,2010,1,142.64285714285714,0.0714285714285714,0.0005582675318873,142.46326530612245,138.70357142857142,0.0,0.0,0.0,0.0,0.0,0.0,131.91500000000002
COFFEE,2010,2,131.91500000000002,-1.0349999999999997,-0.007143638986849,135.355,139.34300000000002,0.0,0.0,0.0,0.0,0.0,0.0,129.635
COFFEE,2010,3,129.635,-0.2599999999999994,-0.0019197125454765,130.08214285714286,136.51416666666665,0.0,0.0,0.0,0.0,0.0,0.0,136.39285714285714
COFFEE,2010,4,136.39285714285714,0.4857142857142865,0.0039775127678662,134.39285714285714,134.09190476190477,0.0,0.0,0.0,0.0,0.0,0.0,135.6
COFFEE,2010,5,135.6,0.40625,0.0031655896846528,135.60892857142858,132.90104166666666,0.0,0.0,0.0,0.0,0.0,0.0,136.0388888888889
COFFEE,2010,6,136.0388888888889,0.905555555555553,0.006648915134288,135.09761904761905,133.83444444444444,0.0,0.0,0.0,0.0,0.0,0.0,161.11875
COFFEE,2010,7,161.11875,2.025000000000002,0.0146914594407166,152.66071428571428,139.48375,0.0,0.0,0.0,0.0,0.0,0.0,170.17222222222222
COFFEE,2010,8,170.17222222222222,1.6000000000000003,0.0099262990711309,166.49603174603175,148.08462962962963,0.0,0.0,0.0,0.0,0.0,0.0,186.875
COFFEE,2010,9,186.875,1.5874999999999986,0.0088946808657971,180.15089285714288,160.36041666666665,0.0,0.0,0.0,0.0,0.0,0.0,178.2625
COFFEE,2010,10,178.2625,-0.3187500000000014,-0.0011412838188423,181.6625,172.129375,0.0,0.0,0.0,0.0,0.0,0.0,204.87
COFFEE,2010,11,204.87,1.475,0.0081845753273494,196.685,182.53566666666663,0.0,0.0,0.0,0.0,0.0,0.0,205.66875
COFFEE,2010,12,205.66875,1.1125000000000007,0.0055256939601223,205.99464285714285,193.12791666666664,0.0,0.0,0.0,0.0,0.0,0.0,234.8375
COFFEE,2011,1,234.8375,3.90625,0.0187484402524256,224.2303571428572,203.2670833333333,0.0,0.0,0.0,0.0,0.0,0.0,250.9944444444444
COFFEE,2011,2,250.9944444444444,1.2611111111111104,0.0052509125037165,245.2404761904762,220.4672222222222,0.0,0.0,0.0,0.0,0.0,0.0,278.0777777777778
COFFEE,2011,3,278.0777777777778,2.4166666666666665,0.0097448340043502,268.2071428571428,238.81,0.0,0.0,0.0,0.0,0.0,0.0,268.1875
COFFEE,2011,4,268.1875,0.0125000000000028,0.0004254425081548,271.49107142857144,256.4320833333333,0.0,0.0,0.0,0.0,0.0,0.0,288.10555555555555
COFFEE,2011,5,288.10555555555555,0.0166666666666643,0.0008967429608127,286.15,270.53592592592594,0.0,0.0,0.0,0.0,0.0,0.0,263.40625
COFFEE,2011,6,263.40625,-1.125,-0.0036702045004791,268.6866071428572,275.7870833333333,0.0,0.0,0.0,0.0,0.0,0.0,263.525
COFFEE,2011,7,263.525,-1.03125,-0.0038754813160906,264.8080357142857,273.124375,0.0,0.0,0.0,0.0,0.0,0.0,238.53000000000003
COFFEE,2011,8,238.53000000000003,-1.6349999999999991,-0.0063091718406398,245.5557142857143,264.977,0.0,0.0,0.0,0.0,0.0,0.0,283.45625
COFFEE,2011,9,283.45625,4.16875,0.0188632335119791,268.1875,258.9891666666667,0.0,0.0,0.0,0.0,0.0,0.0,226.95
COFFEE,2011,10,226.95,-5.53125,-0.0193922541794765,246.2892857142857,254.98666666666665,0.0,0.0,0.0,0.0,0.0,0.0,229.04444444444445
COFFEE,2011,11,229.04444444444445,0.5000000000000001,0.0022519659842163,227.5992063492064,245.8987037037037,0.0,0.0,0.0,0.0,0.0,0.0,227.84375
COFFEE,2011,12,227.84375,-1.9312499999999984,-0.0083463484569377,230.3892857142857,242.00583333333333,0.0,0.0,0.0,0.0,0.0,0.0,226.475
COFFEE,2012,1,226.475,1.9250000000000007,0.0087978203614674,224.8080357142857,229.63125,0.0,0.0,0.0,0.0,0.0,0.0,217.09375
COFFEE,2012,2,217.09375,-2.325,-0.0098396569478576,221.41339285714284,226.20729166666663,0.0,0.0,0.0,0.0,0.0,0.0,193.25625
COFFEE,2012,3,193.25625,-4.087500000000002,-0.0202109126412762,204.59196428571428,220.175625,0.0,0.0,0.0,0.0,0.0,0.0,182.45
COFFEE,2012,4,182.45,0.0333333333333345,0.0002712736908268,184.6277777777778,207.80407407407407,0.0,0.0,0.0,0.0,0.0,0.0,176.82777777777778
COFFEE,2012,5,176.82777777777778,-0.7055555555555549,-0.003806602902888,178.3634920634921,194.3381481481481,0.0,0.0,0.0,0.0,0.0,0.0,156.2
COFFEE,2012,6,156.2,-2.793750000000003,-0.0161123145193959,164.03214285714284,179.83791666666667,0.0,0.0,0.0,0.0,0.0,0.0,179.88888888888889
COFFEE,2012,7,179.88888888888889,2.9944444444444462,0.0189201215176771,171.1484126984127,173.07629629629628,0.0,0.0,0.0,0.0,0.0,0.0,171.425
COFFEE,2012,8,171.425,-1.8625000000000007,-0.0105492849486062,176.01785714285714,171.629375,0.0,0.0,0.0,0.0,0.0,0.0,167.2875
COFFEE,2012,9,167.2875,1.3625000000000005,0.0083532022758856,166.34821428571428,169.44625,0.0,0.0,0.0,0.0,0.0,0.0,170.62
COFFEE,2012,10,170.62,-1.5450000000000017,-0.0088791901403845,173.1507142857143,172.55433333333332,0.0,0.0,0.0,0.0,0.0,0.0,151.9
COFFEE,2012,11,151.9,-1.0812499999999972,-0.0066266100979604,156.37946428571428,167.3504166666667,0.0,0.0,0.0,0.0,0.0,0.0,139.825
COFFEE,2012,12,139.825,-1.862500000000001,-0.0122446094955056,144.2044642857143,160.35875,0.0,0.0,0.0,0.0,0.0,0.0,149.0875
COFFEE,2013,1,149.0875,1.8999999999999984,0.0135540502401321,145.18214285714285,153.85333333333332,0.0,0.0,0.0,0.0,0.0,0.0,142.575
COFFEE,2013,2,142.575,-1.5874999999999986,-0.0106619893420373,146.04910714285714,147.35875,0.0,0.0,0.0,0.0,0.0,0.0,142.55625
COFFEE,2013,3,142.55625,0.125,0.0010384093420322,142.02767857142857,144.18729166666668,0.0,0.0,0.0,0.0,0.0,0.0,137.305
COFFEE,2013,4,137.305,-0.6400000000000006,-0.0044966046075215,139.15857142857143,143.10016666666667,0.0,0.0,0.0,0.0,0.0,0.0,141.39375
COFFEE,2013,5,141.39375,1.0687500000000014,0.0077738125661049,138.52857142857144,140.49687500000002,0.0,0.0,0.0,0.0,0.0,0.0,127.4625
COFFEE,2013,6,127.4625,-2.6312500000000014,-0.0189139906906114,133.9107142857143,138.24645833333332,0.0,0.0,0.0,0.0,0.0,0.0,121.76
COFFEE,2013,7,121.76,-0.3599999999999994,-0.0028241285563491,123.29071428571427,132.98616666666666,0.0,0.0,0.0,0.0,0.0,0.0,120.10625
COFFEE,2013,8,120.10625,0.5374999999999996,0.004595122241989,119.89285714285714,127.77395833333334,0.0,0.0,0.0,0.0,0.0,0.0,113.65
COFFEE,2013,9,113.65,-0.8000000000000003,-0.0060833566612074,116.04444444444444,121.52777777777776,0.0,0.0,0.0,0.0,0.0,0.0,114.91111111111113
COFFEE,2013,10,114.91111111111113,0.0500000000000003,0.0004829300853395,114.74285714285716,117.71962962962964,0.0,0.0,0.0,0.0,0.0,0.0,103.90625
COFFEE,2013,11,103.90625,-1.3625000000000007,-0.0115278996793579,108.12410714285714,114.30333333333334,0.0,0.0,0.0,0.0,0.0,0.0,108.1
COFFEE,2013,12,108.1,0.5444444444444451,0.0052339104109826,106.57222222222224,110.74574074074071,0.0,0.0,0.0,0.0,0.0,0.0,118.12857142857142
COFFEE,2014,1,118.12857142857142,1.421428571428572,0.0127048052852409,113.38265306122447,110.23738095238096,0.0,0.0,0.0,0.0,0.0,0.0,137.64375
COFFEE,2014,2,137.64375,2.5500000000000007,0.0208324581512595,130.78303571428572,114.21041666666667,0.0,0.0,0.0,0.0,0.0,0.0,197.7
COFFEE,2014,3,197.7,7.96875,0.0540053348072232,173.70178571428573,131.100625,0.0,0.0,0.0,0.0,0.0,0.0,189.39444444444445
COFFEE,2014,4,189.39444444444445,-0.4000000000000025,-0.0002552806817657,190.0952380952381,154.76388888888889,0.0,0.0,0.0,0.0,0.0,0.0,195.28125
COFFEE,2014,5,195.28125,-1.887499999999999,-0.0093716322716778,199.0169642857143,177.59479166666665,0.0,0.0,0.0,0.0,0.0,0.0,169.94444444444446
COFFEE,2014,6,169.94444444444446,-1.5722222222222229,-0.0082861841828314,176.72857142857143,187.99277777777772,0.0,0.0,0.0,0.0,0.0,0.0,167.41666666666666
COFFEE,2014,7,167.41666666666666,-1.4444444444444444,-0.0084852418093694,169.13015873015874,182.74314814814807,0.0,0.0,0.0,0.0,0.0,0.0,187.7125
COFFEE,2014,8,187.7125,3.2062500000000007,0.0214025427324849,179.74642857142857,178.31708333333333,0.0,0.0,0.0,0.0,0.0,0.0,190.275
COFFEE,2014,9,190.275,-0.4949999999999989,-0.0021368931435972,191.3428571428572,178.641,0.0,0.0,0.0,0.0,0.0,0.0,213.64375
COFFEE,2014,10,213.64375,5.09375,0.0268251870405905,200.06339285714287,186.8427083333333,0.0,0.0,0.0,0.0,0.0,0.0,184.6
