commodity,year,month,price,price_change,price_pct_change,MA7,MA30
COFFEE,2015,3,131.78333333333333,-3.9666666666666686,-0.024526781444929424,142.51349206349207,165.2462962962963
COFFEE,2015,4,138.87857142857143,0.8928571428571429,0.007392197341762971,135.76836734693876,153.59357142857147
COFFEE,2015,5,132.1875,-0.07499999999999923,-0.00041248691675604943,134.20982142857142,144.09520833333335
COFFEE,2015,6,134.2,-0.24499999999999886,-0.0016737039522307401,133.74571428571429,135.47916666666666
COFFEE,2015,7,123.91875,-1.137500000000001,-0.008721945970338837,128.08660714285713,132.99125
COFFEE,2015,8,128.66875,1.112499999999999,0.009074011041247162,125.38392857142857,129.91958333333335
COFFEE,2015,9,115.72777777777777,-2.0555555555555554,-0.015901161867689015,121.31031746031746,127.03944444444444
COFFEE,2015,10,127.6625,2.6437500000000007,0.021842391648197738,121.88571428571427,123.37291666666667
COFFEE,2015,11,118.2611111111111,-2.1333333333333337,-0.016226309823796203,122.86507936507935,122.8524074074074
COFFEE,2015,12,121.16666666666667,0.3111111111111108,0.002866850251689078,119.53730158730157,120.8901851851852
COFFEE,2016,1,119.01428571428572,-0.5357142857142857,-0.004274383820109043,121.06938775510204,121.70333333333333
COFFEE,2016,2,117.655,0.12000000000000029,0.0012654710711927702,118.21428571428571,119.787
COFFEE,2016,3,118.32777777777778,0.9833333333333343,0.00837120442073829,116.16825396825396,118.69222222222223
COFFEE,2016,4,122.58125,0.02499999999999858,0.0003842487203965625,122.22500000000001,118.831875
COFFEE,2016,5,123.25555555555555,0.39999999999999936,0.003340154331462911,121.82539682539681,119.58055555555555
COFFEE,2016,6,130.80625,1.09375,0.00889221735034149,127.63482142857143,122.48520833333333
COFFEE,2016,7,144.11874999999998,1.125,0.008289078824191961,140.56964285714284,128.099375
COFFEE,2016,8,140.51,-0.9099999999999995,-0.00637727838006662,142.27714285714285,134.33483333333334
COFFEE,2016,9,151.24374999999998,1.6062499999999993,0.01182756611353285,146.47410714285715,140.83854166666666
COFFEE,2016,10,149.16875,0.3000000000000007,0.0021011258990523748,149.45982142857144,145.23375
COFFEE,2016,11,166.06666666666666,0.816666666666666,0.005795271742763212,161.2111111111111,150.00388888888887
COFFEE,2016,12,138.78125,-2.674999999999997,-0.017130973833551826,149.18571428571428,152.87
COFFEE,2017,1,143.70555555555555,1.2833333333333314,0.009041670121870689,140.38492063492063,150.32537037037036
COFFEE,2017,2,145.375,-0.48124999999999934,-0.0031707520382357373,146.4625,148.81583333333333
COFFEE,2017,3,140.4,-0.7624999999999993,-0.005291060633065425,142.27767857142857,143.29791666666665
COFFEE,2017,4,138.63125,-0.16874999999999923,-0.0011730774146629748,138.74285714285713,142.32770833333333
COFFEE,2017,5,133.45499999999998,-0.5700000000000017,-0.00409305735727854,135.31571428571428,140.1615
COFFEE,2017,6,126.6875,-0.6250000000000001,-0.0046279632462808504,129.05089285714286,135.61354166666666
COFFEE,2017,7,126.16875,-0.1999999999999993,-0.00152670742065105,126.46339285714286,131.93145833333335
COFFEE,2017,8,140.53333333333333,1.5888888888888901,0.012494034460266088,135.5595238095238,130.95
COFFEE,2017,9,128.7875,-0.8125,-0.0053341319727101995,132.7267857142857,131.12125
COFFEE,2017,10,127.78888888888888,-0.8277777777777797,-0.006111570205916478,128.43412698412698,131.40722222222223
COFFEE,2017,11,125.40625,0.15000000000000038,0.0013241765703613626,126.24017857142857,130.90833333333333
COFFEE,2017,12,122.825,-1.3125,-0.010634748874037188,125.17410714285714,127.48562500000001
COFFEE,2018,1,126.23333333333332,0.5777777777777781,0.005546277350521767,124.96984126984128,125.99555555555555
COFFEE,2018,2,121.73125,-0.10624999999999929,-0.0008167740612000999,122.32142857142857,124.51104166666667
COFFEE,2018,3,119.65625,-0.40625,-0.0033560193486206376,120.87589285714286,123.21229166666667
COFFEE,2018,4,117.46666666666667,-0.02777777777777779,-0.0002091654985879223,117.77142857142856,121.37314814814815
COFFEE,2018,5,118.7388888888889,-0.29444444444444506,-0.002381023130532367,119.3015873015873,119.71018518518518
COFFEE,2018,6,118.66875,0.2624999999999993,0.0025827491869839245,118.30892857142857,118.72041666666667
COFFEE,2018,7,109.34444444444445,-0.9611111111111099,-0.007940491086273411,111.72936507936508,116.80574074074073
COFFEE,2018,8,107.85,-0.21250000000000036,-0.0019363223620447376,108.69553571428571,114.11645833333333
COFFEE,2018,9,98.03125,-1.1437500000000007,-0.010605565357445787,101.84464285714286,109.72541666666667
COFFEE,2018,10,109.87,1.8700000000000003,0.017847159411114373,105.11285714285714,105.98999999999998
COFFEE,2018,11,115.55625,-0.7999999999999989,-0.006786816307248076,115.49107142857143,107.28208333333335
COFFEE,2018,12,100.20625,-1.5500000000000007,-0.014582051411713174,105.77678571428571,107.33083333333333
COFFEE,2019,1,103.05625,0.7624999999999993,0.007678305604025413,101.04553571428572,107.55333333333333
COFFEE,2019,2,103.4,-0.42499999999999893,-0.004074449492191812,104.20267857142856,106.28416666666666
COFFEE,2019,3,94.84375,-0.9562500000000007,-0.009659507169629062,97.81607142857142,101.874375
COFFEE,2019,4,92.91,-0.23999999999999916,-0.0024141088361773404,93.56285714285714,99.00166666666667
COFFEE,2019,5,88.8625,-0.11875000000000036,-0.0012244038932911873,90.12857142857143,95.43854166666667
COFFEE,2019,6,100.76875,1.199999999999999,0.014599851238354335,96.84107142857142,93.76208333333334
COFFEE,2019,7,107.80499999999999,0.6150000000000005,0.00683996786517161,105.905,96.86166666666666
COFFEE,2019,8,96.68125,-1.4312500000000004,-0.013880974092679101,100.14017857142858,99.59104166666665
COFFEE,2019,9,95.47222222222223,0.7333333333333327,0.007697638005016478,94.80396825396826,100.52907407407407
COFFEE,2019,10,97.59444444444445,-0.7388888888888879,-0.007490631881969866,98.6984126984127,99.40907407407407
COFFEE,2019,11,106.45,1.4874999999999987,0.015774396016349588,101.8267857142857,98.17604166666666
COFFEE,2019,12,126.85555555555555,3.366666666666668,0.0293875625343297,118.67142857142858,103.96981481481481
COFFEE,2020,1,121.92142857142858,-2.4214285714285717,-0.01855336608518906,127.04795918367347,112.15809523809524
COFFEE,2020,2,98.96875,-2.2875,-0.018630425979033825,106.43660714285714,114.26270833333334
COFFEE,2020,3,112.46666666666667,0.9444444444444444,0.010768856573432888,108.96111111111111,115.09648148148148
COFFEE,2020,4,117.88571428571429,1.3499999999999983,0.012370389061006558,114.38061224489796,113.10071428571429
COFFEE,2020,5,107.5375,-1.625,-0.0133531038470002,111.47767857142857,109.94041666666666
COFFEE,2020,6,97.72999999999999,-1.0399999999999991,-0.01008698370984775,101.16357142857143,109.051
COFFEE,2020,7,99.6,0.11875000000000036,0.0018595422596558125,99.1125,105.560625
COFFEE,2020,8,116.11875,1.987499999999999,0.022109417665264964,110.30178571428571,104.03416666666666
COFFEE,2020,9,132.54444444444445,2.3666666666666663,0.021004189045822543,126.15317460317459,109.10018518518518
COFFEE,2020,10,108.925,-3.024999999999999,-0.022127500049501838,117.47946428571429,114.98041666666666
COFFEE,2020,11,106.16666666666667,0.10555555555555429,0.0012325770981136668,106.63095238095238,116.44851851851851
COFFEE,2020,12,116.89999999999999,1.0,0.008983771074874466,113.85555555555555,115.22333333333333
COFFEE,2021,1,122.82857142857142,0.3285714285714302,0.003117235517533158,120.92755102040816,113.13999999999999
COFFEE,2021,2,123.175,-0.025000000000000022,-0.00012410939129272995,123.20071428571427,116.76633333333334
COFFEE,2021,3,130.82,1.1299999999999983,0.009602932881246511,128.16571428571427,122.87416666666668
COFFEE,2021,4,125.26249999999999,-0.5437499999999993,-0.0036282988552447503,126.55446428571427,125.66250000000001
COFFEE,2021,5,146.65,2.2062500000000007,0.016977711996252923,138.7125,129.50833333333333
COFFEE,2021,6,159.18333333333334,1.2999999999999987,0.009242382932365768,155.92539682539683,138.07648148148147
COFFEE,2021,7,151.99375,-0.44999999999999923,-0.0027522173517962874,154.43392857142857,145.53562499999998
COFFEE,2021,8,178.66111111111113,3.633333333333335,0.0222555434773686,168.37380952380954,156.2711111111111
COFFEE,2021,9,189.50625,-0.11875000000000213,-0.000514623022697,187.68035714285713,167.493125
COFFEE,2021,10,200.8,3.4437500000000014,0.01819858606336206,194.6875,177.26145833333334
COFFEE,2021,11,207.83499999999998,0.6549999999999983,0.003292939935180939,205.96071428571426,191.99233333333333
COFFEE,2021,12,240.95,1.625,0.007671283082314351,229.45267857142858,206.1245833333333
COFFEE,2022,1,233.71875,1.018750000000001,0.004582280801746387,235.01607142857142,218.12479166666665
COFFEE,2022,2,246.3388888888889,1.2000000000000013,0.005070026146559801,241.40476190476193,229.43148148148146
COFFEE,2022,3,228.2388888888889,-3.188888888888891,-0.013048596213685877,236.6277777777778,237.73611111111111
COFFEE,2022,4,230.7375,1.3312500000000007,0.005969289537428787,228.71339285714285,235.58770833333332
COFFEE,2022,5,214.57777777777778,-2.066666666666666,-0.008422544498682646,221.07222222222222,231.82259259259257
COFFEE,2022,6,234.4,1.7375000000000007,0.008732917837304125,227.06071428571428,226.453125
COFFEE,2022,7,221.9125,-2.4562500000000007,-0.011069476642975425,227.45089285714286,225.79479166666664
COFFEE,2022,8,216.20999999999998,1.7349999999999994,0.00823850728874129,215.28571428571428,222.20016666666666
COFFEE,2022,9,229.38125,0.14375000000000057,0.0016801634219446757,226.67767857142857,223.80354166666666
COFFEE,2022,10,217.56875,-2.25,-0.009907658524503375,222.06964285714287,221.51749999999998
COFFEE,2022,11,172.28333333333333,-4.2333333333333325,-0.02002534801964199,187.66666666666666,213.14296296296297
