commodity,country,keyword,title,date,source,url,language
Wheat,India,export,India rice stocks climb to record high ; wheat inventories at five - year peak,,economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/economy/agriculture/indias-rice-stocks-surge-to-all-time-high-as-wheat-inventories-reach-5-year-peak/articleshow/131771952.cms,English
Wheat,India,export,International Business : India rice stocks climb to record high,,gdnonline.com,https://www.gdnonline.com:443/Details/1397827/India%E2%80%99s-rice-stocks-climb-to-record-high,English
Wheat,India,export,The death of arbitrage : Why the grains trading model is broken for MNCs in India,,thehindubusinessline.com,https://www.thehindubusinessline.com/economy/agri-business/the-death-of-arbitrage-why-the-grains-trading-model-is-broken-for-mncs-in-india/article70952172.ece,English
Wheat,India,export,المغرب يتصدر وجهات القمح الروسي,,hespress.com,https://www.hespress.com/%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-%D9%8A%D8%AA%D8%B5%D8%AF%D8%B1-%D9%88%D8%AC%D9%87%D8%A7%D8%AA-%D8%A7%D9%84%D9%82%D9%85%D8%AD-%D8%A7%D9%84%D8%B1%D9%88%D8%B3%D9%8A-1728373.html,Arabic
Wheat,India,export,Глобальний прогноз врожаю пшениці на 2026 рік зменшено дані ФАО,,bin.ua,https://bin.ua/news/economics/aic/347450-globalnij-prognoz-vrozhayu-pshenici-na-2026-rik.html,Ukrainian
Wheat,Saudi Arabia,demand,Heat accelerates shift to smarter farming in MENA region,,arabnews.com,https://www.arabnews.com/node/2646967/saudi-arabia,English
Wheat,Saudi Arabia,demand,Getreidepreise bringen Landwirte in Not – Weizenpreise 20 Euro billiger als Maispreise,,agrarheute.com,https://www.agrarheute.com/markt/marktfruechte/getreidepreise-bringen-landwirte-not-weizenpreise-20-euro-billiger-maispreise-640495,German
Wheat,Saudi Arabia,demand,Opinion : Kyiv Quiet Power : Leveraging Food Diplomacy,,kyivpost.com,https://www.kyivpost.com/opinion/74070,English
Wheat,Saudi Arabia,demand,"Black Sea wheat prices rise as currency pressure , Middle East war cut margins | Hellenic Shipping News Worldwide",,hellenicshippingnews.com,https://www.hellenicshippingnews.com/black-sea-wheat-prices-rise-as-currency-pressure-middle-east-war-cut-margins/,English
Wheat,Saudi Arabia,demand,全球市场  已经打完仗了 ， 高盛交易台 ： AI主题将持续跑赢 ， 尤其是液冷 、 光学网络和推理算力|股票|期权|韩国|知名企业|标普500,,163.com,https://www.163.com/dy/article/KQPTP7F205198NMR.html,Chinese
Wheat,Saudi Arabia,demand,Le stress climatique aux États - Unis fait monter les cours du blé - Chronique des matières premières,,rfi.fr,https://www.rfi.fr/fr/podcasts/chronique-des-mati%C3%A8res-premi%C3%A8res/20260429-le-stress-climatique-aux-%C3%A9tats-unis-fait-monter-les-cours-du-bl%C3%A9,French
Wheat,Saudi Arabia,demand,美伊战事50天 全球  蒸发  了5亿桶原油 ， 这相当于 ……_ 凤凰网,,finance.ifeng.com,https://finance.ifeng.com/c/8sTQRLDg10t,Chinese
Wheat,Saudi Arabia,demand,乌克兰小麦粉获准入华 ， 中国明明不缺小麦 ， 为啥还要从乌进口 ？ ,,163.com,https://www.163.com/dy/article/KQCQ1API0552NMAF.html,Chinese
Wheat,Saudi Arabia,demand,عمرها أكثر من 1000 عام ، قصة  العيدية  من  ذهب المعز  و  الجامكية  إلى الجنيه المصري,,vetogate.com,https://www.vetogate.com/5663606,Arabic
Wheat,Saudi Arabia,demand,"Aktuelle Börsenpreise : Weizenkurs sinkt leicht , Maisexporte stützen , Pflanzenöle ziehen Rapspreis nach oben , Milch : Erlöse bei der GDT - Auktion sinken",,topagrar.com,https://www.topagrar.com/markt/news/wieviel-weizen-kauft-saudi-arabien-20025060.html,German
Wheat,Saudi Arabia,demand,Gaziantep baklavasında ihracat yoğunluğu : Aylık talep 5 tonu geçiyor,,haberler.com,https://www.haberler.com/ekonomi/gaziantep-baklavasina-avrupa-ve-orta-dogu-dan-yogun-talep-19988153-haberi/,Turkish
Wheat,Saudi Arabia,demand,Gaziantepte Baklava İhracatındaki Yoğunluk Aylık 5 Tona Ulaşıyor,,mersinhaber.com,https://www.mersinhaber.com/haber-gaziantepte-baklava-ihracatindaki-yogunluk-aylik-5-tona-ulasiyor/684404,Turkish
Wheat,Saudi Arabia,demand,美伊战事50天 全球  蒸发  了5亿桶原油 _ 东方财富网,,finance.eastmoney.com,https://finance.eastmoney.com/a/202604203710349256.html,Chinese
Wheat,Saudi Arabia,demand,Russia Will Not Interfere in Ukraine - Israel Grain Scandal Amid Global Food Shortages,,english.pravda.ru,https://english.pravda.ru/world/166567-ukraine-israel-russia-grain-dispute/,English
Wheat,Saudi Arabia,demand,US holds off planned Iran attack as nations resume talks,,sbs.com.au,https://www.sbs.com.au/news/podcast-episode/us-holds-off-planned-iran-attack-as-nations-resume-talks/bri4fmzbh,English
Wheat,Saudi Arabia,demand,أخبار مصر : تفاصيل افتتاح السيسي مشروع الدلتا الجديدة .. الكهرباء تكشف حجم الأحمال الكهربائية على الشبكة تزامنا مع الموجة الحارة,,vetogate.com,https://www.vetogate.com/5657311,Arabic
Wheat,Saudi Arabia,demand, # Plant26 : Iowa Farmers Plant Quickly as Rising Costs and Export Markets Send Mixed Signals,,rfdtv.com,https://www.rfdtv.com/plant26-iowa-farmers-plant-quickly-as-rising-costs-and-export-markets-send-mixed-signals,English
Wheat,Saudi Arabia,demand,震惊 ！ 伊朗战争近50天 ， 全球最大能源灾难 ： 5亿桶石油消失 ， 损失超500亿 _ 国际原油市场 _ 黄金网 _ 中金在线,,gold.cnfol.com,http://gold.cnfol.com/guojiyuanyousc/20260420/32156696.shtml,Chinese
Wheat,Saudi Arabia,demand,Key takeaways from EuroGrainExchange Bucharest event 2026,,fastmarkets.com,https://www.fastmarkets.com/insights/key-takeaways-from-eurograinexchange-bucharest-event-2026/,English
Wheat,Saudi Arabia,demand,Clock ticking as Hormuz standoff threatens Gulf food supply,,arabnews.com,https://www.arabnews.com/node/2646309,English
Wheat,Bangladesh,demand,Bangladesh Wheat Import Growth FY 2026 | Wheat imports exceed FY25 total with 2 . 5 months to go,,thedailystar.net,https://www.thedailystar.net/business/news/wheat-imports-exceed-fy25-total-25-months-go-4153201,English
Wheat,Bangladesh,demand,"গমের ৫টি নতুন জাত : ফলন হয়েছে দ্বিগুণ , রোগপ্রতিরোধী |",,bd-pratidin.com,https://www.bd-pratidin.com/country/2026/05/05/1247138,Bengali
Wheat,Bangladesh,demand,US now Bangladesh top soybean supplier,,thedailystar.net,https://www.thedailystar.net/business/economy/news/us-now-bangladeshs-top-soybean-supplier-4146041,English
Wheat,Bangladesh,demand,麦田父子兵 ： 跟着麦熟一路向北,,henan.people.com.cn,http://henan.people.com.cn/n2/2026/0609/c351638-41605301.html,Chinese
Wheat,Bangladesh,demand,Bangladesh Imports From US | Imports from US double in Jan - Apr,,thedailystar.net,https://www.thedailystar.net/news/bangladesh/news/imports-us-double-jan-apr-4171866,English
Wheat,Bangladesh,demand,"জানুয়ারি থেকে এপ্রিলে যুক্তরাষ্ট্র থেকে আমদানি দ্বিগুণ , রপ্তানি বেড়েছে মাত্র ৩ শতাংশ |",,bd-pratidin.com,https://www.bd-pratidin.com/economy/2026/05/10/1249051,Bengali
Wheat,Bangladesh,demand,আমেরিকার সঙ্গে  অসম বাণিজ্য চুক্তি  বাতিলের দাবিতে স্মারকলিপি,,jugantor.com,https://www.jugantor.com/national/1094688,Bengali
Wheat,Bangladesh,demand,"সম্পর্ক পর্যালোচনা , বৈশ্বিক ইস্যু নিয়ে আলোচনা করবে বাংলাদেশ ও রাশিয়া : মস্কো |",,bd-pratidin.com,https://www.bd-pratidin.com/national/2026/06/08/1259620,Bengali
Wheat,Bangladesh,demand,বৈশ্বিক ইস্যু নিয়ে আলোচনা করবে বাংলাদেশ ও রাশিয়া : মস্কো,,ntvbd.com,https://www.ntvbd.com/bangladesh/news-1750253,Bengali
Wheat,Bangladesh,demand,Главы МИД РФ и Бангладеш обсудят в Москве двустороннее сотрудничество,,interfax.ru,https://www.interfax.ru/russia/1094565,Russian
Wheat,Bangladesh,demand,চালসহ যেসব পণ্যের দাম কমতে পারে | | বাংলাদেশ প্রতিদিন,,bd-pratidin.com,https://www.bd-pratidin.com/national/2026/06/11/1260734,Bengali
Wheat,Bangladesh,demand,রাশিয়ায় পররাষ্ট্র উপদেষ্টা ও পররাষ্ট্রমন্ত্রী বাংলাদেশের সাথে রাজনৈতিক সংলাপ এগিয়ে চলছে,,dailyinqilab.com,https://dailyinqilab.com/national/article/903129,Bengali
Wheat,Bangladesh,demand,Inflation easing gradually as government steps up measures : Finance Minister,,bssnews.net,https://www.bssnews.net/js-session/380081,English
Wheat,Bangladesh,demand,"Pszenicy i kukurydzy przybywa , popyt spada . Rynek wysyła jasny sygnał",,farmer.pl,"https://www.farmer.pl/produkcja-roslinna/pszenicy-i-kukurydzy-przybywa-popyt-spada-rynek-wysyla-jasny-sygnal,175574.html",Polish
Wheat,Bangladesh,demand,停产 ！ 提价 ！ 断货 ！ 伊朗战争重创亚洲涤纶供应商 战火正烧向衣柜 ？ _ 东方财富网,,finance.eastmoney.com,https://finance.eastmoney.com/a/202604273719854914.html,Chinese
Wheat,Bangladesh,demand,"In Bangladesh , an ancient art form weaves new opportunities",,csmonitor.com,https://www.csmonitor.com/World/Asia-South-Central/2026/0415/Bangladesh-handwoven-rugs-shataranji,English
Wheat,Bangladesh,demand,উত্তরের কৃষিতেই অর্থনৈতিক মুক্তি,,dailyinqilab.com,https://dailyinqilab.com/national/article/882456,Bengali
Wheat,Singapore,import,What do China new US farm purchases mean for global trade ? ,,marketscreener.com,https://www.marketscreener.com/news/what-do-china-s-new-us-farm-purchases-mean-for-global-trade-ce7f5adad881fe2c,English
Wheat,Singapore,import,澳大利亚从马来西亚等国  补油  ,,yangtse.com,https://www.yangtse.com/news/txs/202604/t20260417_343022.html,Chinese
Wheat,Singapore,import,新澳将加强食品供应 、 国防及教育等领域的合作,,zaobao.com.sg,https://www.zaobao.com.sg/news/singapore/story20260410-8873161,Chinese
Wheat,Singapore,import,ফ্রান্স - রোমানিয়া থেকে গম কিনবে এশিয়ান ক্রেতারা » Business24BD,,business24bd.com,https://www.business24bd.com/%E0%A6%AB%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8-%E0%A6%B0%E0%A7%8B%E0%A6%AE%E0%A6%BE%E0%A6%A8%E0%A6%BF%E0%A7%9F%E0%A6%BE-%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87-%E0%A6%97%E0%A6%AE/,Bengali
Wheat,Singapore,import,Iran war fertiliser squeeze could spell trouble for next year grain harvests,,asiaone.com,https://www.asiaone.com/world/iran-war-fertiliser-squeeze-could-spell-trouble-next-years-grain-harvests,English
Wheat,Singapore,import,能源危机冲击成本与出口 大马黄梨产业仍具强韧性 | 国内,,orientaldaily.com.my,https://www.orientaldaily.com.my/news/nation/2026/04/10/810319,Chinese
Wheat,Singapore,import,"Michael Baumgartner visits Vietnam , Singapore amid U . S .- China competition for influence in Asia",,spokesman.com,https://www.spokesman.com/stories/2026/jun/04/michael-baumgartner-visits-vietnam-singapore-amid-/,English
Wheat,Singapore,import,Australian PM diesel diplomacy tour calms fears at home,,straitstimes.com,https://www.straitstimes.com/asia/australianz/australian-pms-diesel-diplomacy-tour-of-se-asia-seen-as-welcome-bid-to-spread-calm-at-home,English
Wheat,Singapore,import,武汉组织16家企业  抱团出海  亮相新港两大国际展会 ， 深化经贸合作稳外贸,,baijiahao.baidu.com,https://baijiahao.baidu.com/s?id=1863167339750259287,Chinese
Wheat,Singapore,import,武汉组织16家企业  抱团出海 ： 亮相新港两大国际展会 深化经贸合作稳外贸,,baijiahao.baidu.com,https://baijiahao.baidu.com/s?id=1863168124181913873,Chinese
Wheat,Singapore,import,全球地缘政治不确定加剧 东南亚再生能源发展脚步未停,,zaobao.com.sg,https://www.zaobao.com.sg/finance/singapore/story20260528-9102811,Chinese
Wheat,Singapore,import,"Путин впервые с начала боевых действий на Украине примет у себя саммит АСЕАН ( Bloomberg , США ) ",,inosmi.ru,https://inosmi.ru/20260617/rossiya-278941909.html,Russian
Wheat,Singapore,import,资源大国陷  油荒 ， 澳大利亚燃油储备为何告急 ？ ,,baijiahao.baidu.com,https://baijiahao.baidu.com/s?id=1862445463647190075,Chinese
Wheat,Singapore,import,Menyoal Kerugian Negara dari Praktik Under Invoicing SDA,,aceh.tribunnews.com,https://aceh.tribunnews.com/opini/1029342/menyoal-kerugian-negara-dari-praktik-under-invoicing-sda,Indonesian
Wheat,Singapore,import,ইরানে যুদ্ধ ও দেশের জ্বালানিসংকট | | বাংলাদেশ প্রতিদিন,,bd-pratidin.com,https://www.bd-pratidin.com/open-air-theater/2026/04/26/1243439,Bengali
Wheat,Singapore,import,  싸구려 탕후루는 잊어라 … 프리미엄  무기 든 中 음료 · 주류의 역습,,inews24.com,http://inews24.com/view/1975669,Korean
Wheat,Singapore,import,The government plans to bolster Australia fuel stores are sensible – but 5 years too late,,theconversation.com,https://theconversation.com/the-governments-plans-to-bolster-australias-fuel-stores-are-sensible-but-5-years-too-late-282253,English
Wheat,Singapore,import,2026世足開踢 ！「 速食應援買1送1 、 超商大杯買2送2 」 懶人包 神券狂搶6元披薩 、 666元生啤無限暢飲 | 旅遊,,travel.udn.com,https://travel.udn.com/travel/story/7160/9560383,Chinese
Wheat,Singapore,import,"Desde Zimbabue , la nueva Marbella de los millonarios chinos , hasta la actual carrera espacial que pierde dinero a la velocidad de la luz",,elmundo.es,https://www.elmundo.es/economia/macroeconomia/2026/05/31/6a19a255fc6c83c95f8b45d8.html,Spanish
Wheat,Malaysia,import,भारतासमोर मोठे संकट ? खाद्यतेलाचा प्रचंड तुटवडा निर्माण होणार ? आयातीची आकडेवारी काय सांगते ? ,,loksatta.com,https://www.loksatta.com/explained/india-edible-oil-crisis-import-dependency-pm-modi-appeal-expert-analysis-sdp-92-5897133/,Marathi
Wheat,Malaysia,import,Palm oil is turning into fuel and India import bill could rise,,livemint.com,https://www.livemint.com/economy/palm-oil-supply-squeeze-biodiesel-india-edible-oil-imports-11779020167497.html,English
Wheat,Malaysia,import,Marchés agricoles : les préoccupations climatiques reprennent presque le dessus,,lafranceagricole.fr,https://www.lafranceagricole.fr/conjoncture-cultures/article/897783/marches-agricoles-les-preoccupations-climatiques-reprennent-presque-le-dessus,French
Wheat,Malaysia,import,যুদ্ধ পুঁজি করে সক্রিয় সিন্ডিকেট | | বাংলাদেশ প্রতিদিন,,bd-pratidin.com,https://www.bd-pratidin.com/city/2026/04/19/1240467,Bengali
Wheat,Malaysia,import,Межгосударственные отношения России и Малайзии,,1prime.ru,https://1prime.ru/20260617/rossija-870833597.html,Russian
Wheat,Malaysia,import,榴莲便宜了是因为北方也开始种 ？ 这些谣言不可信 - 大河网,,news.dahe.cn,https://news.dahe.cn/2026/04-28/2081849.html,Chinese
Wheat,Malaysia,import, 【 每周吃Fun 】《 麦氏西池港式云吞面 》 捍卫  细蓉  灵魂 为在马香港人解乡愁 | 食记 | U玩食,,orientaldaily.com.my,https://www.orientaldaily.com.my/news/ufood-food/2026/04/08/806917,Chinese
Wheat,Malaysia,import,النفط نعمة ويجب عدم تحويله لنقمة تضر البلاد والعباد !! – كتابات,,kitabat.com,https://kitabat.com/%D8%A7%D9%84%D9%86%D9%81%D8%B7-%D9%86%D8%B9%D9%85%D8%A9-%D9%88%D9%8A%D8%AC%D8%A8-%D8%B9%D8%AF%D9%85-%D8%AA%D8%AD%D9%88%D9%8A%D9%84%D9%87-%D9%84%D9%86%D9%82%D9%85%D8%A9-%D8%AA%D8%B6%D8%B1-%D8%A7%D9%84/,Arabic
Wheat,Malaysia,import,Азиатско - Тихоокеанский регион : « страна тысячи островов » – под пристальным взором Вашингтона Фонд стратегической культуры,,fondsk.ru,https://fondsk.ru/news/2026/06/17/aziatsko-tikhookeanskiy-region-strana-tysyachi-ostrovov-pod-pristalnym-vzorom,Russian
Wheat,Malaysia,import,  Puerto Completo : La estación marítima recuperó el ritmo y opera con sus seis muelles en simultáneo - Diario Cuatro Vientos,,diario4v.com,https://www.diario4v.com/nota/52573/puerto-completo-la-estacion-maritima-recupero-el-ritmo-y-opera-con-sus-seis-muelles-en-simultaneo/,Spanish
Wheat,Malaysia,import,Food Systems and Policies Undermining Food Security,,globalissues.org,https://www.globalissues.org/news/2026/05/12/43004,English
Wheat,Vietnam,demand,马面粉厂斥资1亿扩产 强化粮食布局 | 财经,,orientaldaily.com.my,https://www.orientaldaily.com.my/news/business/2026/05/19/819859,Chinese
Wheat,Vietnam,demand,Wheat Leader Joins TRUMP Mission to Vietnam,,agnews890.com,https://www.agnews890.com/2026/04/13/wheat-leader-joins-trump-mission-to-vietnam/,English
Wheat,Vietnam,demand,破解麦德龙卡闲置痛点 ， 华财回收重构麦德龙卡回收变现新生态 _ 中华网,,hea.china.com,https://hea.china.com/articles/20260513/202605131867186.html,Chinese
Wheat,Vietnam,demand,节令之美丨芒种 ： 收获 ， 是另一场播种的开始 - 新华网,,news.cn,https://www.news.cn/local/20260604/bde3e0b2018f4d0cafcd214e21249a0d/c.html,Chinese
Wheat,Vietnam,demand,平价狗狗软骨素选购避坑 ： 100元预算内如何判断有效成分是否达标 _ 中华网,,m.tech.china.com,https://m.tech.china.com/redian/2026/0423/042026_1853204.html,Chinese
Wheat,Vietnam,demand,THỊ TRƯỜNG HÀNG HÓA : Dòng tiền  quay lại  nhóm nông sản,,baochinhphu.vn,https://baochinhphu.vn/thi-truong-hang-hoa-dong-tien-quay-lai-nhom-nong-san-102260609143639244.htm,Vietnamese
Wheat,Vietnam,demand,麦捷科技2026年6月18日涨停分析 ： AI算力+产业链整合+产能布局,,finance.sina.com.cn,https://finance.sina.com.cn/stock/aiassist/ydfx/2026-06-18/doc-inicuyvz2369935.shtml,Chinese
Wheat,Vietnam,demand,自有品牌背后的  减法思维 ： 麦德龙如何让消费回归简单,,baijiahao.baidu.com,https://baijiahao.baidu.com/s?id=1863322863125214454,Chinese
Wheat,Vietnam,demand,收麦啦 河南进入  三夏  时间 - 新华网河南频道,,ha.xinhuanet.com,http://www.ha.xinhuanet.com/20260528/d10d62dfbeae443eb33762719a4fe61b/c.html,Chinese
Wheat,Vietnam,demand,青岛啤酒交易所湖南首店进四方坪夜市 喝啤酒看K线图  买涨跌  ,,baijiahao.baidu.com,https://baijiahao.baidu.com/s?id=1863995259564424786,Chinese
Wheat,Vietnam,demand,青年农机手赋能现代农业 （ 三夏进行时 ） -- 社会 · 法治 -- 人民网,,society.people.com.cn,http://society.people.com.cn/n1/2026/0614/c1008-40739752.html,Chinese
Wheat,Vietnam,demand,青年农机手赋能现代农业,,news.cyol.com,http://news.cyol.com/gb/articles/2026-06/15/content_OVmo3KfGeq.html,Chinese
Wheat,Vietnam,demand,一群90后 、 00后活跃在田野 ， 他们在忙啥 ？- 南海网,,hinews.cn,https://www.hinews.cn/page?n=2831224&m=1&s=1044,Chinese
Wheat,Vietnam,demand,青年农机手赋能现代农业 （ 三夏进行时 ） ,,china.qianlong.com,https://china.qianlong.com/2026/0615/8683352.shtml,Chinese
Wheat,Vietnam,demand,Το ρωσικό σχέδιο για εκτόξευση των εξαγωγών LNG και τροφίμων στη Νοτιονατολική Ασία,,bankingnews.gr,https://www.bankingnews.gr/diethni/articles/882414/to-rosiko-sxedio-gia-ektoksefsi-ton-eksagogon-lng-kai-trofimon-sti-notionatoliki-asia%20title=,Greek
Wheat,Vietnam,demand,Manitoba seeks to deepen agricultural cooperation with Vietnam,,vir.com.vn,https://vir.com.vn/manitoba-seeks-to-deepen-agricultural-cooperation-with-vietnam-154967.html,English
Wheat,Vietnam,demand,汽车终端市场调整进行时 ： 销量导向  退场  生存导向  上线 - 新浪汽车,,k.sina.com.cn,https://k.sina.com.cn/article_6248544856_174713a58020038zkc.html,Chinese
Wheat,Vietnam,demand,South Korea and Vietnam deepen strategic agricultural partnership,,vir.com.vn,https://vir.com.vn/south-korea-and-vietnam-deepen-strategic-agricultural-partnership-151287.html,English
Wheat,Netherlands,export,ميناء دمياط : خط الرورو يواصل دعم الصادرات المصرية إلى أوروبا والخليج,,shorouknews.com,https://www.shorouknews.com/news/view.aspx?cdate=06062026&id=ffa17f29-c711-4db6-96a0-1af5186b7c46,Arabic
Wheat,Netherlands,export,113 ألف طن قمح في صومعة الحبوب والغلال في دمياط,,dostor.org,https://www.dostor.org/5527296,Arabic
Wheat,Netherlands,export,تداول 31 سفينة بضائع وحاويات بميناء دمياط اليوم السبت,,vetogate.com,https://www.vetogate.com/5660907,Arabic
Wheat,Netherlands,export,ميناء دمياط : تداول 28 سفينة للحاويات والبضائع العامة خلال 24 ساعة,,dostor.org,https://www.dostor.org/5500268,Arabic
Wheat,Netherlands,export,Oil dominates Kazakhstan exports structure in 1Q2026,,trend.az,https://www.trend.az/casia/kazakhstan/4176126.html,English
Wheat,Netherlands,export,163 ألف طن قمح في صومعة غلال دمياط,,dostor.org,https://www.dostor.org/5618209,Arabic
Wheat,Netherlands,export,ميناء دمياط يستقبل 10 سفن ويصدر آلاف الأطنان من البضائع,,dostor.org,https://www.dostor.org/5615588,Arabic
Wheat,Netherlands,export,Kreuzfahrtschiff für die Bahamas bringt MV - Exporte nach vorn,,ndr.de,"https://www.ndr.de/nachrichten/mecklenburg-vorpommern/kreuzfahrtschiff-fuer-die-bahamas-bringt-mv-exporte-nach-vorn,bahamas-122.html",German
Wheat,Netherlands,export,ننشر حركة تداول السفن والحاويات في ميناء دمياط,,dostor.org,https://www.dostor.org/5576810,Arabic
Wheat,Netherlands,export,WASDE - Report April 2025 : Höhere Weizenbestände drücken Preise – Ölsaaten stabil,,topagrar.com,https://www.topagrar.com/markt/news/wasde-report-druckt-weizenpreis-ins-minus-20024656.html,German
Wheat,Netherlands,export,Відбудова України після війни - розвиток агросектору має стати пріорітетом,,24tv.ua,https://24tv.ua/vidbudova-ukrayini-pislya-viyni-rozvitok-agrosektoru-maye-stati_n3075844,Ukrainian
Wheat,Netherlands,export,  سلامة الغذاء : تصدير 230 ألف طن مواد غذائية والسعودية تتصدر قائمة الدول المستوردة,,dostor.org,https://www.dostor.org/5513726,Arabic
Wheat,Netherlands,export,سلامة الغذاء : تصدير 230 ألف طن مواد غذائية .. والسعودية تتصدر قائمة الدول المستوردة,,shorouknews.com,https://www.shorouknews.com/news/view.aspx?cdate=19042026&id=6d94778c-add2-4c38-a0b1-b803a35c1855,Arabic
Wheat,Netherlands,export, « سلامة الغذاء »: 280 ألف طن صادرات غذائية مصرية إلى 191 دولة خلال أسبوع,,elwatannews.com,https://www.elwatannews.com/news/details/8290192,Arabic
Wheat,Netherlands,export,285 ألف طن صادرات غذائية مصرية خلال أسبوعين,,youm7.com,https://www.youm7.com/story/2026/6/7/285-%D8%A3%D9%84%D9%81-%D8%B7%D9%86-%D8%B5%D8%A7%D8%AF%D8%B1%D8%A7%D8%AA-%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A%D8%A9-%D9%85%D8%B5%D8%B1%D9%8A%D8%A9-%D8%AE%D9%84%D8%A7%D9%84-%D8%A3%D8%B3%D8%A8%D9%88%D8%B9%D9%8A%D9%86/7440546,Arabic
Wheat,Netherlands,export,سلامة الغذاء : 5520 رسالة غذائية مصدرة .. الموالح والبطاطس على رأس القائمة,,elwatannews.com,https://www.elwatannews.com/news/details/8277228,Arabic
Wheat,Netherlands,export,230 ألف طن صادرات غذائية .. والموالح والبطاطس على رأس القائمة,,dostor.org,https://www.dostor.org/5547453,Arabic
Wheat,Netherlands,export,تداول 27 سفينة حاويات وبضائع عامة في ميناء دمياط,,new-today.co,https://new-today.co/%D8%AA%D8%AF%D8%A7%D9%88%D9%84-27-%D8%B3%D9%81%D9%8A%D9%86%D8%A9-%D8%AD%D8%A7%D9%88%D9%8A%D8%A7%D8%AA-%D9%88%D8%A8%D8%B6%D8%A7%D8%A6%D8%B9-%D8%B9%D8%A7%D9%85%D8%A9-%D9%81%D9%8A-%D9%85%D9%8A%D9%86/,Arabic
Wheat,Netherlands,export,سلامة الغذاء : 230 ألف طن صادرات غذائية .. والسعودية وسوريا واليمن أكبر الأسواق المستقبلة,,elwatannews.com,https://www.elwatannews.com/news/details/8268311,Arabic
Wheat,Netherlands,export, « سلامة الغذاء »: 4149 رسالة غذائية مصدرة بـ237 ألف طن .. والسعودية أكبر الأسواق المستقبلة,,elwatannews.com,https://www.elwatannews.com/news/details/8272858,Arabic
